tok	cat
Tabuhns	x
besitzen	x
,	x
welche	x
an	x
verschiedenen	x
Orten	x
der	x
Steppe	x
zerstreut	x
sind	x
.	x
Erst	x
wenn	x
ein	x
Tabuhn	x
voll	x
ist	x
,	x
beginnt	x
der	x
Eigenthümer	x
Nutzen	x
daraus	x
zu	x
ziehen	x
,	x
indem	x
er	x
die	x
jungen	x
Pferde	x
entweder	x
auf	x
dem	x
Gute	x
selbst	x
verwendet	x
,	x
oder	x
an	x
die	x
Pferdehändler	x
verkauft	x
.	x
Der	x
Hirt	x
,	x
dessen	x
Sorgfalt	x
ein	x
Tabuhn	x
anvertraut	x
ist	x
,	x
heißt	x
Tabuhntschik	x
und	x
muß	x
ein	x
Mann	x
von	x
unermüdlicher	x
Thätigkeit	x
und	x
eisenfester	x
Leibesbeschaffenheit	x
sein	x
;	x
er	x
muß	x
die	x
strengste	x
Kälte	x
wie	x
die	x
brennendste	x
Hitze	x
ertragen	x
und	x
jeder	x
Art	x
Wetter	x
ausgesetzt	x
leben	x
können	x
.	x
Selbst	x
im	x
kältesten	x
Wetter	x
kann	x
er	x
selten	x
auf	x
den	x
Schutz	x
eines	x
Daches	x
rechnen	x
,	x
und	x
wenn	x
der	x
heiße	x
Wind	x
wie	x
Ofenglut	x
über	x
ihn	x
hinhaucht	x
,	x
ist	x
nicht	x
der	x
kleinste	x
Busch	x
für	x
ihn	x
da	x
.	x
Er	x
muß	x
im	x
Sommer	x
und	x
Winter	x
den	x
größten	x
Theil	x
des	x
Tages	x
im	x
Sattel	x
zubringen	x
und	x
jeden	x
Augenblick	x
bereit	x
sein	x
,	x
davon	x
zu	x
jagen	x
,	x
um	x
ein	x
abschweifendes	x
Pferd	x
wieder	x
zu	x
erhaschen	x
oder	x
einem	x
heißhungrigen	x
Wolfe	x
ein	x
Füllen	x
wieder	x
zu	x
entreißen	x
.	x
Die	x
Schaf=	x
und	x
Ochsenhirten	x
führen	x
ihr	x
Haus	x
mit	x
sich	x
.	x
Jhre	x
großen	x
Wagen	x
,	x
welche	x
sie	x
auf	x
allen	x
ihren	x
Wanderungen	x
begleiten	x
,	x
bieten	x
ihnen	x
Schutz	x
gegen	x
schlechtes	x
Wetter	x
und	x
ein	x
warmes	x
Nest	x
für	x
die	x
Nacht	x
.	x
Aber	x
von	x
solchem	x
Luxus	x
darf	x
sich	x
ein	x
Tabuhntschik	x
nicht	x
träumen	x
lassen	x
,	x
dazu	x
ist	x
die	x
ihm	x
anvertraute	x
Heerde	x
viel	x
zu	x
lebhaft	x
.	x
Seine	x
tausend	x
Pferde	x
lassen	x
sich	x
nicht	x
so	x
leicht	x
wie	x
eine	x
noch	x
so	x
große	x
Schaf=	x
oder	x
Rindviehheerde	x
zusammenhalten	x
,	x
oder	x
wie	x
ein	x
disciplinirtes	x
Dragonerregiment	x
behandeln	x
,	x
und	x
ein	x
Adjutant	x
der	x
Cavalerie	x
mag	x
an	x
einem	x
Schlachttage	x
schwerlich	x
so	x
viel	x
hin	x
und	x
her	x
zu	x
reiten	x
haben	x
als	x
ein	x
Tabuhntschik	x
an	x
dem	x
ruhigsten	x
Tage	x
,	x
den	x
er	x
in	x
der	x
Steppe	x
verlebt	x
.	x
So	x
lange	x
der	x
Tabuhntschik	x
im	x
Dienst	x
ist	x
,	x
verläßt	x
er	x
nur	x
auf	x
Augenblicke	x
den	x
Sattel	x
.	x
Der	x
Sattel	x
ist	x
sein	x
Haus	x
,	x
sein	x
Tisch	x
,	x
sein	x
Bett	x
.	x
Zu	x
keiner	x
Zeit	x
hat	x
er	x
mehr	x
auf	x
seiner	x
Hut	x
zu	x
sein	x
,	x
als	x
zu	x
der	x
Zeit	x
,	x
wo	x
andere	x
Menschen	x
schlafen	x
,	x
denn	x
zu	x
keiner	x
Zeit	x
sind	x
seine	x
Untergebenen	x
so	x
sehr	x
geneigt	x
,	x
sich	x
von	x
der	x
Heerde	x
zu	x
verirren	x
als	x
zur	x
Nachtzeit	x
,	x
und	x
zu	x
keiner	x
Zeit	x
hat	x
er	x
sich	x
mehr	x
in	x
Acht	x
zu	x
nehmen	x
vor	x
den	x
lauernden	x
Wölfen	x
und	x
den	x
diebischen	x
Pferdehändlern	x
,	x
welche	x
selten	x
ein	x
gekauftes	x
Pferd	x
verkaufen	x
.	x
Die	x
Kleidung	x
des	x
Tabuhntschik	x
besteht	x
größtentheils	x
aus	x
Lederwerk	x
und	x
wird	x
durch	x
einen	x
Gürtel	x
zusammengehalten	x
,	x
an	x
dem	x
in	x
der	x
Regel	x
sein	x
ganzer	x
viehärztlicher	x
Apparat	x
hängt	x
und	x
an	x
dem	x
eine	x
große	x
Menge	x
Zierathen	x
,	x
die	x
seine	x
Phantasie	x
geschaffen	x
hat	x
,	x
befestigt	x
sind	x
.	x
Seinen	x
Kopf	x
bedeckt	x
eine	x
hohe	x
cylinderförmige	x
Tatarenmütze	x
,	x
und	x
den	x
Körper	x
umhüllt	x
die	x
Ssrihta	x
,	x
ein	x
langer	x
brauner	x
wollener	x
Mantel	x
mit	x
einer	x
Kapuze	x
zum	x
Schutze	x
des	x
Hauptes	x
,	x
welche	x
bei	x
schönem	x
Wetter	x
hinten	x
herabhängt	x
und	x
dem	x
Manne	x
als	x
Tasche	x
und	x
Speisekammer	x
dient	x
.	x
Der	x
Tabuhntschik	x
führt	x
eine	x
Menge	x
Werkzeuge	x
bei	x
sich	x
,	x
die	x
er	x
nie	x
von	x
sich	x
legt	x
.	x
Unter	x
diesen	x
nimmt	x
der	x
Harabnik	x
die	x
bedeutendste	x
Stelle	x
ein	x
.	x
Es	x
ist	x
dies	x
eine	x
Peitsche	x
mit	x
kurzem	x
dicken	x
Stiele	x
und	x
einer	x
Schnur	x
,	x
die	x
15	x
--	x
20	x
Fuß	x
lang	x
ist	x
.	x
Nur	x
mit	x
ihr	x
vermag	x
er	x
seine	x
aufrührerischen	x
Unterthanen	x
einigermaßen	x
in	x
Ordnung	x
zu	x
halten	x
.	x
Nach	x
der	x
Peitsche	x
kommt	x
die	x
Schlinge	x
,	x
welche	x
er	x
gleich	x
dem	x
südamerikanischen	x
Lasso	x
gebraucht	x
und	x
mit	x
welcher	x
er	x
selten	x
den	x
Hals	x
des	x
Pferdes	x
verfehlt	x
,	x
dessen	x
Lauf	x
er	x
zu	x
hemmen	x
beabsichtigt	x
.	x
Der	x
Wolfsknittel	x
ist	x
ein	x
dritter	x
unentbehrlicher	x
Theil	x
seiner	x
Bewaffnung	x
.	x
Dieser	x
3	x
--	x
4	x
Fuß	x
lange	x
Knittel	x
läuft	x
in	x
einen	x
dicken	x
eisernen	x
Kolben	x
aus	x
und	x
hängt	x
,	x
zu	x
augenblicklicher	x
Benutzung	x
bereit	x
,	x
am	x
Sattel	x
.	x
Der	x
Tabuhntschik	x
hat	x
im	x
Gebrauche	x
dieser	x
furchtbaren	x
Waffe	x
eine	x
solche	x
Gewandtheit	x
,	x
daß	x
er	x
,	x
im	x
gestreckten	x
Galopp	x
den	x
Knittel	x
abschleudernd	x
,	x
immer	x
des	x
Räubers	x
Haupt	x
trifft	x
und	x
ihn	x
ebenso	x
sicher	x
niederstreckt	x
,	x
als	x
wenn	x
der	x
geschickteste	x
Jäger	x
seine	x
Büchse	x
auf	x
ihn	x
losgeschossen	x
hätte	x
.	x
Auch	x
ein	x
Wasserfäßchen	x
muß	x
den	x
Tabuhntschik	x
auf	x
jedem	x
Ritte	x
begleiten	x
,	x
denn	x
er	x
kann	x
Tage	x
lang	x
unterwegs	x
sein	x
müssen	x
,	x
ohne	x
auf	x
einen	x
Brunnen	x
zu	x
stoßen	x
.	x
Dazu	x
kommt	x
noch	x
ein	x
Brotsack	x
,	x
eine	x
Flasche	x
Branntwein	x
und	x
eine	x
Menge	x
anderer	x
Bequemlichkeiten	x
,	x
welche	x
entweder	x
an	x
seinen	x
Kleidern	x
oder	x
an	x
seinem	x
Pferde	x
befestigt	x
sind	x
.	x
So	x
ausgerüstet	x
,	x
versieht	x
der	x
Tabuhntschik	x
sein	x
schweres	x
Amt	x
,	x
tausend	x
ungezähmte	x
Pferde	x
in	x
Ordnung	x
zu	x
halten	x
.	x
Die	x
größte	x
Mühe	x
machen	x
ihm	x
die	x
Hengste	x
,	x
die	x
,	x
wenn	x
sie	x
sich	x
10	x
--	x
12	x
Jahre	x
in	x
der	x
Wüste	x
herumgetrieben	x
haben	x
,	x
ohne	x
ein	x
einziges	x
Mal	x
den	x
Stall	x
zu	x
riechen	x
,	x
bisweilen	x
so	x
unbändig	x
werden	x
,	x
daß	x
der	x
gewandteste	x
Tabuhntschik	x
mit	x
ihnen	x
nicht	x
fertig	x
werden	x
kann	x
.	x
Man	x
kann	x
sich	x
leicht	x
denken	x
,	x
daß	indirect
ein	indirect
Leben	indirect
,	indirect
wie	indirect
es	indirect
ein	indirect
Tabuhntschik	indirect
führen	indirect
muß	indirect
,	indirect
die	indirect
festeste	indirect
Constitution	indirect
angreifen	indirect
muß	indirect
.	indirect
Nach	x
Verlauf	x
von	x
10	x
--	x
15	x
Jahren	x
ist	x
daher	x
auch	x
der	x
Tabuhntschik	x
gewöhnlich	x
entkräftet	x
und	x
zu	x
seinem	x
Dienste	x
nicht	x
weiter	x
tauglich	x
.	x
Sein	x
Gehalt	x
ist	x
deshalb	x
verhältnißmäßig	x
bedeutend	x
,	x
er	x
bekommt	x
in	x
der	x
Regel	x
für	x
jedes	x
Pferd	x
5	x
--	x
6	x
Rubel	x
jährlich	x
,	x
sodaß	x
er	x
5	x
--	x
6000	x
Rubel	x
verdienen	x
kann	x
,	x
wenn	x
er	x
im	x
Stande	x
ist	x
,	x
die	x
Wölfe	x
und	x
Diebe	x
fern	x
zu	x
halten	x
;	x
aber	x
das	x
ist	x
fast	x
unmöglich	x
,	x
da	x
der	x
Pferdediebstahl	x
auf	x
eine	x
sehr	x
ausgedehnte	x
und	x
schlaue	x
Weise	x
betrieben	x
wird	x
.	x
Jedes	x
verlorene	x
Pferd	x
muß	x
der	x
Tabuhntschik	x
ersetzen	x
,	x
überdies	x
muß	x
er	x
seine	x
Gehülfen	x
von	x
seinem	x
Lohne	x
bezahlen	x
,	x
und	x
er	x
braucht	x
deren	x
wenigstens	x
drei	x
.	x
Dazu	x
kommt	x
noch	x
,	x
daß	x
er	x
sich	x
,	x
wenn	x
er	x
sich	x
etwas	x
zu	x
Gute	x
thun	x
kann	x
,	x
durchaus	x
nicht	x
mäßigt	x
.	x
Das	x
Alles	x
ist	x
Ursache	x
,	x
daß	x
er	x
nach	x
Niederlegung	x
seines	x
Amtes	x
selten	x
mehr	x
hat	x
,	x
als	x
bei	x
Übernahme	x
desselben	x
.	x
Dabei	x
ist	x
er	x
für	x
jede	x
ruhige	x
geordnete	x
Lebensweise	x
untauglich	x
geworden	x
und	x
nimmt	x
daher	x
selten	x
ein	x
gutes	x
Ende	x
.	x
So	x
sehr	x
sich	x
der	x
Tabuhntschik	x
vor	x
den	x
Pferdedieben	x
fürchtet	x
,	x
so	x
gern	x
stiehlt	x
er	x
selbst	x
Pferde	x
,	x
wenn	x
er	x
Gelegenheit	x
dazu	x
hat	x
.	x
Er	x
sucht	x
jedoch	x
das	x
gestohlene	x
Gut	x
sobald	x
als	x
möglich	x
loszuwerden	x
und	x
tauscht	x
es	x
an	x
den	x
ersten	x
Collegen	x
aus	x
,	x
mit	x
dem	x
er	x
zusammenkommt	x
.	x
Dieser	x
gibt	x
es	x
einem	x
dritten	x
und	x
der	x
einem	x
vierten	x
.	x
So	x
geschieht	x
es	x
oft	x
,	x
daß	x
ein	x
Pferd	x
,	x
das	x
am	x
Dniepr	x
gestohlen	x
wurde	x
,	x
bereits	x
in	x
dem	x
Marstalle	x
eines	x
ungarischen	x
Magnaten	x
steht	x
,	x
während	x
es	x
der	x
rechtmäßige	x
Eigenthümer	x
noch	x
an	x
den	x
Ufern	x
des	x
Dniepr	x
sucht	x
.	x
Die	x
Steppenbewohner	x
fürchten	x
den	x
Tabuhntschik	x
,	x
denn	x
Feindschaft	x
macht	x
ihn	x
zu	x
Allem	x
fähig	x
;	x
selbst	x
sein	x
Herr	x
hat	x
eine	x
Art	x
Scheu	x
vor	x
ihm	x
,	x
denn	x
er	x
ist	x
kein	x
Diener	x
,	x
den	x
man	x
alle	x
Tage	x
entlassen	x
kann	x
.	x
Jst	x
der	x
Tabuhn	x
einmal	x
an	x
ihn	x
gewöhnt	x
,	x
so	x
unterwirft	x
er	x
sich	x
nicht	x
leicht	x
einem	x
Andern	x
.	x
Überdies	x
kennt	x
der	x
Tabuhntschik	x
seine	x
Pferde	x
,	x
weiß	x
den	x
Werth	x
jedes	x
einzelnen	x
anzugeben	x
,	x
kann	x
Rath	x
darüber	x
ertheilen	x
,	x
welche	indirect
zu	indirect
verkaufen	indirect
,	indirect
welche	indirect
zu	indirect
behalten	indirect
sind	indirect
,	x
kennt	x
die	x
besten	x
Weiden	x
und	x
tausend	x
andere	x
Dinge	x
.	x
Dadurch	x
ist	x
er	x
seinem	x
Herrn	x
nothwendig	x
,	x
und	x
deshalb	x
kann	x
er	x
seine	x
wilden	x
Streiche	x
ungestraft	x
ausführen	x
.	x
Mit	x
vornehmer	x
Geringschätzung	x
sieht	x
er	x
auf	x
die	x
bescheidenern	x
Mitglieder	x
der	x
menschlichen	x
Gesellschaft	x
,	x
besonders	x
die	x
Schaf=	x
und	x
Ochsenhirten	x
,	x
herab	x
.	x
Die	x
größten	x
Pferdemärkte	x
zwischen	x
dem	x
Dniepr	x
und	x
Dniestr	x
werden	x
in	x
Balta	x
und	x
Berdetschew	x
gehalten	x
.	x
Hier	x
befinden	x
sich	x
auf	x
dem	x
Marktplatze	x
große	x
Umzäunungen	x
,	x
in	x
welche	x
die	x
Tabuhns	x
getrieben	x
werden	x
.	x
Hier	x
werden	x
die	x
Pferde	x
nur	x
nach	x
dem	x
Aussehen	x
gekauft	x
.	x
Die	x
Käufer	x
müssen	x
außer	x
der	x
Umzäunung	x
ihre	x
Wahl	x
treffen	x
.	x
„	x
Jch	x
habe	x
nur	x
wilde	x
Pferde	x
zu	x
verkaufen	x
,	x
sagt	x
der	x
Eigenthümer	x
,	x
sehen	x
Sie	x
sich	x
dieselben	x
an	x
,	x
so	x
lange	x
es	x
Jhnen	x
beliebt.	x
“	x
Der	x
Käufer	x
macht	x
hierauf	x
einige	x
Male	x
die	x
Runde	x
um	x
die	x
Hürde	x
und	x
trifft	x
eine	x
Wahl	x
.	x
Wenn	x
er	x
den	x
Eigenthümer	x
nun	x
weiter	x
befragt	x
,	x
so	x
bekommt	x
er	x
die	x
Antwort	x
:	x
„	x
Das	x
Pferd	x
ist	x
fünf	x
Jahre	x
alt	x
und	x
kostet	x
100	x
Rubel	x
.	x
Wollen	x
Sie	x
es	x
dafür	x
kaufen	x
,	x
so	x
will	x
ich	x
es	x
fangen	x
lassen	x
,	x
aber	x
ich	x
möchte	x
Jhnen	x
rathen	x
,	x
dem	indirect
Tabuhntschik	indirect
vorher	indirect
ein	indirect
Geschenk	indirect
zu	indirect
machen	indirect
,	indirect
damit	indirect
er	indirect
Sorge	indirect
trage	indirect
,	indirect
daß	indirect
es	indirect
beim	indirect
Einfangen	indirect
keinen	indirect
Schaden	indirect
leide.	indirect
“	x
Thut	x
er	x
das	x
so	x
,	x
daß	x
der	x
Tabuhntschik	x
zufrieden	x
ist	x
,	x
so	x
wird	x
das	x
Pferd	x
vorsichtig	x
eingefangen	x
und	x
kommt	x
unbeschädigt	x
in	x
die	x
Gewalt	x
des	x
Käufers	x
;	x
thut	x
er	x
es	x
nicht	x
,	x
so	x
wird	x
dem	x
Pferde	x
mit	x
solcher	x
Ungeschicklichkeit	x
die	x
Schlinge	x
um	x
den	x
Hals	x
geworfen	x
,	x
daß	x
es	x
lahm	x
und	x
geschunden	x
in	x
den	x
Stall	x
des	x
Käufers	x
kommt	x
,	x
der	x
,	x
weil	x
das	x
Einfangen	x
erst	x
nach	x
geschlossenem	x
Kaufe	x
geschieht	x
,	x
allen	x
Schaden	x
tragen	x
muß	x
.	x
Jn	x
der	x
Regel	x
ist	x
ein	x
ganzes	x
Jahr	x
nöthig	x
,	x
ehe	x
ein	x
Tabuhnpferd	x
die	x
Unarten	x
verlernt	x
,	x
die	x
es	x
in	x
der	x
Steppe	x
gelernt	x
hat	x
.	x
Jn	x
der	x
schönen	x
Jahreszeit	x
,	x
d.	x
h.	x
von	x
Ostern	x
bis	x
October	x
,	x
ist	x
der	x
Tabuhn	x
Tag	x
und	x
Nacht	x
auf	x
der	x
Weide	x
,	x
während	x
der	x
andern	x
sechs	x
Monate	x
befindet	x
er	x
sich	x
die	x
Nacht	x
über	x
unter	x
Dach	x
und	x
Fach	x
und	x
wird	x
nur	x
am	x
Tage	x
ausgetrieben	x
.	x
Jedes	x
Pferd	x
muß	x
dann	x
selbst	x
den	x
Schnee	x
wegscharren	x
,	x
um	x
zu	x
dem	x
spärlichen	x
Grase	x
zu	x
gelangen	x
,	x
das	x
unter	x
demselben	x
wächst	x
.	x
Die	x
Bedachung	x
,	x
deren	x
der	x
Tabuhn	x
in	x
der	x
Nacht	x
theilhaft	x
wird	x
,	x
steht	x
weit	x
unter	x
dem	x
schlechtesten	x
Stall	x
.	x
Sie	x
besteht	x
aus	x
nichts	x
als	x
einem	x
großen	x
,	x
von	x
einem	x
Erdwalle	x
umhägten	x
Platze	x
,	x
der	x
auf	x
der	x
nördlichen	x
Seite	x
mit	x
einer	x
Art	x
von	x
Dach	x
versehen	x
ist	x
,	x
um	x
den	x
scharfen	x
Wind	x
abzuhalten	x
,	x
der	x
,	x
durch	x
keinen	x
Hügel	x
aufgehalten	x
,	x
ungehindert	x
vom	x
Nordpol	x
herabstürmt	x
.	x
Die	x
Hengste	x
und	x
kräftigern	x
Stuten	x
nehmen	x
Besitz	x
von	x
dem	x
Verschlage	x
;	x
die	x
schwachen	x
und	x
schüchternen	x
Thiere	x
müssen	x
sich	x
durch	x
den	x
Wall	x
schützen	x
,	x
so	x
gut	x
sie	x
können	x
.	x
Hier	x
stehen	x
sie	x
gewöhnlich	x
gruppenweise	x
und	x
,	x
um	x
sich	x
gegenseitig	x
zu	x
wärmen	x
,	x
dicht	x
aneinander	x
gedrängt	x
.	x
Die	x
Kälte	x
ist	x
aber	x
nicht	x
ihr	x
größter	x
Feind	x
.	x
Gemäß	x
der	x
russischen	x
Sorglosigkeit	x
speichert	x
man	x
selten	x
einen	x
genügenden	x
Heuvorrath	x
für	x
den	x
Winter	x
auf	x
.	x
Zu	x
Anfang	x
desselben	x
finden	x
die	x
Pferde	x
noch	x
etwas	x
vom	x
Herbste	x
her	x
übriggebliebenes	x
Gras	x
unter	x
dem	x
Schnee	x
,	x
und	x
der	x
Tabuhntschik	x
streuet	x
dann	x
auch	x
noch	x
etwas	x
Heu	x
in	x
ihrem	x
Lager	x
umher	x
,	x
womit	x
sie	x
sich	x
in	x
der	x
langen	x
Nacht	x
die	x
Zeit	x
vertreiben	x
können	x
.	x
Aber	x
das	x
Heu	x
nimmt	x
bald	x
ab	x
,	x
und	x
an	x
seine	x
Stelle	x
tritt	x
nun	x
Stroh	x
und	x
trockenes	x
Rohr	x
,	x
das	x
ursprünglich	x
zur	x
Feuerung	x
bestimmt	x
ist	x
,	x
da	x
es	x
weder	x
Kohlenminen	x
noch	x
Bäume	x
in	x
der	x
Steppe	x
gibt	x
.	x
Auch	x
dieses	x
magere	x
Futter	x
bleibt	x
endlich	x
aus	x
,	x
da	x
es	x
dem	x
Koch	x
und	x
Ofenheizer	x
abgekämpft	x
werden	x
muß	x
.	x
Die	x
Pferde	x
haben	x
nun	x
nichts	x
als	x
die	x
Strohbedachung	x
und	x
raufen	x
einander	x
die	x
Mähnen	x
und	x
Schweife	x
aus	x
,	x
um	x
ihren	x
Hunger	x
zu	x
stillen	x
.	x
Es	x
stellen	x
sich	x
daher	x
im	x
Winter	x
regelmäßig	x
Krankheiten	x
unter	x
den	x
Pferden	x
ein	x
,	x
welche	x
in	x
harten	x
Wintern	x
oft	x
über	x
die	x
Hälfte	x
eines	x
Tabuhns	x
hinraffen	x
.	x
Solcher	x
Noth	x
und	x
solchen	x
Verlusten	x
könnte	x
durch	x
etwas	x
mehr	x
Sorgsamkeit	x
leicht	x
vorgebeugt	x
werden	x
,	x
da	x
die	x
Gegend	x
so	x
viel	x
Gras	x
liefert	x
,	x
daß	x
man	x
sich	x
in	x
einem	x
einzigen	x
Sommer	x
mit	x
Vorrath	x
für	x
mehr	x
als	x
hundert	x
Winter	x
versehen	x
könnte	x
;	x
aber	x
man	x
scheut	x
die	x
Arbeit	x
oder	x
getraut	x
sich	x
den	x
althergebrachten	x
Schlendrian	x
nicht	x
zu	x
verlassen	x
,	x
der	x
die	x
heilsamsten	x
Neuerungen	x
verdammt	x
und	x
die	x
schreiendsten	x
Misbräuche	x
heiligt	x
.	x
Auch	x
in	x
dem	x
mildesten	x
Winter	x
schrumpft	x
der	x
herrlichste	x
Tabuhn	x
zu	x
einem	x
Trupp	x
von	x
Thieren	x
zusammen	x
,	x
die	x
man	x
nicht	x
ohne	x
Schmerz	x
ansehen	x
kann	x
,	x
so	x
krank	x
und	x
dürr	x
sehen	x
sie	x
aus	x
.	x
Mit	x
hängenden	x
Köpfen	x
und	x
skelettartigen	x
Gliedern	x
schleichen	x
sie	x
einher	x
,	x
wie	x
häßliche	x
Gespenster	x
,	x
wenn	x
sie	x
zum	x
ersten	x
Male	x
wieder	x
auf	x
eine	x
grüne	x
Weide	x
kommen	x
;	x
aber	x
der	x
Überfluß	x
des	x
Grases	x
,	x
der	x
mit	x
dem	x
Schmelzen	x
des	x
Schnees	x
aus	x
dem	x
Boden	x
hervorkeimt	x
,	x
gibt	x
ihnen	x
bald	x
neue	x
Kraft	x
und	x
neues	x
Leben	x
,	x
und	x
schon	x
am	x
Ende	x
des	x
ersten	x
Monats	x
sind	x
sie	x
wieder	x
so	x
ausgelassen	x
und	x
wild	x
,	x
als	x
wenn	x
sie	x
nie	x
die	x
Unbequemlichkeit	x
eines	x
sechsmonatlichen	x
Fastens	x
gespürt	x
hätten	x
.	x
Von	x
den	x
Ufern	x
der	x
Donau	x
bis	x
tief	x
ins	x
Herz	x
der	x
Mongolei	x
hinein	x
gibt	x
es	x
von	x
nun	x
an	x
ein	x
fortwährendes	x
Wiehern	x
,	x
Springen	x
,	x
Galoppiren	x
und	x
Kämpfen	x
.	x
Jn	x
einem	x
Tabuhn	x
von	x
tausend	x
Pferden	x
gibt	x
es	x
in	x
der	x
Regel	x
15	x
--	x
20	x
Hengste	x
und	x
4	x
--	x
500	x
Zuchtstuten	x
.	x
Die	x
Hengste	x
,	x
besonders	x
die	x
ältern	x
,	x
betrachten	x
sich	x
als	x
die	x
rechtmäßigen	x
Herrscher	x
in	x
der	x
Heerde	x
.	x
Sie	x
üben	x
ihre	x
Autorität	x
mit	x
sehr	x
wenig	x
Milde	x
,	x
und	x
oft	x
setzt	x
es	x
verzweifelte	x
Kämpfe	x
unter	x
ihnen	x
,	x
die	x
keinen	x
andern	x
Zweck	x
haben	x
,	x
als	x
dem	x
Sieger	x
die	x
Herrschaft	x
zu	x
verschaffen	x
.	x
Jn	x
jedem	x
Tabuhn	x
gibt	x
es	x
einen	x
Hengst	x
,	x
der	x
sich	x
durch	x
die	x
Macht	x
seines	x
Hufes	x
eine	x
Oberherrschaft	x
errungen	x
hat	x
,	x
der	x
sich	x
alle	x
seine	x
Kameraden	x
stillschweigend	x
unterwerfen	x
.	x
Mitunter	x
gibt	x
es	x
eine	x
allgemeine	x
Coalition	x
gegen	x
einen	x
einzelnen	x
Hengst	x
,	x
der	x
,	x
wenn	x
es	x
zum	x
Gefecht	x
kommt	x
,	x
seine	x
Sicherheit	x
nur	x
in	x
der	x
Flucht	x
finden	x
kann	x
.	x
Es	x
gibt	x
keinen	x
Tabuhn	x
,	x
in	x
welchem	x
nicht	x
2	x
--	x
3	x
solcher	x
Unglücklichen	x
vorkämen	x
.	x
Man	x
sieht	x
sie	x
gewöhnlich	x
,	x
von	x
der	x
Heerde	x
abgesondert	x
,	x
mit	x
einem	x
kleinen	x
Trupp	x
von	x
Stuten	x
zusammengrasen	x
.	x
Die	x
furchtbarsten	x
Schlachten	x
werden	x
gekämpft	x
,	x
wenn	x
zwei	x
Tabuhns	x
zusammenkommen	x
,	x
was	x
nur	x
in	x
Folge	x
einer	x
Nachlässigkeit	x
von	x
Seite	x
der	x
Tabuhntschiks	x
eintreten	x
kann	x
.	x
Bisweilen	x
lassen	x
sie	x
aber	x
,	x
besonders	x
wenn	x
das	x
Weiderecht	x
auf	x
einer	x
Landstrecke	x
von	x
beiden	x
in	x
Anspruch	x
genommen	x
wird	x
,	x
ihre	x
Tabuhns	x
absichtlich	x
aneinander	x
gerathen	x
.	x
Bei	x
solchen	x
Gelegenheiten	x
halten	x
sich	x
die	x
Stuten	x
und	x
Füllen	x
fern	x
,	x
aber	x
die	x
Hengste	x
stürzen	x
sich	x
wüthend	x
in	x
den	x
Kampf	x
.	x
Sie	x
schlagen	x
die	x
Seiten	x
mit	x
ihren	x
Schweifen	x
und	x
sträuben	x
die	x
Mähnen	x
gleich	x
zornigen	x
Löwen	x
;	x
ihre	x
Hufe	x
treffen	x
mit	x
solcher	x
Gewalt	x
auf	x
einander	x
,	x
daß	x
man	x
den	x
Schall	x
davon	x
in	x
der	x
Ferne	x
hören	x
kann	x
;	x
sie	x
hauen	x
gleich	x
Tigern	x
mit	x
den	x
