tok	cat
Eifersucht	x
dieses	x
Asiaten	x
kennt	x
keine	x
Grenzen	x
;	x
und	x
es	x
liegt	x
vielleicht	x
mehr	x
Zündstoff	x
im	x
Schlosse	x
aufgehäuft	x
,	x
als	x
wir	x
alle	x
ahnen	x
.	x
–	x
Graf	x
de	x
Faast	x
spielt	x
schon	x
zu	x
lange	x
mit	x
dem	x
Feuer	x
,	x
und	x
wenn	x
Daraschekoh	x
wüßte	x
–	x
–	x
–	x
«	x
Eine	x
rauhe	x
,	x
zottige	x
Figur	x
,	x
ein	x
geschlungenes	x
Knäuel	x
aus	x
Seil	x
darstellend	x
,	x
bahnte	x
sich	x
–	x
in	x
wilder	x
Flucht	x
vor	x
einem	x
hellenischen	x
Krieger	x
in	x
schimmerndem	x
Waffenschmuck	x
–	x
eine	x
Gasse	x
durch	x
die	x
Gruppe	x
der	x
Masken	x
,	x
die	x
den	x
beiden	x
verständnislos	x
nachsahen	x
,	x
wie	x
sie	x
auf	x
flinken	x
Gummisohlen	x
über	x
den	x
spiegelglatten	x
Steinboden	x
huschten	x
.	x
»	x
Hättest	x
du	x
keine	x
Angst	x
,	x
durchgehauen	x
zu	x
werden	x
,	x
Mynher	x
Kannitverstahn	x
,	x
wenn	x
du	x
der	x
gordische	x
Knoten	x
wärest	x
und	x
wüßtest	x
,	x
daß	indirect
Alexander	indirect
der	indirect
Große	indirect
hinter	indirect
dir	indirect
her	indirect
ist	indirect
?	indirect
«	x
spottete	x
die	x
umgekehrte	x
Fledermaus	x
und	x
tippte	x
mit	x
dem	x
Fächer	x
auf	x
des	x
Holländers	x
ernsthafte	x
Nase	x
.	x
»	x
Ei	x
,	x
ei	x
,	x
ei	x
,	x
schöne	x
Marquise	x
Fledermaus	x
,	x
der	x
scharfe	x
Geist	x
verrät	x
sich	x
stets	x
,	x
«	x
scherzte	x
ein	x
baumlanger	x
»	x
Junker	x
Hans	x
«	x
mit	x
Schweif	x
und	x
Pferdefuß	x
.	x
»	x
Wie	x
schade	x
,	x
ach	x
wie	x
schade	x
,	x
daß	x
man	x
dich	x
–	x
Füßchen	x
oben	x
–	x
nur	x
als	x
Fledermaus	x
so	x
auf	x
dem	x
Kopfe	x
stehen	x
sehen	x
darf.	x
«	x
Jemand	x
stieß	x
ein	x
brüllendes	x
Gelächter	x
aus	x
.	x
Alle	x
drehten	x
sich	x
um	x
und	x
sahen	x
einen	x
dicken	x
Alten	x
mit	x
breiten	x
Hosen	x
und	x
einem	x
Ochsenkopf	x
.	x
»	x
Ah	x
,	x
der	x
pensionierte	x
Herr	x
Handelsgerichtsvizepräsident	x
hat	x
gelacht	x
,	x
«	x
sagte	x
trocken	x
der	x
Junker	x
Hans	x
.	x
*	x
*	x
*	x
Da	x
ertönt	x
dumpfes	x
Läuten	x
,	x
und	x
ein	x
Henker	x
im	x
roten	x
Talar	x
der	x
westfälischen	x
Feme	x
,	x
eine	x
erzene	x
Glocke	x
schwingend	x
,	x
stellt	x
sich	x
inmitten	x
des	x
ungeheuern	x
Saales	x
auf	x
–	x
über	x
sein	x
blitzendes	x
Beil	x
gelehnt	x
.	x
Aus	x
den	x
Nischen	x
und	x
Loggien	x
strömen	x
die	x
Masken	x
herbei	x
:	x
Harlekins	x
,	x
»	x
Ladies	x
with	x
the	x
rose	x
«	x
,	x
Menschenfresser	x
,	x
Ibisse	x
und	x
gestiefelte	x
Kater	x
,	x
Piquefünfe	x
,	x
Chinesinnen	x
,	x
deutsche	x
Dichter	x
mit	x
der	x
Aufschrift	x
:	x
»	x
Nur	x
ein	x
Viertelstündchen	x
«	x
,	x
Don	x
Quixotes	x
und	x
Wallensteinische	x
Reiter	x
,	x
Kolumbinen	x
,	x
Bajaderen	x
und	x
Dominos	x
in	x
allen	x
Farben	x
.	x
Der	x
rote	x
Henker	x
verteilt	x
Täfelchen	x
aus	x
Elfenbein	x
mit	x
Goldschrift	x
unter	x
die	x
Menge	x
.	x
»	x
Ah	x
,	x
Programme	x
für	x
die	x
Vorstellung	x
!	x
!	x
«	x
»	x
Der	x
Mann	x
in	x
der	x
Flasche	x
«	x
Marionetten-Komödie	x
im	x
Geiste	x
Aubrey	x
Beardsleys	x
von	x
Prinz	x
Mohammed	x
Darasche-Koh	x
Der	x
Mann	x
in	x
der	x
FlascheMiguel	x
Graf	x
de	x
Faast	x
Der	x
Mann	x
auf	x
der	x
FlaschePrinz	x
Mohammed	x
Daraschekoh	x
Die	x
Dame	x
in	x
der	x
Sänfte***	x
Ort	x
der	x
Handlung	x
:	x
Ein	x
offener	x
Tiger-Rachen	x
»	x
Was	x
?	x
!	x
Vom	x
Prinzen	x
selbst	x
das	x
Puppenspiel	x
?	x
«	x
»	x
Vermutlich	x
eine	x
Szene	x
aus	x
1001	x
Nacht	x
?	x
«	x
»	x
Wer	x
wird	x
denn	x
die	x
Dame	x
in	x
der	x
Sänfte	x
geben	x
?	x
«	x
hört	x
man	x
neugierige	x
Stimmen	x
durcheinanderfragen	x
.	x
»	x
Unerhörte	x
Überraschungen	x
stehen	x
uns	x
heute	x
noch	x
bevor	x
,	x
o	x
ja	x
,	x
«	x
zwitschert	x
ein	x
niedlicher	x
Incroyable	x
in	x
Hermelin	x
und	x
hängt	x
sich	x
in	x
einen	x
Abbé	x
ein	x
,	x
–	x
»	x
weißt	x
du	x
,	x
der	x
Pierrot	x
vorhin	x
,	x
mit	x
dem	x
ich	x
die	x
Tarantella	x
tanzte	x
,	x
das	x
war	x
der	x
Graf	x
de	x
Faast	x
,	x
der	x
den	x
Mann	x
in	x
der	x
Flasche	x
spielen	x
wird	x
,	x
und	x
er	x
hat	x
mir	x
viel	x
anvertraut	x
:	x
–	x
Die	x
Marionetten	x
werden	x
schrecklich	x
unheimlich	x
sein	x
,	x
aber	x
nur	x
für	x
die	x
,	x
die	x
es	x
verstehen	x
,	x
weißt	x
du	x
–	x
und	x
einen	x
–	x
–	x
–	x
–	x
Elefanten	x
hat	x
der	x
Prinz	x
eigens	x
aus	x
Hamburg	x
telegraphisch	x
bestellt	x
–	x
–	x
–	x
aber	x
du	x
hörst	x
mir	x
ja	x
gar	x
nicht	x
zu	x
!	x
«	x
–	x
Und	x
ärgerlich	x
läßt	x
die	x
Kleine	x
den	x
Arm	x
ihres	x
Begleiters	x
los	x
und	x
läuft	x
davon	x
.	x
Durch	x
die	x
weiten	x
Flügeltüren	x
fluten	x
immer	x
neue	x
Scharen	x
von	x
Masken	x
aus	x
den	x
Nebengemächern	x
in	x
die	x
Festeshalle	x
,	x
sammeln	x
sich	x
planlos	x
in	x
der	x
Mitte	x
,	x
laufen	x
durcheinander	x
wie	x
das	x
ewig	x
wechselnde	x
Farbenspiel	x
eines	x
Kaleidoskopes	x
oder	x
drücken	x
sich	x
an	x
den	x
Wänden	x
zusammen	x
,	x
die	x
wundervollen	x
Fresken	x
Ghirlandajos	x
zu	x
bestaunen	x
,	x
die	x
bis	x
zur	x
blauen	x
,	x
sternenbesäten	x
Decke	x
emporsteigend	x
gleich	x
Märchengeländen	x
den	x
Saal	x
umrahmen	x
.	x
Wie	x
eine	x
buntschillernde	x
Insel	x
des	x
Lebens	x
liegt	x
die	x
Halle	x
,	x
umspült	x
von	x
den	x
Gefilden	x
farbengebundener	x
Phantasien	x
,	x
die	x
,	x
einst	x
in	x
froh	x
pochenden	x
Künstlerherzen	x
erwacht	x
,	x
eine	x
jetzt	x
kaum	x
mehr	x
verständlich	x
einfache	x
und	x
langsame	x
Sprache	x
den	x
hastenden	x
Seelen	x
des	x
Heute	x
zuraunen	x
.	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
Dienerreichen	x
Erfrischungen	x
auf	x
Silbertassen	x
in	x
das	x
fröhliche	x
Gewoge	x
,	x
–	x
Sorbet	x
und	x
Wein	x
.	x
–	x
–	x
Sessel	x
werden	x
gebracht	x
und	x
in	x
die	x
Fensternischen	x
gestellt	x
.	x
Mit	x
scharrendem	x
Geräusch	x
schieben	x
sich	x
die	x
Wände	x
der	x
einen	x
Schmalseite	x
zurück	x
,	x
und	x
langsam	x
rollt	x
eine	x
Bühne	x
aus	x
dem	x
Dunkel	x
vor	x
,	x
mit	x
rotbraun	x
und	x
gelb	x
geflammter	x
Umrahmung	x
und	x
weißen	x
Zänhen	x
oben	x
und	x
unten	x
:	x
ein	x
stilisierter	x
,	x
gähnender	x
Tigerrachen	x
.	x
In	x
der	x
Mitte	x
der	x
Szene	x
steht	x
eine	x
riesige	x
kugelförmige	x
Flasche	x
.	x
Aus	x
fußdickem	x
Glas	x
.	x
Fast	x
zwei	x
Mann	x
hoch	x
und	x
sehr	x
geräumig	x
.	x
Rosa	x
Seidenvorhänge	x
im	x
Hintergrunde	x
des	x
Theaters	x
.	x
–	x
Die	x
kolossalen	x
Ebenholztüren	x
des	x
Saales	x
fliegen	x
auf	x
,	x
und	x
mit	x
majestätischer	x
Ruhe	x
tritt	x
ein	x
Elefant	x
–	x
gold-	x
und	x
juwelengeschmückt	x
–	x
herein	x
.	x
Auf	x
seinem	x
Nacken	x
der	x
rote	x
Henker	x
lenkt	x
ihn	x
mit	x
dem	x
Stiel	x
seines	x
Beiles	x
.	x
Von	x
den	x
Spitzen	x
der	x
Stoßzähne	x
schwingen	x
Ketten	x
von	x
Amethysten	x
,	x
nicken	x
Wedel	x
aus	x
Pfauenfedern	x
.	x
Goldgewirkte	x
Decken	x
hängen	x
dem	x
Tiger	x
in	x
rosinfarbenen	x
Quasten	x
über	x
die	x
Flanken	x
bis	x
auf	x
den	x
Boden	x
herab	x
.	x
Die	x
ungeheure	x
Stirne	x
hinter	x
einem	x
Netz	x
mit	x
funkelnden	x
Edelsteinen	x
,	x
schreitet	x
der	x
Elefant	x
gelassen	x
durch	x
den	x
Festraum	x
.	x
In	x
Zügen	x
umdrängen	x
ihn	x
die	x
Masken	x
und	x
jauchzen	x
der	x
bunten	x
Schar	x
vornehmer	x
Darsteller	x
zu	x
,	x
die	x
in	x
einem	x
Palankin	x
auf	x
seinem	x
Rücken	x
sitzen	x
:	x
Prinz	x
Daraschekoh	x
mit	x
Turban	x
und	x
Reiheragraffe	x
.	x
–	x
Graf	x
de	x
Faast	x
als	x
Pierrot	x
daneben	x
.	x
–	x
Marionetten	x
und	x
Musikanten	x
lehnen	x
starr	x
und	x
steif	x
wie	x
Holzpuppen	x
.	x
Der	x
Elefant	x
ist	x
bei	x
der	x
Bühne	x
angelangt	x
und	x
hebt	x
mit	x
dem	x
Rüssel	x
Mann	x
um	x
Mann	x
aus	x
dem	x
Palankin	x
;	x
–	x
Händeklatschen	x
und	x
lauter	x
Jubel	x
,	x
als	x
er	x
den	x
Pierrot	x
nimmt	x
und	x
in	x
den	x
Hals	x
der	x
Flasche	x
hinabgleiten	x
läßt	x
,	x
dann	x
den	x
Metalldeckel	x
schließt	x
und	x
den	x
Prinzen	x
obendrauf	x
setzt	x
.	x
Die	x
Musikanten	x
haben	x
sich	x
im	x
Halbkreis	x
niedergelassen	x
und	x
ziehen	x
seltsame	x
,	x
dünne	x
,	x
gespenstisch	x
aussehende	x
Instrumente	x
hervor	x
.	x
Ernsthaft	x
sieht	x
der	x
Elefant	x
ihnen	x
zu	x
,	x
dann	x
kehrt	x
er	x
langsam	x
um	x
und	x
schreitet	x
zum	x
Eingang	x
zurück	x
.	x
Toll	x
und	x
ausgelassen	x
wie	x
Kinder	x
hängen	x
sich	x
ihm	x
scharenweise	x
die	x
Masken	x
an	x
Rüssel	x
,	x
Ohren	x
und	x
Stoßzähne	x
und	x
wollen	x
ihn	x
jauchzend	x
zurückhalten	x
;	x
–	x
–	x
er	x
spürt	x
ihr	x
Zerren	x
kaum	x
.	x
Die	x
Vorstellung	x
beginnt	x
.	x
Irgendwoher	x
,	x
wie	x
aus	x
dem	x
Boden	x
herauf	x
,	x
tönt	x
leise	x
Musik	x
.	x
–	x
Puppenorchester	x
und	x
Marionetten	x
bleiben	x
leblos	x
wie	x
aus	x
Wachs	x
.	x
Der	x
Flötenbläser	x
stiert	x
mit	x
gläsernem	x
,	x
blödsinnigem	x
Ausdruck	x
zur	x
Decke	x
;	x
–	x
die	x
Züge	x
der	x
Rokokodirigentin	x
in	x
Perücke	x
und	x
Federhut	x
,	x
den	x
Taktstock	x
wie	x
lauschend	x
erhoben	x
und	x
den	x
spitzen	x
Finger	x
geheimnisvoll	x
an	x
die	x
Lippen	x
gelegt	x
,	x
sind	x
in	x
grauenhaft	x
lüsternem	x
Lächeln	x
verzerrt	x
.	x
Im	x
Vordergrund	x
der	x
Bühne	x
die	x
Marionetten	x
–	x
ein	x
buckliger	x
Zwerg	x
mit	x
kalkweißem	x
Gesicht	x
,	x
ein	x
grauer	x
grinsender	x
Teufel	x
und	x
eine	x
fahle	x
geschminkte	x
Sängerin	x
mit	x
roten	x
lechzenden	x
Lippen	x
–	x
scheinen	x
in	x
satanischer	x
Bosheit	x
um	x
ein	x
schreckliches	x
Geheimnis	x
zu	x
wissen	x
,	x
das	x
sie	x
in	x
brünstigem	x
Krampfe	x
erstarren	x
ließ	x
.	x
–	x
–	x
–	x
Das	x
haarsträubende	x
Entsetzen	x
des	x
Scheintodes	x
brütet	x
über	x
der	x
regungslosen	x
Gruppe	x
.	x
–	x
–	x
Nur	x
der	x
Pierrot	x
in	x
der	x
Flasche	x
ist	x
in	x
ruheloser	x
Bewegung	x
,	x
–	x
schwenkt	x
seinen	x
spitzen	x
Filzhut	x
,	x
verbeugt	x
sich	x
,	x
und	x
mitunter	x
grüßt	x
er	x
hinauf	x
zu	x
dem	x
persischen	x
Prinzen	x
,	x
der	x
mit	x
gekreuzten	x
Beinen	x
unbeweglich	x
auf	x
dem	x
Deckel	x
der	x
Flasche	x
sitzt	x
,	x
–	x
dann	x
wieder	x
schneidert	x
er	x
tolle	x
Grimassen	x
.	x
Seine	x
Luftsprünge	x
bringen	x
die	x
Zuschauer	x
zum	x
Lachen	x
,	x
–	x
–	x
–	x
–	x
wie	x
grotesk	x
er	x
aussieht	x
!	x
Die	x
dicken	x
Glaswände	x
verzerren	x
seinen	x
Anblick	x
so	x
seltsam	x
;	x
–	x
manchmal	x
hat	x
er	x
Glotzaugen	x
,	x
die	x
hervorquellen	x
und	x
so	x
wunderlich	x
funkeln	x
,	x
dann	x
wieder	x
gar	x
keine	x
Augen	x
,	x
nur	x
Stirne	x
und	x
Kinn	x
,	x
–	x
oder	x
ein	x
dreifaches	x
Gesicht	x
;	x
–	x
zuweilen	x
ist	x
er	x
dick	x
und	x
gedunsen	x
,	x
dann	x
wieder	x
skelettartig	x
dürr	x
und	x
langbeinig	x
wie	x
eine	x
Spinne	x
.	x
–	x
Oder	x
sein	x
Bauch	x
schwillt	x
zur	x
Kugel	x
an	x
.	x
Jeder	x
sieht	x
ihn	x
anders	x
,	x
nachdem	x
der	x
Blick	x
auf	x
die	x
Flasche	x
fällt	x
.	x
In	x
gewissen	x
kurzen	x
Zeiträumen	x
ohne	x
jeden	x
erkennbaren	x
,	x
logischen	x
Zusammenhang	x
kommt	x
ruckweise	x
ein	x
spukhaftes	x
,	x
sekundenlanges	x
Leben	x
in	x
die	x
Gestalten	x
,	x
das	x
gleich	x
darauf	x
wieder	x
in	x
die	x
alte	x
,	x
grauenvolle	x
Leichenstarre	x
versinkt	x
,	x
daß	x
es	x
scheint	x
,	x
als	x
hüpfe	x
das	x
Bild	x
über	x
tote	x
Zwischenräume	x
hinweg	x
von	x
einem	x
Eindruck	x
zum	x
andern	x
,	x
–	x
wie	x
der	x
Zeiger	x
einer	x
Turmuhr	x
traumhaft	x
von	x
Minute	x
zu	x
Minute	x
zuckt	x
.	x
Einmal	x
hatten	x
die	x
Figuren	x
aus	x
schnellenden	x
Kniekehlen	x
heraus	x
drei	x
gespenstische	x
Tanzschritte	x
seitwärts	x
der	x
Flasche	x
zugemacht	x
;	x
–	x
und	x
im	x
Hintergrund	x
verrenkte	x
sich	x
ein	x
verwachsenes	x
Kind	x
wie	x
in	x
lasterhafter	x
Qual	x
.	x
–	x
Von	x
den	x
Musikanten	x
einer	x
–	x
ein	x
Baschkir	x
mit	x
irrem	x
,	x
wimpernlosem	x
Blick	x
und	x
birnenförmigem	x
Schädel	x
–	x
nickte	x
dazu	x
und	x
spreizte	x
mit	x
einem	x
Ausdruck	x
schreckhafter	x
Verworfenheit	x
seine	x
dürren	x
,	x
gräßlichen	x
Finger	x
,	x
die	x
trommelschlägerartig	x
in	x
kugelförmige	x
Enden	x
ausliefen	x
,	x
wie	x
wächserne	x
Symbole	x
einer	x
geheimnisvollen	x
Entartung	x
.	x
Dann	x
wieder	x
war	x
an	x
die	x
Sängerin	x
ein	x
phantastisches	x
weibliches	x
Zwitterwesen	x
herangesprungen	x
–	x
mit	x
langen	x
,	x
schlotternden	x
Spitzenhöschen	x
–	x
und	x
in	x
tänzelnder	x
Stellung	x
erstarrt	x
.	x
Wie	x
erfrischendes	x
Aufatmen	x
wirkte	x
es	x
förmlich	x
,	x
als	x
mitten	x
in	x
eine	x
solche	x
Pause	x
der	x
Regungslosigkeit	x
durch	x
die	x
rosaseidenen	x
Vorhänge	x
aus	x
dem	x
Hintergrunde	x
eine	x
verschlossene	x
Sänfte	x
aus	x
Sandelholz	x
von	x
zwei	x
Mohren	x
auf	x
die	x
Szene	x
getragen	x
und	x
in	x
die	x
Nähe	x
der	x
Flasche	x
niedergestellt	x
wurde	x
,	x
auf	x
die	x
jetzt	x
von	x
oben	x
plötzlich	x
ein	x
fahles	x
,	x
mondscheinartiges	x
Licht	x
fiel	x
.	x
Die	x
Zuschauer	x
waren	x
sozusagen	x
in	x
zwei	x
Lager	x
geteilt	x
,	x
die	x
einen	x
–	x
unfähig	x
sich	x
zu	x
rühren	x
und	x
sprachlos	x
–	x
ganz	x
im	x
Banne	x
dieser	x
traumhaft	x
vampyrartigen	x
,	x
rätselhaften	x
Marionettentänze	x
,	x
von	x
denen	x
ein	x
dämonisches	x
Fluidum	x
vergifteter	x
,	x
unerklärlicher	x
Wollust	x
ausströmte	x
,	x
–	x
während	x
die	x
andere	x
Gruppe	x
,	x
zu	x
plump	x
für	x
derlei	x
seelische	x
Schrecken	x
,	x
nicht	x
aus	x
dem	x
Lachen	x
über	x
das	x
spaßige	x
Gebaren	x
des	x
Mannes	x
in	x
der	x
Flasche	x
herauskam	x
.	x
Dieser	x
hatte	x
zwar	x
die	x
lustigen	x
Tänze	x
aufgegeben	x
,	x
aber	x
sein	x
jetziges	x
Benehmen	x
kam	x
ihnen	x
nicht	x
minder	x
komisch	x
vor	x
.	x
Durch	x
alle	x
möglichen	x
Mittel	x
trachtete	x
er	x
offenbar	x
,	x
irgend	x
etwas	x
ihm	x
äußerst	x
dringend	x
Scheinendes	x
dem	x
auf	x
dem	x
Flaschendeckel	x
sitzenden	x
Prinzen	x
verständlich	x
zu	x
machen	x
.	x
Ja	x
,	x
er	x
schlug	x
und	x
sprang	x
zuletzt	x
gegen	x
die	x
Wandungen	x
,	x
als	x
wolle	x
er	x
sie	x
zerbrechen	x
oder	x
gar	x
die	x
Flasche	x
umwerfen	x
.	x
Dabei	x
hatte	x
es	x
den	x
Anschien	x
,	x
als	x
schreie	x
er	x
laut	x
,	x
obwohl	x
natürlich	x
nicht	x
das	x
leiseste	x
Geräusch	x
durch	x
das	x
fußdicke	x
Glas	x
drang	x
.	x
Die	x
pantomimischen	x
Gebärden	x
und	x
Verrenkungen	x
des	x
Pierrots	x
beantwortete	x
der	x
Perser	x
von	x
Zeit	x
zu	x
Zeit	x
mit	x
einem	x
Lächeln	x
,	x
–	x
oder	x
er	x
wies	x
mit	x
dem	x
Finger	x
auf	x
die	x
Sänfte	x
.	x
Die	x
Neugier	x
des	x
Publikums	x
erreichte	x
den	x
Höhepunkt	x
,	x
als	x
man	x
bei	x
einer	x
solchen	x
Gelegenheit	x
deutlich	x
bemerkte	x
,	x
daß	indirect
der	indirect
Pierrot	indirect
sein	indirect
Gesicht	indirect
längere	indirect
Zeit	indirect
fest	indirect
an	indirect
das	indirect
Glas	indirect
drückte	indirect
,	indirect
wie	indirect
um	indirect
etwas	indirect
drüben	indirect
am	indirect
Sänftenfenster	indirect
zu	indirect
erkennen	indirect
,	indirect
dann	indirect
aber	indirect
plötzlich	indirect
wie	indirect
ein	indirect
Wahnsinniger	indirect
die	indirect
Hände	indirect
vor	indirect
den	indirect
Kopf	indirect
schlug	indirect
,	indirect
als	indirect
hätte	indirect
er	indirect
etwas	indirect
Gräßliches	indirect
erblickt	indirect
,	indirect
auf	indirect
die	indirect
Knie	indirect
fiel	indirect
und	indirect
sich	indirect
die	indirect
Haare	indirect
raufte	indirect
.	indirect
–	x
Dann	x
sprang	x
er	x
auf	x
und	x
raste	x
mit	x
solcher	x
Schnelle	x
in	x
der	x
Flasche	x
herum	x
,	x
daß	x
man	x
bei	x
den	x
spiegelnden	x
Verzerrungen	x
manchmal	x
nur	x
noch	x
ein	x
helles	x
,	x
umherflatterndes	x
Tuch	x
zu	x
sehen	x
vermeinte	x
.	x
Groß	x
war	x
auch	x
das	x
Kopfzerbrechen	x
im	x
Publikum	x
,	x
was	indirect
es	indirect
denn	indirect
eigentlich	indirect
mit	indirect
der	indirect
»	indirect
Dame	indirect
in	indirect
der	indirect
Sänfte	indirect
«	indirect
für	indirect
eine	indirect
Bewandtnis	indirect
habe	indirect
;	x
man	x
konnte	x
wohl	x
wahrnehmen	x
,	x
daß	x
ein	x
weißes	x
Gesicht	x
an	x
die	x
Sänftenscheibe	x
gepreßt	x
war	x
und	x
unbeweglich	x
zur	x
Flasche	x
hinübersah	x
,	x
–	x
alles	x
andere	x
aber	x
verdeckte	x
der	x
Schatten	x
,	x
und	x
man	x
war	x
auf	x
bloßes	x
Raten	x
angewiesen	x
.	x
»	x
Was	x
nur	x
der	x
Sinn	x
dieses	x
unheimlichen	x
Puppenspieles	x
sein	x
mag	x
?	x
«	x
flüsterte	x
der	x
blaue	x
Domino	x
und	x
schmiegte	x
sich	x
ängstlich	x
an	x
den	x
Junker	x
Hans	x
.	x
Erregt	x
und	x
mit	x
gedämpfter	x
Stimme	x
tauschte	x
man	x
seine	x
Meinungen	x
aus	x
.	x
Einen	indirect
so	indirect
recht	indirect
eigentlichen	indirect
Sinn	indirect
habe	indirect
das	indirect
Stück	indirect
nicht	indirect
,	indirect
–	indirect
–	indirect
nur	indirect
Dinge	indirect
,	indirect
die	indirect
nichts	indirect
Gehirnliches	indirect
bedeuten	indirect
,	indirect
könnten	indirect
den	indirect
verborgenen	indirect
Zutritt	indirect
zur	indirect
Seele	indirect
finden	indirect
,	x
–	x
meinte	x
ein	x
Feuersalamander	x
,	x
und	indirect
so	indirect
,	indirect
wie	indirect
es	indirect
Menschen	indirect
gäbe	indirect
,	indirect
die	indirect
beim	indirect
Anblick	indirect
der	indirect
wässerigen	indirect
Absonderungen	indirect
blutleerer	indirect
Leichen	indirect
,	indirect
von	indirect
erotischem	indirect
Taumel	indirect
geschüttelt	indirect
,	indirect
kraftlose	indirect
Schreie	indirect
der	indirect
Verzückung	indirect
ausstießen	indirect
,	indirect
so	indirect
gäbe	indirect
es	indirect
gewiß	indirect
auch	indirect
–	x
–	x
–	x
–	x
»	x
Kurz	x
und	x
gut	x
:	x
Wollust	x
und	x
Entsetzen	x
wachsen	x
auf	x
einem	x
Holz	x
,	x
«	x
unterbrach	x
die	x
