tok	cat
fallen	x
zu	x
lassen	x
,	x
dafür	x
aber	x
einen	x
Boten	x
zweimal	x
nach	x
Uznach	x
zu	x
schicken	x
,	x
der	x
im	x
Dörfchen	x
Neuhaus	x
,	x
das	x
so	x
ziemlich	x
den	x
Mittelpunkt	x
der	x
drei	x
Gemeinden	x
bildet	x
,	x
die	x
Postsendungen	x
je	x
einem	x
Gemeindeboten	x
übergibt	x
.	x
Wäre	x
nur	x
Eschenbach	x
allein	x
zu	x
betrachten	x
,	x
so	x
wäre	x
allerdings	x
ein	x
Postbote	x
nach	x
Schmerikon	x
angezeigter	x
;	x
aber	x
wie	x
wir	x
uns	x
die	x
Sache	x
vorstellen	x
,	x
müssen	indirect
die	indirect
drei	indirect
Gemeinden	indirect
zusammen	indirect
wirken	indirect
,	indirect
wenn	indirect
etwas	indirect
Ersprießliches	indirect
erreicht	indirect
werden	indirect
soll	indirect
.	indirect
Dies	x
wird	x
noch	x
nothwendiger	x
sein	x
,	x
wenn	x
eine	x
Telegraphen-Station	x
erlangt	x
werden	x
will	x
.	x
Aber	x
gerade	x
da	x
fürchten	x
wir	x
,	x
daß	indirect
St.	indirect
Gallenkappel	indirect
und	indirect
Goldingen	indirect
an	indirect
Errichtung	indirect
eines	indirect
Telegraphen-Bureaus	indirect
im	indirect
Dorfe	indirect
Eschenbach	indirect
sich	indirect
nicht	indirect
finanziell	indirect
betheiligen	indirect
werden	indirect
,	indirect
da	indirect
ihnen	indirect
Schmerikon	indirect
und	indirect
Uznach	indirect
ebenso	indirect
nahe	indirect
,	indirect
zum	indirect
Theil	indirect
näher	indirect
liegen	indirect
.	indirect
Eschenbach	x
allein	x
aber	x
würde	x
voraussichtlich	x
nie	x
zu	x
einem	x
Telegraphen-Bureau	x
gelangen	x
,	x
da	x
die	x
Aussicht	x
auf	x
Rentabilität	x
nicht	x
sehr	x
groß	x
wäre	x
.	x
Darum	x
glauben	x
wir	x
,	x
ein	x
Telephonnetz	x
:	x
Eschenbach-St	x
.	x
Gallenkappel-Goldingen	x
So	x
haben	x
sich	x
die	x
Rheindörfer	x
Diepoldsau	x
,	x
Schmitter	x
,	x
Kriesern	x
,	x
Montlingen	x
rc	x
.	x
beholfen	x
und	x
finden	x
sich	x
,	x
wie	x
man	x
hört	x
,	x
sehr	x
gut	x
dabei	x
.	x
Doch	x
es	x
steht	x
uns	x
nicht	x
zu	x
,	x
den	x
betreffenden	x
Gemeinden	x
Rathschläge	x
zu	x
ertheilen	x
,	x
noch	x
weniger	x
,	x
ihnen	x
Vorschriften	x
machen	x
zu	x
wollen	x
.	x
Möge	x
ein	x
guter	x
Stern	x
über	x
den	x
begonnenen	x
Verhandlungen	x
walten	x
und	x
dieselben	x
zu	x
einem	x
allgemein	x
befriedigenden	x
Abschluß	x
gelangen	x
!	x
—	x
Die	x
Meldung	x
,	x
daß	indirect
der	indirect
günstige	indirect
Ausfall	indirect
unserer	indirect
Staatsrechnung	indirect
mit	indirect
Fr	indirect
.	indirect
181,032	indirect
Aktivsaldo	indirect
wesentlich	indirect
auf	indirect
Mehreinnahmen	indirect
bei	indirect
den	indirect
Wirthschaftspatenttaxen	indirect
und	indirect
der	indirect
Militärsteuer	indirect
beruhe	indirect
,	x
ist	x
unrichtig	x
,	x
wie	x
nachfolgende	x
Zahlen	x
ergeben	x
.	x
Im	x
Ganzen	x
haben	x
die	x
Einnahmen	x
den	x
budgetirten	x
Betrag	x
um	x
Fr	x
.	x
242,555	x
.	x
77	x
überschritten	x
.	x
Wir	x
notiren	x
darunter	x
folgende	x
Beträge	x
:	x
Mehrsaldo	x
Fr	x
.	x
61,809	x
;	x
Mehrertrag	x
des	x
Staatsgutes	x
und	x
der	x
Regalien	x
Fr	x
.	x
58,890	x
;	x
Mehrertrag	x
des	x
Eisenbahn-Konto	x
Fr	x
.	x
24,893	x
;	x
Mehrertrag	x
der	x
indirekten	x
Abgaben	x
(	x
worunter	x
Patente	x
)	x
Fr	x
.	x
37,447	x
;	x
der	x
direkten	x
Abgaben	x
Fr	x
.	x
32,913	x
.	x
15	x
;	x
Mehr-Einnahmen	x
im	x
Militär-Departement	x
Fr	x
.	x
40,075	x
.	x
Weniger	x
Einnahmen	x
als	x
budgetirt	x
war	x
ergaben	x
die	x
Straf-Anstalten	x
und	x
die	x
Kantonal-Bank	x
,	x
die	x
ersteren	x
Fr	x
.	x
22,103	x
,	x
die	x
letztere	x
Fr	x
.	x
5000	x
.	x
Mehr	x
ausgegeben	x
als	x
büdgetirt	x
wurden	x
135,902	x
Fr	x
.	x
und	x
zwar	x
allgemeine	x
Verwaltung	x
Fr	x
.	x
5744	x
,	x
Militärwesen	x
Fr	x
.	x
16,766	x
,	x
Forstwesen	x
Fr	x
.	x
6,993	x
,	x
Erziehungswesen	x
Fr	x
.	x
6,636	x
,	x
Finanzwesen	x
Fr	x
.	x
35,658	x
,	x
Baudepartement	x
Fr	x
.	x
61,010	x
,	x
Justiz	x
und	x
Polizei	x
rc	x
.	x
Fr	x
.	x
8,080	x
.	x
Weniger	x
ausgegeben	x
als	x
büdgetirt	x
war	x
,	x
wurden	x
im	x
Ganzen	x
Franken	x
58,579	x
(	x
Fr	x
.	x
30,000	x
Steuerrevision	x
und	x
Fr	x
.	x
19,717	x
bei	x
den	x
Strafanstalten	x
)	x
.	x
Abzüglich	x
die	x
Fr	x
.	x
58,579	x
überschreiten	x
die	x
Mehr	x
ausgaben	x
die	x
Büdgetansätze	x
um	x
netto	x
Fr	x
.	x
80,322	x
.	x
97	x
.	x
—	x
Der	x
Stickereiverband	x
der	x
Ostschweiz	x
und	x
des	x
Vorarlberg	x
hat	x
den	x
vom	x
Zentralkomite	x
vorgelegten	x
Entwurf	x
für	x
Musterschutz	x
einstimmig	x
angenommen	x
und	x
sofort	x
in	x
Kraft	x
erklärt	x
.	x
Das	x
Zentralkomite	x
wurde	x
beauftragt	x
,	x
die	indirect
Frage	indirect
der	indirect
Muster-Klassifikation	indirect
im	indirect
Laufe	indirect
des	indirect
Jahres	indirect
zu	indirect
erledigen	indirect
.	indirect
Für	x
den	x
Landsturm	x
haben	x
sich	x
im	x
Kanton	x
269	x
Offiziere	x
und	x
23,729	x
Mann	x
(	x
-11	x
Prozent	x
der	x
Bevölkerung	x
)	x
eingeschrieben	x
.	x
Die	x
gesammte	x
Mannschaft	x
von	x
Auszug	x
(	x
9,587	x
)	x
und	x
Landwehr	x
(	x
6,600	x
)	x
beträgt	x
16,628	x
Mann	x
,	x
steht	x
also	x
dem	x
Landsturm	x
an	x
Zahl	x
nach	x
.	x
—*	x
Oberland	x
.	x
»	x
Toujours	x
perdrix	x
«	x
gilt	x
in	x
Bezug	x
auf	x
das	x
Wetter	x
—	x
das	x
ewige	x
Einerlei	x
:	x
grau	x
in	x
grau	x
.	x
Hat	x
einer	x
gesungen	x
:	x
„	x
O	x
Sonnenschein	x
,	x
o	x
Sonnenschein	x
,	x
Wie	x
scheinst	x
du	x
mir	x
in	x
’	x
s	x
Herz	x
hinein	x
!	x
“	x
Das	x
ist	x
wohl	x
vormärzliche	x
Poesie	x
;	x
vom	x
87	x
er	x
Märzwetter	x
müßte	x
man	x
eher	x
sagen	x
:	x
„	x
O	x
Märzensturm	x
,	x
o	x
Märzenschnee	x
,	x
Wie	x
thust	x
du	x
mir	x
im	x
Herzen	x
weh	x
!	x
“	x
Wenn	x
der	x
im	x
März	x
auf	x
den	x
Plan	x
getretene	x
schweizerische	x
Landsturm	x
in	x
seiner	x
kriegerischen	x
Begeisterung	x
mit	x
dem	x
Ungestüme	x
der	x
Jahreszeit	x
wetteifert	x
,	x
dann	x
—	x
„	x
zittere	x
Byzanz	x
!	x
“	x
Haben	x
wir	x
auch	x
die	x
mittelalterlichen	x
Zünfte	x
und	x
Innungen	x
der	x
verschiedenen	x
Berufsarten	x
nicht	x
mehr	x
,	x
so	x
einigt	x
uns	x
jetzt	x
das	x
Band	x
der	x
—	x
Entsumpfungen	x
.	x
„	x
Einer	x
für	x
Alle	x
,	x
Alle	x
für	x
Einen	x
!	x
“	x
ist	x
der	x
Wahlspruch	x
und	x
nebstbei	x
zieht	x
jeder	x
das	x
Portemonnaie	x
bis	x
an	x
seinen	x
seligen	x
Tod	x
und	x
überläßt	x
das	x
Erbe	x
dieser	x
Zusammengehörigkeit	x
den	x
Nachkommen	x
,	x
von	x
einer	x
Generation	x
zur	x
andern	x
.	x
Zum	x
Rheinbunde	x
gehören	x
die	x
Gemeinden	x
Ragaz	x
,	x
Vilters	x
,	x
Sargans	x
und	x
Mels	x
;	x
zur	x
Saarföderation	x
die	x
nämlichen	x
Gemeinden	x
,	x
während	x
beim	x
Seezunternehmen	x
Grundbesitzer	x
der	x
politischen	x
Gemeinden	x
Wallenstadt	x
,	x
Flums	x
und	x
Mels	x
die	x
Schuldgenossenschaft	x
bilden	x
.	x
Viele	x
Grundbesitzer	x
von	x
Mels	x
sind	x
an	x
sämmtliche	x
drei	x
„	x
Korrektionen	x
“	x
beitragspflichtig	x
.	x
Im	x
Seezunternehmen	x
ist	x
der	x
beitragspflichtige	x
Grundbesitz	x
in	x
3	x
Klassen	x
gebracht	x
,	x
welche	x
jährlich	x
mit	x
4	x
,	x
2	x
und	x
1	x
Rp	x
.	x
per	x
Ruthe	x
Ratabeiträge	x
belastet	x
sind	x
;	x
diese	x
Klassifikation	x
und	x
Kostenverlegung	x
gilt	x
indeß	x
nur	x
für	x
die	x
Tilgung	x
und	x
Verzinsung	x
der	x
Bauschuld	x
.	x
Die	x
Kosten	x
des	x
Unterhalts	x
und	x
der	x
Verwaltung	x
des	x
Unternehmens	x
hingegen	x
werden	x
seit	x
zwei	x
Jahren	x
auf	x
die	x
gesammte	x
Entsumpfungsfläche	x
gleichmäßig	x
vertheilt	x
und	x
hierüber	x
gesonderte	x
Rechnung	x
geführt	x
.	x
—	x
Im	x
Schuldbuch	x
dieses	x
Korrektions-Unternehmens	x
besteht	x
leider	x
noch	x
ein	x
bedeutender	x
Bodensatz	x
:	x
laut	x
jüngst	x
abgelegter	x
Rechnung	x
pro	x
1885/86	x
beträgt	x
die	x
Bauschuldrestanz	x
auf	x
31	x
.	x
Jänner	x
1886	x
noch	x
rund	x
Fr	x
.	x
417,000	x
.	x
Es	x
restirt	x
aber	x
allerdings	x
noch	x
manch	x
Anderes	x
,	x
um	x
das	x
Werk	x
zu	x
vollenden	x
und	x
der	x
kostbilligen	x
Korrektion	x
der	x
Gewässer	x
den	x
entsprechenden	x
Werth	x
zu	x
geben	x
:	x
Drainage	x
,	x
Bodenzusammenlegung	x
und	x
Weganlagen	x
.	x
Eine	x
hiefür	x
beanspruchte	x
Bundessubvention	x
wurde	x
an	x
Bedingungen	x
geknüpft	x
,	x
welche	x
die	x
Wohlthat	x
als	x
Plage	x
hätten	x
erscheinen	x
lassen	x
.	x
An	x
der	x
Bruder-Klausenfeier	x
hat	x
das	x
Oberland	x
ehrenden	x
und	x
„	x
feurigen	x
“	x
Antheil	x
genommen	x
.	x
Freilich	x
hat	x
die	x
großartige	x
Naturwelt	x
hier	x
Anhaltspunkte	x
in	x
Fülle	x
geboten	x
,	x
um	x
die	x
nächtlichen	x
Freudenfeuer	x
und	x
Kunstfeuerwerke	x
auf	x
große	x
Entfernungen	x
sichtbar	x
zu	x
machen	x
.	x
Die	x
Jugend	x
hatte	x
sich	x
mit	x
einer	x
Begeisterung	x
an	x
die	x
Materialbeschaffung	x
gemacht	x
,	x
die	x
fast	x
des	x
Guten	x
zuviel	x
befürchten	x
ließ	x
.	x
An	x
einigen	x
Orten	x
wurde	x
aus	x
der	x
Gemeindekasse	x
ein	x
Beitrag	x
für	x
Illumination	x
ausgeworfen	x
.	x
Auch	x
die	x
Klostergemeinschaft	x
in	x
Mels	x
soll	x
sich	x
sehr	x
illuminös	x
ausgezeichnet	x
haben	x
.	x
Wie	x
ich	x
aus	x
einer	x
offiziellen	x
Zuschrift	x
ersehe	x
,	x
wird	indirect
Anfangs	indirect
Mai	indirect
das	indirect
50	indirect
jährige	indirect
Priesterjubiläum	indirect
des	indirect
Herrn	indirect
Dekan	indirect
und	indirect
Pfarrer	indirect
Zindel	indirect
in	indirect
Mels	indirect
dortselbst	indirect
durch	indirect
eine	indirect
entsprechende	indirect
einfache	indirect
Feier	indirect
begangen	indirect
werden	indirect
.	indirect
Die	x
Pfarrpfründe	x
Mels	x
weiß	x
ihre	x
Titularen	x
zu	x
fesseln	x
;	x
das	x
beweisen	x
die	x
wenigen	x
„	x
Wechselfälle	x
“	x
im	x
Vergleich	x
zu	x
so	x
vielen	x
andern	x
Pfarrpfründen	x
in	x
unserer	x
Diözese	x
.	x
Seit	x
dem	x
Sommer	x
1822	x
,	x
wo	x
Hr	x
.	x
Pfarrer	x
I.	x
Stutz	x
im	x
Pfarrhofe	x
Mels	x
einzog	x
,	x
hat	x
diese	x
Pfarrgemeinde	x
bis	x
auf	x
diese	x
Stunde	x
bloß	x
2	x
Pfarrer	x
gehabt	x
.	x
Nachdem	x
Hr	x
.	x
Pfarrer	x
Stutz	x
volle	x
28	x
Jahre	x
hier	x
gewirkt	x
und	x
seine	x
Kräfte	x
sinken	x
fühlte	x
,	x
sprach	x
er	x
im	x
Freundeskreise	x
:	x
„	x
Ad	x
vesperascit	x
—	x
ich	x
spüre	x
das	x
Herannahen	x
des	x
Alters	x
und	x
fürchte	x
,	x
den	indirect
Anforderungen	indirect
der	indirect
großen	indirect
Gemeinde	indirect
(	indirect
die	indirect
jetzige	indirect
Kirchgemeinde	indirect
Wangs	indirect
gehörte	indirect
damals	indirect
dem	indirect
Pfarrsprengel	indirect
Mels	indirect
an	indirect
)	indirect
,	indirect
nicht	indirect
mehr	indirect
genügen	indirect
zu	indirect
können	indirect
;	x
ich	x
will	x
eine	x
Station	x
weiter	x
ziehen.	x
“	x
Hr	x
.	x
Stutz	x
ließ	x
sich	x
dann	x
auf	x
die	x
vakante	x
Kaplaneipfründe	x
Ragaz	x
wählen	x
,	x
wo	x
er	x
den	x
religiös	x
und	x
politisch	x
gleichgestimmten	x
Hrn	x
.	x
Dekan	x
I	x
.	x
A.	x
Federer	x
zum	x
Pfarrer	x
hatte	x
.	x
Seither	x
—	x
also	x
seit	x
36	x
Jahren	x
—	x
steht	x
Hr	x
.	x
Pfarrer	x
I	x
.	x
A.	x
Zindel	x
von	x
Sargans	x
der	x
Kirchgemeinde	x
Mels	x
als	x
Pfarrer	x
vor	x
.	x
Der	x
jetzige	x
Pfarrherr	x
von	x
Ragaz	x
—	x
ein	x
unermüdlicher	x
,	x
energischer	x
,	x
rücksichtsloser	x
„	x
Schaffer	x
“	x
—	x
setzt	x
seine	x
kirchenpolitische	x
„	x
Bausteine	x
“	x
zum	x
Episkopat	x
des	x
hochsel	x
.	x
Bischof	x
Mirer	x
im	x
„	x
Rorsch	x
.	x
Bt.	x
“	x
fort	x
.	x
Im	x
Gegensatze	x
zu	x
Janssen	x
,	x
der	x
die	x
Objektivität	x
selbst	x
ist	x
,	x
rekonstruirt	x
Hr	x
.	x
O.	x
die	x
zu	x
beschreibende	x
Epoche	x
nach	x
subjektiver	x
Auffassung	x
,	x
wobei	x
er	x
denn	x
doch	x
Gefahr	x
laufen	x
dürfte	x
,	x
hie	x
und	x
da	x
—	x
nebenaus	x
zu	x
schießen	x
.	x
»	x
Semper	x
ad	x
eventum	x
festinat	x
«	x
heißt	x
’	x
s	x
übrigens	x
hier	x
nicht	x
;	x
denn	x
wenn	x
der	x
Verfasser	x
bei	x
seinem	x
rastlosen	x
Forscherdrange	x
kein	x
rascheres	x
Tempo	x
anschlägt	x
,	x
so	x
werden	x
wohl	x
die	x
sieben	x
letzten	x
Bände	x
erst	x
nach	x
seiner	x
Himmelfahrt	x
erscheinen	x
können	x
.	x
—	x
#	x
Gaster	x
.	x
Schon	x
lange	x
hat	x
uns	x
ein	x
Uebelstand	x
im	x
herwärtigen	x
Verkehrs-	x
und	x
Korrespondenzwesen	x
mißfallen	x
und	x
eigentlich	x
gekränkt	x
,	x
nämlich	x
der	x
,	x
daß	x
im	x
Morgenzuge	x
der	x
Eisenbahn	x
von	x
Weesen	x
abwärts	x
keine	x
solchen	x
Briefe	x
—	x
auch	x
nicht	x
einmal	x
einfache	x
Briefe	x
—	x
spedirt	x
werden	x
,	x
welche	x
nicht	x
weiter	x
als	x
bis	x
etwa	x
Rapperswyl	x
addressirt	x
sind	x
und	x
daß	x
nur	x
Briefsachen	x
,	x
welche	x
nach	x
Zürich	x
oder	x
zu	x
noch	x
fernerer	x
Distanz	x
reisen	x
sollen	x
,	x
Beförderung	x
erfahren	x
.	x
Was	x
z	x
.	x
B.	x
in	x
Kaltbrunn	x
,	x
Benken	x
oder	x
Schännis	x
Abends	x
zwischen	x
7¼	x
und	x
8	x
Uhr	x
dem	x
postamtlichen	x
Briefkasten	x
oder	x
Einwurf	x
anvertraut	x
wird	x
und	x
gemäß	x
Adresse	x
nach	x
Uznach	x
oder	x
Schmerikon	x
oder	x
Rapperswyl	x
gehört	x
,	x
findet	x
keine	x
Spedition	x
mit	x
dem	x
Morgenzuge	x
,	x
sondern	x
erst	x
mit	x
der	x
Halbelfuhrfahrt	x
der	x
Bahn	x
des	x
folgenden	x
Tages	x
,	x
oder	x
,	x
wie	x
Postangestellte	x
behaupten	x
,	x
dasselbe	indirect
wird	indirect
nach	indirect
Rapperswyl	indirect
oder	indirect
Zürich	indirect
genommen	indirect
und	indirect
kommt	indirect
dann	indirect
um	indirect
10½	indirect
Uhr	indirect
in	indirect
Rapperswyl	indirect
oder	indirect
circa	indirect
um	indirect
10¾	indirect
in	indirect
Schmerikon	indirect
oder	indirect
Uznach	indirect
auf	indirect
dem	indirect
Eisenbahnplatze	indirect
an	indirect
.	indirect
So	x
treffen	x
auch	x
die	x
Briefe	x
von	x
Schännis	x
,	x
welche	x
Abends	x
nach	x
7½	x
Uhr	x
aufgegeben	x
werden	x
,	x
nicht	x
am	x
Morgen	x
,	x
sondern	x
erst	x
Mittags	x
11	x
Uhr	x
in	x
Benken	x
oder	x
Kaltbrunn	x
ein	x
.	x
Freilich	x
vernehmen	x
wir	x
,	x
daß	indirect
hie	indirect
und	indirect
da	indirect
,	indirect
wenn	indirect
man	indirect
Morgens	indirect
früh	indirect
extra	indirect
zur	indirect
Bahnstation	indirect
abseits	indirect
vom	indirect
Dorfe	indirect
sich	indirect
begibt	indirect
,	indirect
auf	indirect
den	indirect
Bahnzug	indirect
wartet	indirect
und	indirect
schnell	indirect
sich	indirect
an	indirect
einen	indirect
Bahnpostangestellten	indirect
im	indirect
Wagen	indirect
wendet	indirect
,	indirect
dieser	indirect
vielleicht	indirect
die	indirect
besondere	indirect
Gefälligkeit	indirect
übernimmt	indirect
,	indirect
einen	indirect
Brief	indirect
zu	indirect
empfangen	indirect
und	indirect
etwa	indirect
in	indirect
Rapperswyl	indirect
zu	indirect
verabfolgen	indirect
.	indirect
Allein	x
in	x
der	x
Regel	x
sind	x
Korrespondenzen	x
—	x
einfache	x
sowohl	x
wie	x
chargirte	x
—	x
von	x
Kaltbrunn	x
,	x
Benken	x
und	x
andern	x
Orten	x
der	x
Umgegend	x
in	x
kürzerer	x
Zeit	x
in	x
Zürich	x
oder	x
Chur	x
,	x
als	x
in	x
der	x
herwärtigen	x
Nachbargemeinde	x
oder	x
in	x
Schmerikon	x
und	x
Rapperswyl	x
angelangt	x
.	x
In	x
letzteren	x
Orten	x
empfängt	x
man	x
briefliche	x
Nachrichten	x
aus	x
dem	x
Gaster	x
vom	x
gleichen	x
Morgen	x
oder	x
vom	x
vorherigen	x
Abend	x
sozusagen	x
zu	x
gleicher	x
Zeit	x
erst	x
wie	x
im	x
fernen	x
Luzern	x
,	x
Aargau	x
oder	x
Basel	x
.	x
Nun	x
hat	x
nicht	x
Jeder	x
Muße	x
,	x
seine	x
Schreiben	x
so	x
zeitig	x
am	x
Tage	x
auszufertigen	x
,	x
daß	x
er	x
sie	x
bis	x
7	x
Uhr	x
Abends	x
der	x
Post	x
übergibt	x
,	x
sondern	x
erst	x
wenn	x
er	x
von	x
der	x
Tagesarbeit	x
oder	x
von	x
der	x
Reise	x
heimkehrt	x
,	x
resultirt	x
aus	x
den	x
Umständen	x
und	x
Meldungen	x
die	x
Nothwendigkeit	x
,	x
noch	x
zur	x
Feder	x
zu	x
greifen	x
und	x
schnelle	x
Mittheilung	x
zu	x
wünschen	x
.	x
Wir	x
bringen	x
die	x
vorhin	x
dargelegten	x
Verhältnisse	x
zur	x
öffentlichen	x
Besprechung	x
,	x
weil	x
wir	x
auf	x
vereinzelte	x
Privatbeschwerden	x
wenig	x
bauen	x
und	x
durchweg	x
das	x
Publikum	x
für	x
erstere	x
interessiren	x
.	x
Ortschaften	x
an	x
der	x
Bahnlinie	x
sollten	x
doch	x
besser	x
bedient	x
werden	x
.	x
Wir	x
sind	x
der	x
Ansicht	x
,	x
die	indirect
Gemeinderäthe	indirect
der	indirect
nächstbetroffenen	indirect
Gemeinden	indirect
sollten	indirect
sich	indirect
für	indirect
geziemendere	indirect
Posteinrichtungen	indirect
verwenden	indirect
und	indirect
hegen	indirect
wir	indirect
die	indirect
Ueberzeugung	indirect
,	indirect
unserem	indirect
festen	indirect
Willen	indirect
und	indirect
festen	indirect
Begehren	indirect
,	indirect
einer	indirect
derartigen	indirect
Hintansetzung	indirect
unserer	indirect
Landesgegend	indirect
Abhülfe	indirect
zu	indirect
verschaffen	indirect
,	indirect
werde	indirect
die	indirect
Kantonsregierung	indirect
ihre	indirect
Mitwirkung	indirect
bei	indirect
der	indirect
Postverwaltung	indirect
nicht	indirect
versugen	indirect
dürfen	indirect
.	indirect
Vor	x
Jahren	x
war	x
die	x
Post	x
auch	x
im	x
Stande	x
,	x
schnellere	x
Spedition	x
zu	x
vollführen	x
;	x
jetzt	x
soll	x
sie	x
dieselbe	x
anders	x
als	x
in	x
letzter	x
Zeit	x
besorgen	x
.	x
Wir	x
haben	x
lange	x
genug	x
Geduld	x
bewiesen	x
.	x
—	x
§	x
Gaster	x
.	x
„	x
Der	x
Tod	x
tritt	x
vor	x
die	x
Greise	x
offen	x
hin	x
und	x
stellt	x
den	x
Männern	x
heimlich	x
nach.	x
“	x
Dieser	x
freilich	x
herb	x
klingende	x
,	x
aber	x
doch	x
Tag	x
für	x
Tag	x
sich	x
immer	x
wieder	x
bestätigende	x
Spruch	x
,	x
bewahrheitete	x
sich	x
auch	x
an	x
einem	x
Unglücksfalle	x
,	x
der	x
sich	x
jüngst	x
in	x
unserer	x
Nähe	x
zugetragen	x
hat	x
.	x
Sonntag	x
Abend	x
,	x
ungefähr	x
um	x
10	x
Uhr	x
,	x
ging	x
Hr	x
.	x
Gemeindrath	x
Florian	x
Thoma	x
,	x
Sohn	x
des	x
Hrn	x
.	x
Thoma	x
zur	x
Traube	x
im	x
Fly	x
,	x
mit	x
einem	x
Freunde	x
von	x
Amden	x
abwärts	x
nach	x
seiner	x
Heimath	x
im	x
Fly	x
.	x
Einige	x
Minuten	x
unterhalb	x
der	x
Wirthschaft	x
zur	x
„	x
Felsenau	x
“	x
that	x
nun	x
Thoma	x
einen	x
Fehltritt	x
,	x
indem	x
