tok	cat
aus	x
den	x
Seiten	x
53	x
und	x
82	x
zu	x
ersehen	x
,	x
daß	indirect
dieser	indirect
berühmte	indirect
Chemiker	indirect
nicht	indirect
nur	indirect
die	indirect
hier	indirect
in	indirect
Rede	indirect
stehende	indirect
Idee	indirect
gehabt	indirect
,	indirect
sondern	indirect
tatsächlich	indirect
nicht	indirect
unwesentliche	indirect
experimentelle	indirect
Fortschritte	indirect
in	indirect
ganz	indirect
derselben	indirect
analytischen	indirect
Forschung	indirect
gemachte	indirect
hatte	indirect
,	indirect
die	indirect
Kempelen	indirect
nun	indirect
zu	indirect
so	indirect
erfolgreichem	indirect
Abschluß	indirect
gebracht	indirect
hat	indirect
.	indirect
Und	x
wenn	x
er	x
auch	x
nicht	x
den	x
leisesten	x
Hinweis	x
auf	x
jenes	x
»	x
Tagebuch	x
«	x
für	x
nötig	x
hält	x
,	x
so	x
behaupte	x
ich	x
doch	x
(	x
und	x
bin	x
auf	x
Verlangen	x
bereit	x
,	x
dies	x
zu	x
beweisen	x
)	x
,	x
daß	indirect
er	indirect
jener	indirect
Schrift	indirect
zum	indirect
mindesten	indirect
die	indirect
erste	indirect
Anregung	indirect
zu	indirect
seinem	indirect
Unternehmen	indirect
verdankt	indirect
.	indirect
Der	x
Artikel	x
aus	x
dem	x
»	x
Kurier	x
«	x
,	x
der	x
jetzt	x
die	x
Runde	x
in	x
der	x
Presse	x
macht	x
und	x
der	x
den	x
Zweck	x
hat	x
,	x
die	x
Priorität	x
der	x
Erfindung	x
für	x
einen	x
gewissen	x
Herrn	x
Kissam	x
aus	x
Brunswick	x
in	x
Anspruch	x
zu	x
nehmen	x
,	x
scheint	x
mir	x
,	x
wie	x
ich	x
gestehe	x
,	x
ein	x
wenig	x
erdichtet	x
;	x
ich	x
habe	x
mehr	x
als	x
einen	x
Grund	x
zu	x
dieser	x
Annahme	x
,	x
obgleich	x
die	x
Ausführungen	x
weder	x
etwas	x
Unmögliches	x
noch	x
besonders	x
Unwahrscheinliches	x
enthalten	x
.	x
Ich	x
brauche	x
mich	x
nicht	x
auf	x
Einzelheiten	x
einzulassen	x
.	x
Meine	x
Meinung	x
über	x
den	x
Artikel	x
gründet	x
sich	x
hauptsächlich	x
auf	x
seine	x
ganze	x
Form	x
.	x
Er	x
wirkt	x
unwahr	x
.	x
Leute	x
,	x
die	x
Tatsachen	x
berichten	x
,	x
sind	x
selten	x
so	x
kleinlich	x
genau	x
wie	x
Herr	x
Kissam	x
in	x
Orts-	x
und	x
Zeitangaben	x
.	x
Überdies	x
:	x
wenn	x
Herr	x
Kissam	x
tatsächlich	x
zu	x
der	x
von	x
ihm	x
angegebenen	x
Zeit	x
die	x
Entdeckung	x
machte	x
–	x
vor	x
fast	x
acht	x
Jahren	x
also	x
–	x
,	x
wie	x
kommt	x
es	x
,	x
daß	x
er	x
nicht	x
sogleich	x
Schritte	x
tat	x
,	x
die	x
ungeheuren	x
Vorteile	x
aus	x
der	x
Entdeckung	x
zu	x
ziehen	x
,	x
die	x
–	x
wie	x
jeder	x
Dummkopf	x
gewußt	x
haben	x
muß	x
–	x
,	x
wennschon	x
nicht	x
der	x
Welt	x
im	x
ganzen	x
,	x
so	x
doch	x
ihm	x
selber	x
daraus	x
erwachsen	x
mußten	x
?	x
Es	x
scheint	x
mir	x
höchst	x
unglaubwürdig	x
,	x
daß	x
irgendein	x
Mensch	x
von	x
Durchschnittsverstand	x
das	x
entdeckt	x
haben	x
könnte	x
,	x
was	x
Herr	x
Kissam	x
entdeckt	x
haben	x
will	x
,	x
und	x
daraufhin	x
dann	x
so	x
kindisch	x
–	x
so	x
blind	x
–	x
gehandelt	x
haben	x
sollte	x
,	x
wie	x
Herr	x
Kissam	x
zugibt	x
,	x
es	indirect
getan	indirect
zu	indirect
haben	indirect
.	indirect
Nebenbei	x
:	x
Wer	x
ist	x
Herr	x
Kissam	x
?	x
Ist	x
nicht	x
vielleicht	x
der	x
ganze	x
Artikel	x
im	x
»	x
Kurier	x
«	x
eine	x
geschickte	x
Machenschaft	x
des	x
Blattes	x
,	x
um	x
»	x
von	x
sich	x
reden	x
zu	x
machen	x
«	x
?	x
Ich	x
muß	x
gestehen	x
,	x
er	indirect
scheint	indirect
mir	indirect
eine	indirect
arge	indirect
Ente	indirect
zu	indirect
sein	indirect
,	x
und	x
meiner	x
unmaßgeblichen	x
Meinung	x
nach	x
ist	x
sehr	x
wenig	x
darauf	x
zu	x
geben	x
.	x
Wüßte	x
ich	x
nicht	x
aus	x
Erfahrung	x
,	x
wie	indirect
ungemein	indirect
leicht	indirect
ein	indirect
Mann	indirect
der	indirect
Wissenschaft	indirect
in	indirect
Fragen	indirect
,	indirect
die	indirect
etwas	indirect
außerhalb	indirect
seines	indirect
Fachstudiums	indirect
liegen	indirect
,	indirect
zu	indirect
mystifizieren	indirect
ist	indirect
,	x
so	x
wäre	x
ich	x
aufs	x
höchste	x
überrascht	x
,	x
einen	x
so	x
hervorragenden	x
Chemiker	x
wie	x
Professor	x
Draper	x
die	x
Ansprüche	x
jenes	x
Herrn	x
Kissam	x
(	x
oder	x
ist	x
es	x
Herr	x
Quizzam	x
?	x
)	x
auf	x
diese	x
Entdeckung	x
einer	x
so	x
ernsthaften	x
Betrachtung	x
unterziehen	x
zu	x
sehen	x
.	x
Doch	x
kehren	x
wir	x
zum	x
»	x
Tagebuch	x
«	x
des	x
Sir	x
Humphrey	x
Davy	x
zurück	x
.	x
Diese	x
Arbeit	x
war	x
nicht	x
für	x
die	x
Öffentlichkeit	x
bestimmt	x
,	x
selbst	x
nicht	x
nach	x
dem	x
Ableben	x
des	x
Verfassers	x
,	x
wovon	x
jeder	x
,	x
der	x
von	x
Autorschaft	x
etwas	x
versteht	x
,	x
sich	x
bei	x
oberflächlicher	x
Prüfung	x
des	x
Stils	x
überzeugen	x
kann	x
.	x
Auf	x
Seite	x
13	x
in	x
der	x
Mitte	x
lesen	x
wir	x
z.B	x
.	x
in	x
bezug	x
auf	x
seine	x
Nachforschungen	x
über	x
Stickstoff-Oxydul	x
:	x
»	x
In	x
weniger	x
als	x
einer	x
halben	x
Minute	x
,	x
Atmung	x
fortgesetzt	x
,	x
ließ	x
allmählich	x
nach	x
,	x
und	x
ihnen	x
folgte	x
ähnlich	x
dem	x
eines	x
leichten	x
Drucks	x
auf	x
allen	x
Muskeln.	x
«	x
Daß	x
nicht	x
die	x
Atmung	x
es	x
war	x
,	x
die	x
»	x
allmählich	x
nachließ	x
«	x
,	x
erhellt	x
nicht	x
allein	x
aus	x
dem	x
nachfolgenden	x
Text	x
,	x
sondern	x
schon	x
aus	x
der	x
Wahl	x
des	x
Plurals	x
»	x
ihnen	x
«	x
.	x
Der	x
Satz	x
war	x
zweifellos	x
so	x
gemeint	x
:	x
»	x
In	x
weniger	x
als	x
einer	x
halben	x
Minute	x
(	x
währenddem	x
die	x
Atmung	x
fortgesetzt	x
wurde	x
,	x
ließen	x
diese	x
Gefühle	x
)	x
allmählich	x
nach	x
,	x
und	x
ihnen	x
folgte	x
(	x
ein	x
Empfinden	x
)	x
,	x
ähnlich	x
dem	x
eines	x
leichten	x
Drucks	x
auf	x
allen	x
Muskeln.	x
«	x
Hundert	x
solcher	x
Stellen	x
beweisen	x
,	x
daß	x
dieses	x
so	x
unüberlegterweise	x
der	x
Öffentlichkeit	x
übergebene	x
Manuskript	x
lediglich	x
ein	x
für	x
den	x
Schreiber	x
selbst	x
bestimmtes	x
Konzeptbuch	x
gewesen	x
ist	x
;	x
doch	x
ein	x
Blick	x
in	x
den	x
Artikel	x
genügt	x
,	x
um	x
jeden	x
Denkenden	x
von	x
der	x
Wahrheit	x
meiner	x
Auffassung	x
zu	x
überzeugen	x
.	x
Tatsache	x
ist	x
,	x
daß	x
Sir	x
Humphrey	x
Davy	x
der	x
letzte	x
war	x
,	x
sich	x
in	x
wissenschaftlichen	x
Dingen	x
bloßzustellen	x
.	x
Er	x
hatte	x
nicht	x
nur	x
eine	x
außergewöhnliche	x
Abneigung	x
vor	x
aller	x
Quacksalberei	x
,	x
sondern	x
eine	x
krankhafte	x
Furcht	x
,	x
als	x
Quacksalber	x
zu	x
erscheinen	x
;	x
so	x
sehr	x
er	x
also	x
überzeugt	x
gewesen	x
sein	x
mag	x
,	x
im	x
vorliegenden	x
Falle	x
auf	x
der	x
rechten	x
Fährte	x
zu	x
sein	x
so	x
würde	x
er	x
das	x
doch	x
nie	x
ausgesprochen	x
haben	x
,	x
ehe	x
er	x
nicht	x
alles	x
zur	x
praktischen	x
Beweisführung	x
bereit	x
gehabt	x
hätte	x
.	x
Ich	x
bin	x
überzeugt	x
,	x
er	indirect
wäre	indirect
in	indirect
seiner	indirect
Sterbestunde	indirect
unsagbar	indirect
unglücklich	indirect
gewesen	indirect
,	indirect
wenn	indirect
er	indirect
hätte	indirect
ahnen	indirect
können	indirect
,	indirect
daß	indirect
seine	indirect
Wünsche	indirect
,	indirect
das	indirect
Tagebuch	indirect
mit	indirect
seinen	indirect
kurzen	indirect
Notizen	indirect
und	indirect
halben	indirect
Vermutungen	indirect
solle	indirect
verbrannt	indirect
werden	indirect
,	indirect
unberücksichtigt	indirect
bleiben	indirect
würden	indirect
–	x
wie	x
es	x
der	x
Fall	x
gewesen	x
zu	x
sein	x
scheint	x
.	x
Ich	x
sage	x
»	x
seine	x
Wünsche	x
«	x
,	x
denn	x
daß	indirect
er	indirect
dieses	indirect
Notizbuch	indirect
zu	indirect
den	indirect
diversen	indirect
Papieren	indirect
gezählt	indirect
zu	indirect
sehen	indirect
wünschte	indirect
,	indirect
die	indirect
»	indirect
zum	indirect
Verbrennen	indirect
«	indirect
bestimmt	indirect
waren	indirect
,	indirect
darüber	indirect
,	x
denke	x
ich	x
,	x
kann	indirect
man	indirect
nicht	indirect
im	indirect
Zweifel	indirect
sein	indirect
.	indirect
Ob	x
es	x
ein	x
Glück	x
oder	x
ein	x
Unglück	x
war	x
,	x
daß	x
es	x
den	x
Flammen	x
entging	x
,	x
bleibt	x
zu	x
entscheiden	x
.	x
Daß	indirect
die	indirect
oben	indirect
angeführten	indirect
Stellen	indirect
nebst	indirect
anderen	indirect
,	indirect
auf	indirect
die	indirect
ich	indirect
hingewiesen	indirect
habe	indirect
,	indirect
Kempelen	indirect
den	indirect
entscheidenden	indirect
»	indirect
Wink	indirect
«	indirect
gaben	indirect
,	x
steht	x
für	x
mich	x
außer	x
Zweifel	x
;	x
aber	x
ich	x
wiederhole	x
:	x
es	x
bleibt	x
abzuwarten	x
,	x
ob	x
diese	x
wichtige	x
Entdeckung	x
(	x
wichtig	x
unter	x
allen	x
Umständen	x
)	x
der	x
Menschheit	x
im	x
großen	x
einen	x
Dienst	x
erweist	x
oder	x
nicht	x
;	x
Narrheit	x
aber	x
wäre	x
es	x
,	x
auch	x
nur	x
einen	x
Augenblick	x
anzuzweifeln	x
,	x
daß	indirect
Kempelen	indirect
und	indirect
eine	indirect
nächsten	indirect
Freunde	indirect
reiche	indirect
Beute	indirect
machen	indirect
werden	indirect
.	indirect
Sie	x
werden	x
schwerlich	x
so	x
dumm	x
sein	x
,	x
nicht	x
beizeiten	x
durch	x
Ankauf	x
von	x
Häusern	x
und	x
Land	x
für	x
»	x
Realitätenbesitz	x
«	x
zu	x
sorgen	x
.	x
In	x
dem	x
kurzen	x
Bericht	x
Kempelens	x
,	x
der	x
in	x
der	x
»	x
Heim-Zeitung	x
«	x
erschien	x
und	x
seither	x
vielfach	x
nachgedruckt	x
worden	x
ist	x
,	x
scheint	x
der	x
Übersetzer	x
des	x
deutschen	x
Originalartikels	x
,	x
der	x
diesen	x
Artikel	x
einer	x
der	x
letzten	x
Nummern	x
der	x
Preßburger	x
»	x
Schnellpost	x
«	x
entnommen	x
haben	x
will	x
,	x
einiges	x
mißverstanden	x
zu	x
haben	x
.	x
»	x
Viele	x
«	x
ist	x
offenbar	x
(	x
wie	x
das	x
oft	x
geschieht	x
)	x
mißverstanden	x
,	x
und	x
was	x
der	x
Übersetzer	x
mit	x
»	x
sorgen	x
«	x
widergibt	x
,	x
heißt	x
wahrscheinlich	x
»	x
leiden	x
«	x
,	x
was	x
in	x
seiner	x
wahren	x
Bedeutung	x
dem	x
ganzen	x
Bericht	x
ein	x
völlig	x
anderes	x
Gepräge	x
geben	x
würde	x
;	x
aber	x
natürlich	x
sind	x
das	x
zum	x
großen	x
Teil	x
nur	x
Mutmaßungen	x
von	x
mir	x
.	x
Wie	x
dem	x
auch	x
sei	x
,	x
Kempelen	x
ist	x
seinem	x
äußeren	x
Gebaren	x
nach	x
keineswegs	x
»	x
ein	x
Misanthrop	x
«	x
.	x
Meine	x
Beziehungen	x
zu	x
ihm	x
waren	x
rein	x
zufällig	x
und	x
ermächtigen	x
mich	x
kaum	x
zu	x
der	x
Behauptung	x
,	x
ihn	indirect
zu	indirect
kennen	indirect
;	x
aber	x
einen	x
Mann	x
von	x
so	x
hervorragender	x
Bedeutung	x
,	x
wie	x
er	x
sie	x
erlangt	x
hat	x
oder	x
in	x
wenigen	x
Tagen	x
erlangen	x
wird	x
,	x
gesehen	x
und	x
gesprochen	x
zu	x
haben	x
,	x
ist	x
keine	x
so	x
uninteressante	x
Sache	x
.	x
Die	x
»	x
Literarische	x
Welt	x
«	x
(	x
vermutlich	x
irregeführt	x
durch	x
den	x
Artikel	x
in	x
der	x
»	x
Heim-Zeitung	x
«	x
)	x
behauptet	x
,	x
er	indirect
sei	indirect
aus	indirect
Preßburg	indirect
gebürtig	indirect
,	x
ich	x
bin	x
aber	x
in	x
der	x
Lage	x
,	x
positiv	x
festzustellen	x
–	x
ich	x
habe	x
es	x
aus	x
seinem	x
eigenen	x
Munde	x
–	x
,	x
daß	indirect
er	indirect
in	indirect
Utica	indirect
,	indirect
im	indirect
Staate	indirect
Neuyork	indirect
,	indirect
geboren	indirect
ist	indirect
,	indirect
obgleich	indirect
seine	indirect
Eltern	indirect
beide	indirect
,	x
wie	x
ich	x
glaube	x
,	x
aus	indirect
Preßburg	indirect
stammen	indirect
.	indirect
Die	x
Familie	x
ist	x
weitläufig	x
verwandt	x
mit	x
Mälzel	x
,	x
bekannt	x
durch	x
den	x
automatischen	x
Schachspieler	x
1	x
.	x
Seine	x
äußere	x
Erscheinung	x
ist	x
klein	x
und	x
dick	x
,	x
mit	x
großen	x
,	x
ausdruckslosen	x
blauen	x
Augen	x
,	x
rötlichem	x
Haar-	x
und	x
Backenbart	x
,	x
einem	x
großen	x
,	x
doch	x
wohlgeformten	x
Mund	x
,	x
guten	x
Zähnen	x
und	x
einer	x
Adlernase	x
.	x
Sein	x
einer	x
Fuß	x
war	x
mißgestaltet	x
.	x
Sein	x
Wesen	x
ist	x
offen	x
,	x
und	x
seine	x
ganze	x
Art	x
als	x
gutmütig	x
bekannt	x
.	x
Alles	x
zusammengenommen	x
:	x
er	x
ist	x
in	x
seinem	x
Tun	x
und	x
Reden	x
nichts	x
weniger	x
als	x
»	x
ein	x
Misanthrop	x
«	x
.	x
Wir	x
lernten	x
uns	x
vor	x
sechs	x
Jahren	x
kennen	x
,	x
als	x
wir	x
beide	x
eine	x
Woche	x
lang	x
das	x
gleiche	x
Hotel	x
auf	x
»	x
Rhode-Island	x
«	x
bewohnten	x
,	x
und	x
ich	x
glaube	x
,	x
daß	indirect
ich	indirect
verschiedentlich	indirect
mit	indirect
ihm	indirect
ins	indirect
Gespräch	indirect
kam	indirect
und	indirect
etwa	indirect
im	indirect
ganzen	indirect
drei	indirect
bis	indirect
vier	indirect
Stunden	indirect
mit	indirect
ihm	indirect
sprach	indirect
.	indirect
Sein	x
Thema	x
waren	x
die	x
jeweiligen	x
Tagesereignisse	x
,	x
und	x
keine	x
seiner	x
Äußerungen	x
ließ	x
mich	x
seine	x
wissenschaftlichen	x
Kenntnisse	x
vermuten	x
.	x
Er	x
verließ	x
das	x
Hotel	x
früher	x
als	x
ich	x
;	x
er	x
beabsichtigte	x
,	x
nach	x
Neuyork	x
und	x
von	x
da	x
aus	x
nach	x
Bremen	x
zu	x
reisen	x
;	x
in	x
der	x
letzten	x
Stadt	x
war	x
es	x
,	x
wo	x
seine	x
Entdeckung	x
zum	x
erstenmal	x
veröffentlicht	x
wurde	x
–	x
oder	x
vielmehr	x
,	x
dort	x
wurde	x
die	x
erste	x
Vermutung	x
laut	x
,	x
daß	indirect
er	indirect
der	indirect
Entdecker	indirect
sei	indirect
.	indirect
Dies	x
ist	x
so	x
ziemlich	x
alles	x
,	x
was	x
ich	x
persönlich	x
von	x
dem	x
nun	x
unsterblichen	x
Kempelen	x
weiß	x
;	x
aber	x
ich	x
dachte	x
,	x
selbst	indirect
diese	indirect
wenigen	indirect
Einzelheiten	indirect
könnten	indirect
für	indirect
die	indirect
Allgemeinheit	indirect
von	indirect
Interesse	indirect
sein	indirect
.	indirect
Es	x
steht	x
ganz	x
außer	x
Frage	x
,	x
daß	x
die	x
meisten	x
wundersamen	x
Gerüchte	x
,	x
die	x
über	x
diese	x
Sache	x
umlaufen	x
,	x
bare	x
Erfindungen	x
sind	x
,	x
die	x
ebensoviel	x
Glauben	x
verdienen	x
wie	x
etwa	x
die	x
Erzählungen	x
von	x
Aladdin	x
und	x
der	x
Wunderlampe	x
;	x
und	x
doch	x
ist	x
in	x
solchem	x
Falle	x
,	x
wie	x
auch	x
bei	x
der	x
Entdeckung	x
Kaliforniens	x
als	x
Goldland	x
,	x
die	x
Wahrheit	x
oft	x
wundersamer	x
als	x
die	x
Dichtung	x
.	x
Die	x
folgende	x
Anekdote	x
jedenfalls	x
ist	x
so	x
gut	x
verbürgt	x
,	x
daß	x
wir	x
sie	x
unbedenklich	x
hinnehmen	x
können	x
.	x
Von	x
Kempelen	x
hatte	x
sich	x
während	x
seines	x
Aufenthalts	x
in	x
Bremen	x
in	x
keineswegs	x
sehr	x
günstigen	x
Verhältnissen	x
befunden	x
,	x
und	x
es	x
war	x
bekannt	x
,	x
daß	indirect
er	indirect
häufig	indirect
zu	indirect
wahren	indirect
Winkelzügen	indirect
Zuflucht	indirect
nehmen	indirect
mußte	indirect
,	indirect
um	indirect
selbst	indirect
geringe	indirect
Summen	indirect
aufzutreiben	indirect
.	indirect
Als	x
die	x
Falschmünzerei	x
im	x
Hause	x
Gutsmuth	x
&	x
Co.	x
aufgedeckt	x
wurde	x
,	x
lenkte	x
sich	x
der	x
Verdacht	x
gegen	x
Kempelen	x
,	x
weil	x
er	x
eine	x
größere	x
Besitzung	x
in	x
der	x
Gasperitchstraße	x
gekauft	x
und	x
auf	x
Befragen	x
die	x
Auskunft	x
darüber	x
verweigert	x
hatte	x
,	x
woher	indirect
die	indirect
Kaufsumme	indirect
stammte	indirect
.	indirect
Er	x
wurde	x
schließlich	x
arretiert	x
,	x
weil	x
jedoch	x
nichts	x
Bestimmtes	x
gegen	x
ihn	x
vorgebracht	x
werden	x
konnte	x
,	x
zuletzt	x
wieder	x
in	x
Freiheit	x
gesetzt	x
.	x
Die	x
Polizei	x
behielt	x
aber	x
auf	x
all	x
sein	x
Tun	x
und	x
Lassen	x
ein	x
scharfes	x
Auge	x
und	x
entdeckte	x
so	x
,	x
daß	x
er	x
oft	x
ausging	x
und	x
immer	x
denselben	x
Weg	x
einschlug	x
;	x
doch	x
gelang	x
es	x
ihm	x
stets	x
,	x
in	x
der	x
Nähe	x
jenes	x
Labyrinths	x
von	x
Gassen	x
und	x
Durchgängen	x
,	x
das	x
den	x
Spitznamen	x
»	x
Dondergat	x
«	x
führt	x
,	x
seinen	x
Verfolgern	x
zu	x
entwischen	x
.	x
Ihre	x
Ausdauer	x
erreichte	x
es	x
aber	x
endlich	x
doch	x
,	x
seine	x
Spur	x
bis	x
auf	x
den	x
Bodenraum	x
eines	x
alten	x
siebenstöckigen	x
Hauses	x
in	x
einer	x
Allee	x
mit	x
Namen	x
Flätplatz	x
zu	x
verfolgen	x
und	x
ihn	indirect
,	x
wie	x
sie	x
meinten	x
,	x
mitten	indirect
in	indirect
seinem	indirect
Falschmünzer-Handwerk	indirect
zu	indirect
überraschen	indirect
.	indirect
Seine	x
Aufregung	x
soll	x
so	x
groß	x
gewesen	x
sein	x
,	x
daß	x
die	x
Beamten	x
von	x
seiner	x
Schuld	x
ganz	x
überzeugt	x
waren	x
.	x
Sie	x
legten	x
ihm	x
daher	x
Handfesseln	x
an	x
und	x
durchsuchten	x
das	x
Zimmer	x
,	x
denn	x
allem	x
Anschein	x
nach	x
bewohnte	x
er	x
die	x
gesamten	x
Mansardenräume	x
.	x
Anstoßend	x
an	x
die	x
Bodenkammer	x
,	x
in	x
der	x
sie	x
ihn	x
fingen	x
,	x
befand	x
sich	x
ein	x
Gelaß	x
von	x
zehn	x
zu	x
acht	x
Fuß	x
und	x
in	x
ihm	x
ein	x
chemischer	x
Apparat	x
,	x
dessen	x
Zweck	x
noch	x
nicht	x
ermittelt	x
werden	x
konnte	x
.	x
In	x
einer	x
Ecke	x
des	x
Raums	x
stand	x
ein	x
kleiner	x
Schmelzofen	x
,	x
der	x
in	x
Glut	x
war	x
,	x
und	x
auf	x
der	x
Glut	x
eine	x
Art	x
doppelten	x
Schmelztiegels	x
–	x
zwei	x
durch	x
eine	x
Röhre	x
verbundene	x
Schmelztiegel	x
.	x
Der	x
eine	x
dieser	x
Tiegel	x
war	x
fast	x
ganz	x
mit	x
geschmolzenem	x
Blei	x
gefüllt	x
,	x
doch	x
reichte	x
die	x
Masse	x
nicht	x
bis	x
an	x
die	x
Röhre	x
hinauf	x
,	x
die	x
hoch	x
am	x
Rande	x
angebracht	x
war	x
.	x
Der	x
andere	x
Tiegel	x
enthielt	x
eine	x
Flüssigkeit	x
,	x
die	x
,	x
als	x
die	x
Beamten	x
eintraten	x
,	x
heftig	x
am	x
Verdampfen	x
war	x
.	x
Als	x
Kempelen	x
sich	x
entdeckt	x
sah	x
,	x
ergriff	x
er	x
mit	x
beiden	x
Händen	x
(	x
an	x
denen	x
er	x
Asbesthandschuhe	x
trug	x
)	x
die	x
Tiegel	x
und	x
schleuderte	x
den	x
Inhalt	x
auf	x
den	x
Ziegelboden	x
.	x
Jetzt	x
erst	x
legte	x
man	x
ihm	x
Handfesseln	x
an	x
,	x
und	x
ehe	x
man	x
weitere	x
Haussuchung	x
hielt	x
,	x
wurde	x
er	x
selbst	x
genau	x
visitiert	x
;	x
doch	x
fand	x
sich	x
nichts	x
Ungewöhnliches	x
,	x
außer	x
einem	x
Papierpäckchen	x
in	x
seiner	x
Rocktasche	x
,	x
das	x
,	x
wie	x
sich	x
später	x
herausstellte	x
,	x
eine	x
Mischung	x
von	x
Antimon	x
und	x
einer	x
unbekannten	x
Substanz	x
zu	x
fast	x
–	x
aber	x
nicht	x
ganz	x
–	x
gleichen	x
Teilen	x
enthielt	x
.	x
Alle	x
Versuche	x
,	x
die	x
unbekannte	x
Substanz	x
zu	x
analysieren	x
,	x
sind	x
bis	x
jetzt	x
fehlgeschlagen	x
;	x
daß	x
es	x
aber	x
schließlich	x
gelingen	x
wird	x
,	x
steht	x
außer	x
Zweifel	x
.	x
Aus	x
diesem	x
Gelaß	x
betraten	x
die	x
Beamten	x
mit	x
ihrem	x
Gefangenen	x
eine	x
Art	x
Vorzimmer	x
,	x
das	x
keinerlei	x
Gegenstände	x
enthielt	x
,	x
und	x
gelangten	x
nun	x
in	x
des	x
Chemikers	x
Schlafzimmer	x
.	x
Hier	x
durchsuchten	x
sie	x
Kästen	x
und	x
Schubfächer	x
,	x
entdeckten	x
aber	x
nur	x
einige	x
unwichtige	x
Papiere	x
und	x
etliche	x
Gold-	x
und	x
Silbermünzen	x
.	x
Endlich	x
,	x
als	x
sie	x
unter	x
das	x
Bett	x
blickten	x
,	x
gewahrten	x
sie	x
einen	x
großen	x
,	x
einfachen	x
Fellkoffer	x
,	x
der	x
weder	x
Schloß	x
noch	x
Scharnier	x
hatte	x
;	x
der	x
Deckel	x
lag	x
achtlos	x
quer	x
über	x
der	x
Kiste	x
.	x
Bei	x
dem	x
Versuch	x
,	x
diesen	x
Koffer	x
unter	x
dem	x
Bett	x
hervorzuziehen	x
,	x
stellte	x
es	x
sich	x
heraus	x
,	x
daß	x
ihre	x
vereinten	x
Kräfte	x
(	x
es	x
waren	x
ihrer	x
drei	x
,	x
alles	x
starke	x
Männer	x
)	x
»	x
ihn	x
nicht	x
um	x
einen	x
Zoll	x
vom	x
Platz	x
zu	x
rücken	x
«	x
vermochten	x
.	x
Das	x
verwunderte	x
sie	x
sehr	x
,	x
und	x
einer	x
von	x
ihnen	x
kroch	x
unters	x
Bett	x
,	x
spähte	x
in	x
die	x
Kiste	x
und	x
sagte	x
:	x
»	x
Kein	x
Wunder	x
,	x
daß	x
wir	x
ihn	x
nicht	x
bewegen	x
konnten	x
–	x
er	x
ist	x
bis	x
zum	x
Rand	x
mit	x
alten	x
Messingstücken	x
angefüllt	x
!	x
«	x
Der	x
Mann	x
stemmte	x
nun	x
die	x
Füße	x
gegen	x
die	x
Wand	x
,	x
um	x
einen	x
festen	x
Halt	x
zu	x
bekommen	x
,	x
und	x
schob	x
mit	x
aller	x
Macht	x
,	x
während	x
die	x
andern	x
mit	x
ganzer	x
Kraft	x
zogen	x
;	x
so	x
gelang	x
es	x
schließlich	x
mit	x
vieler	x
Mühe	x
,	x
den	x
Koffer	x
unter	x
dem	x
Bett	x
hervorzuholen	x
und	x
seinen	x
Inhalt	x
zu	x
prüfen	x
.	x
Das	x
angebliche	x
Messing	x
,	x
