tok	cat
Trank	x
vor	x
ihn	x
bringen	x
.	x
Er	x
hatte	x
aber	x
eine	x
andere	x
Buhle	x
,	x
Naïra	x
;	x
die	x
ward	x
ihm	x
gram	x
darob	x
und	x
eiferte	x
im	x
stillen	x
mit	x
der	x
Toten	x
;	x
gedachte	x
,	x
wie	indirect
sie	indirect
ihrem	indirect
Herrn	indirect
das	indirect
Andenken	indirect
an	indirect
sie	indirect
verkümmere	indirect
und	indirect
ihm	indirect
das	indirect
Bild	indirect
verderbe	indirect
.	indirect
Sie	x
beschied	x
insgeheim	x
Jedanja	x
zu	x
sich	x
,	x
einen	x
Jüngling	x
,	x
so	x
dem	x
König	x
diente	x
;	x
der	x
trug	x
eine	x
heimliche	x
Liebe	x
zu	x
ihr	x
,	x
das	x
war	x
ihr	x
nicht	x
verborgen	x
.	x
Sie	x
sprach	x
zu	x
ihm	x
:	x
»	x
Du	x
sollst	x
mir	x
einen	x
Dienst	x
erzeigen	x
,	x
dran	x
ich	x
erkennen	x
will	x
,	x
was	indirect
ich	indirect
an	indirect
dir	indirect
habe	indirect
.	indirect
Vernimm	x
.	x
Ich	x
höre	x
von	x
Jezerten	x
immerdar	x
,	x
wie	indirect
schön	indirect
sie	indirect
gewesen	indirect
,	x
so	x
daß	x
ich	x
viel	x
drum	x
gäbe	x
,	x
nur	x
ihr	x
Bildnis	x
zu	x
sehn	x
,	x
und	x
ob	x
ich	x
zwar	x
das	x
nicht	x
vermag	x
,	x
weil	x
mein	x
Herr	x
es	x
verschworen	x
,	x
will	x
ich	x
doch	x
eines	x
von	x
ihr	x
sehen	x
,	x
ihre	x
Hand	x
,	x
davon	x
die	x
Leute	x
rühmen	x
,	x
es	indirect
sei	indirect
ihresgleichen	indirect
nicht	indirect
mehr	indirect
zu	indirect
finden	indirect
.	indirect
So	x
sollst	x
du	x
mir	x
nun	x
dieses	x
Wunder	x
schaffen	x
und	x
mir	x
vor	x
Augen	x
bringen	x
,	x
damit	x
ich	x
es	x
glaube.	x
«	x
»	x
Ach	x
,	x
Herrin	x
«	x
,	x
sagte	x
er	x
,	x
»	x
ich	x
will	x
dich	x
selbst	x
hinführen	x
,	x
daß	x
du	x
Jezerte	x
beschauest	x
,	x
bei	x
Nacht.	x
«	x
»	x
Mitnichten	x
!	x
«	x
antwortete	x
sie	x
:	x
»	x
wie	x
könnte	x
ich	x
aus	x
dem	x
Palaste	x
gehen	x
?	x
Tu	x
,	x
wie	x
ich	x
sagte	x
,	x
Lieber	x
,	x
und	x
stille	x
mein	x
Gelüst	x
.	x
–	x
«	x
Und	x
sie	x
verhieß	x
ihm	x
große	x
Gunst	x
,	x
da	x
versprach	x
es	x
der	x
Knabe	x
.	x
Auf	x
eine	x
Nacht	x
ersah	x
er	x
die	x
Gelegenheit	x
durch	x
Pforten	x
und	x
Gänge	x
und	x
kam	x
zum	x
Grabmal	x
unbeschrien	x
,	x
denn	x
die	x
Wache	x
stand	x
in	x
den	x
Höfen	x
.	x
Er	x
hatte	x
aber	x
einen	x
künstlichen	x
Haken	x
,	x
der	x
öffnete	x
das	x
Schloß	x
,	x
und	x
wie	x
er	x
eintrat	x
,	x
sah	x
er	x
das	x
Bildnis	x
stehn	x
im	x
Schein	x
der	x
Lampen	x
;	x
die	x
brannten	x
Tag	x
und	x
Nacht	x
.	x
Er	x
trat	x
herzu	x
,	x
faßte	x
die	x
eine	x
Hand	x
und	x
brach	x
sie	x
ab	x
,	x
hart	x
über	x
dem	x
Gelenke	x
,	x
barg	x
sie	x
in	x
seinen	x
Busen	x
,	x
eilte	x
und	x
zog	x
die	x
Tür	x
hinter	x
sich	x
zu	x
.	x
Wie	x
er	x
nun	x
längs	x
der	x
Mauer	x
hinlief	x
,	x
vernahm	x
er	x
ein	x
Geräusch	x
und	x
deuchte	x
ihm	x
,	x
als	x
käme	x
wer	x
.	x
Da	x
nahm	x
er	x
in	x
der	x
Angst	x
die	x
Hand	x
und	x
warf	x
sie	x
über	x
die	x
Mauer	x
hinweg	x
in	x
den	x
Garten	x
und	x
floh	x
.	x
Die	x
Hand	x
fiel	x
aber	x
mitten	x
in	x
ein	x
Veilchenbeet	x
und	x
nahm	x
keinen	x
Schaden	x
.	x
Alsbald	x
gereuete	x
den	x
Jüngling	x
seine	x
Furcht	x
,	x
denn	x
sie	x
war	x
eitel	x
,	x
und	x
schlich	x
in	x
den	x
Garten	x
,	x
die	x
Hand	x
wieder	x
zu	x
holen	x
;	x
er	x
fand	x
sie	x
aber	x
nicht	x
und	x
suchte	x
,	x
bis	x
der	x
Tag	x
anfing	x
zu	x
grauen	x
,	x
und	x
war	x
wie	x
verblendet	x
.	x
So	x
machte	x
er	x
sich	x
fort	x
und	x
kam	x
in	x
seine	x
Kammer	x
.	x
Am	x
andern	x
Morgen	x
,	x
als	x
die	x
Sonne	x
schien	x
,	x
lustwandelte	x
Athmas	x
unter	x
den	x
Bäumen	x
.	x
Er	x
kam	x
von	x
ungefähr	x
an	x
jenes	x
Beet	x
und	x
sah	x
die	x
weiße	x
Hand	x
in	x
den	x
Veilchen	x
und	x
hob	x
sie	x
auf	x
mit	x
Schrecken	x
,	x
lief	x
hinweg	x
,	x
und	x
es	x
entstand	x
ein	x
großer	x
Lärm	x
durch	x
den	x
Palast	x
.	x
Kamen	x
auch	x
alsbald	x
Knechte	x
des	x
Königs	x
und	x
sagten	x
ihm	x
an	x
:	x
»	x
Wir	x
haben	x
in	x
der	x
Dämmerung	x
Jedanja	x
gesehn	x
durch	x
den	x
Garten	x
hin	x
fliehen	x
und	x
haben	x
seine	x
Fußstapfen	x
verfolgt.	x
«	x
Darauf	x
ward	x
der	x
Jüngling	x
ergriffen	x
und	x
in	x
das	x
Gefängnis	x
geworfen	x
.	x
Naïra	x
mittlerweile	x
bangte	x
nicht	x
,	x
denn	x
sie	x
war	x
keck	x
und	x
sehr	x
verschlagen	x
.	x
Berief	x
in	x
der	x
Stille	x
Maani	x
zu	x
sich	x
,	x
Jedanjas	x
Bruder	x
,	x
und	x
sagte	x
:	x
»	x
Mich	x
jammert	x
dein	x
Bruder	x
,	x
ich	indirect
möchte	indirect
ihm	indirect
wohl	indirect
heraushelfen	indirect
,	indirect
wenn	indirect
er	indirect
den	indirect
Mut	indirect
hätte	indirect
,	indirect
zu	indirect
tun	indirect
,	indirect
wie	indirect
ich	indirect
ihn	indirect
heiße	indirect
,	indirect
und	indirect
du	indirect
mir	indirect
eine	indirect
Botschaft	indirect
an	indirect
ihn	indirect
brächtest.	indirect
«	x
Maani	x
sprach	x
:	x
»	x
Befiehl	x
und	x
nimm	x
mein	x
eigen	x
Leben	x
,	x
daß	indirect
ich	indirect
nur	indirect
den	indirect
Knaben	indirect
errette	indirect
!	indirect
«	x
Da	x
hieß	x
Naïra	x
ihn	x
schnell	x
einen	x
Pfeil	x
herbeiholen	x
.	x
Sie	x
aber	x
nahm	x
einen	x
Griffel	x
und	x
schrieb	x
der	x
Länge	x
nach	x
auf	x
den	x
Schaft	x
diese	x
Worte	x
:	x
»	x
Verlange	x
vor	x
den	x
König	x
und	x
sprich	x
:	x
›Jedanja	x
liebte	x
Jezerten	x
und	x
war	x
von	x
ihr	x
geliebt	x
,	x
und	x
hängt	x
sein	x
Herz	x
noch	x
an	x
der	x
Toten	x
,	x
also	x
daß	x
er	x
im	x
blinden	x
Wahn	x
die	x
Übeltat	x
verübte.‹	x
So	x
spreche	x
mein	x
Freund	x
und	x
fürchte	x
nicht	x
,	x
daß	indirect
ihn	indirect
das	indirect
Wort	indirect
verderbe	indirect
!	indirect
Die	x
dieses	x
rät	x
,	x
wird	x
alles	x
gutmachen.	x
«	x
Nachdem	x
sie	x
es	x
geschrieben	x
,	x
sagte	x
sie	x
:	x
»	x
Nimm	x
hin	x
und	x
schieße	x
diesen	x
Pfeil	x
zu	x
Nacht	x
durchs	x
Gitter	x
,	x
wo	x
dein	x
Bruder	x
liegt	x
im	x
Turm	x
!	x
«	x
Maani	x
ging	x
und	x
richtete	x
es	x
kühnlich	x
aus	x
.	x
Den	x
andern	x
Tag	x
rief	x
Athmas	x
den	x
Gefangenen	x
vor	x
sich	x
und	x
redete	x
zu	x
ihm	x
:	x
»	x
Du	x
hast	x
das	x
nicht	x
von	x
selbst	x
getan	x
.	x
So	x
bekenne	x
denn	x
,	x
wer	indirect
dich	indirect
gedungen	indirect
!	indirect
«	x
Der	x
Jüngling	x
sagte	x
:	x
»	x
Herr	x
,	x
niemand.	x
«	x
Und	x
als	x
er	x
Grund	x
und	x
Anlaß	x
nenne	x
sollte	x
seines	x
Frevels	x
,	x
verweigert	x
'	x
er	x
's	x
und	x
schwieg	x
,	x
so	x
hart	x
man	x
ihn	x
bedrohte	x
,	x
und	x
mußten	x
ihn	x
die	x
Knechte	x
wieder	x
wegführen	x
.	x
Sie	x
schlugen	x
ihn	x
und	x
quälten	x
ihn	x
im	x
Kerker	x
,	x
drei	x
Tage	x
nacheinander	x
,	x
solchermaßen	x
,	x
daß	x
er	x
nahe	x
daran	x
schien	x
zu	x
sterben	x
.	x
Dies	x
litt	x
er	x
aber	x
listigerweise	x
,	x
der	x
Absicht	x
,	x
daß	x
er	x
Glauben	x
finden	x
möge	x
,	x
wenn	x
er	x
nunmehr	x
zu	x
reden	x
selbst	x
begehrte	x
.	x
Ließ	x
sich	x
also	x
am	x
vierten	x
Morgen	x
,	x
da	x
die	x
Peiniger	x
aufs	x
neue	x
kamen	x
,	x
zu	x
dem	x
König	x
bringen	x
,	x
fiel	x
zitternd	x
auf	x
sein	x
Angesicht	x
,	x
schien	x
sprachlos	x
,	x
wie	x
vor	x
großer	x
Angst	x
und	x
Reue	x
,	x
bis	x
ihm	x
verheißen	x
ward	x
,	x
das	indirect
Leben	indirect
zu	indirect
behalten	indirect
,	indirect
wofern	indirect
er	indirect
die	indirect
Wahrheit	indirect
bekenne	indirect
.	indirect
Da	x
sagte	x
er	x
:	x
»	x
So	x
wisse	x
,	x
Herr	x
!	x
Bevor	x
des	x
Gärtners	x
Tochter	x
meinem	x
Herrn	x
gefiel	x
,	x
daß	x
er	x
sie	x
für	x
sich	x
selbst	x
erwählte	x
,	x
war	x
sie	x
von	x
Jedanja	x
geliebt	x
,	x
und	x
sie	x
liebte	x
ihn	x
wieder	x
.	x
Hernach	x
floh	x
ich	x
hinweg	x
aus	x
Kummer	x
und	x
kehrte	x
nicht	x
zur	x
Stadt	x
zurück	x
,	x
bis	x
ich	x
vernahm	x
,	x
Jezerte	indirect
sei	indirect
gestorben	indirect
.	indirect
Die	x
ganze	x
Zeit	x
aber	x
habe	x
ich	x
nicht	x
aufgehört	x
,	x
das	x
Kind	x
zu	x
lieben	x
.	x
Und	x
da	x
ich	x
jüngst	x
bei	x
Nacht	x
,	x
von	x
Sehnsucht	x
übernommen	x
,	x
wider	x
dein	x
Gebot	x
in	x
das	x
Gewölbe	x
ging	x
und	x
sah	x
das	x
Bild	x
,	x
trieb	x
mich	x
unsinniges	x
Verlangen	x
,	x
den	x
Raub	x
zu	x
begehn.	x
«	x
Der	x
König	x
hatte	x
sich	x
entfärbt	x
bei	x
dieser	x
Rede	x
und	x
stand	x
verworren	x
eine	x
Zeitlang	x
in	x
Gedanken	x
;	x
dann	x
hieß	x
er	x
die	x
Diener	x
Jedanja	x
frei	x
lassen	x
,	x
denn	x
er	x
zweifelte	x
nicht	x
mehr	x
,	x
daß	indirect
dieser	indirect
wahr	indirect
gesprochen	indirect
.	indirect
Doch	x
befahl	x
er	x
dem	x
Jüngling	x
und	x
allen	x
,	x
die	x
jetzo	x
zugegen	x
gewesen	x
,	x
bei	indirect
Todesstrafe	indirect
,	indirect
nicht	indirect
zu	indirect
reden	indirect
von	indirect
der	indirect
Sache	indirect
.	indirect
Athmes	x
war	x
aber	x
fortan	x
sehr	x
bekümmert	x
,	x
denn	x
er	x
dachte	x
,	x
Jezerte	indirect
habe	indirect
ihm	indirect
gelogen	indirect
,	indirect
da	indirect
sie	indirect
ihm	indirect
gelogen	indirect
,	indirect
da	indirect
sie	indirect
ihm	indirect
schwur	indirect
,	indirect
sie	indirect
habe	indirect
keinen	indirect
Mann	indirect
gekannt	indirect
,	indirect
bis	indirect
sie	indirect
der	indirect
König	indirect
gefunden	indirect
;	x
also	x
daß	x
er	x
nicht	x
wußte	x
,	x
sollt	indirect
'	indirect
er	indirect
die	indirect
Tote	indirect
ferner	indirect
lieben	indirect
oder	indirect
hassen	indirect
.	indirect
Einsmals	x
,	x
da	x
Naïra	x
sich	x
bei	x
ihm	x
befand	x
wie	x
gewöhnlich	x
,	x
erblickte	x
sie	x
an	x
seinem	x
Sitz	x
ein	x
Kästchen	x
von	x
dunklem	x
Holz	x
,	x
mit	x
Perlen	x
und	x
Steinen	x
geziert	x
.	x
Daran	x
verweilten	x
ihre	x
Augen	x
,	x
bis	x
Athmas	x
es	x
bemerkte	x
und	x
ihr	x
winkte	x
,	x
das	indirect
Kästchen	indirect
zu	indirect
öffnen	indirect
.	indirect
Sie	x
lief	x
und	x
hob	x
den	x
Deckel	x
auf	x
,	x
da	x
lag	x
Jezertes	x
Hand	x
darin	x
auf	x
einem	x
Kissen	x
.	x
Sie	x
sah	x
dieselbe	x
mit	x
Verwunderung	x
an	x
und	x
pries	x
sie	x
laut	x
mit	x
vielem	x
Wesen	x
vor	x
dem	x
König	x
.	x
Und	x
er	x
,	x
indem	x
er	x
selber	x
einen	x
Blick	x
hintat	x
,	x
sprach	x
ohne	x
Arg	x
:	x
»	x
Schaut	x
sie	x
nicht	x
traurig	x
her	x
,	x
gleich	x
einer	x
Taube	x
in	x
der	x
Fremde	x
?	x
Siehe	x
,	x
es	x
war	x
ein	x
weißes	x
Taubenpaar	x
,	x
nun	x
hat	x
der	x
Wind	x
die	x
eine	x
verstürmt	x
von	x
ihrer	x
Hälfte	x
weg	x
.	x
Ich	x
will	x
,	x
daß	x
sie	x
der	x
Grieche	x
wieder	x
mit	x
dem	x
Leib	x
zusammenfüge.	x
«	x
Diese	x
Rede	x
empfand	x
Naïra	x
sehr	x
übel	x
.	x
Sie	x
fing	x
aber	x
an	x
,	x
mit	x
falschen	x
Worten	x
ihren	x
Herrn	x
zu	x
trösten	x
,	x
und	x
sagte	x
arglistig	x
dabei	x
,	x
Jezerte	indirect
möge	indirect
wohl	indirect
vor	indirect
Gram	indirect
um	indirect
ihren	indirect
Knaben	indirect
krank	indirect
geworden	indirect
und	indirect
gestorben	indirect
sein	indirect
.	indirect
Hiemit	x
empörte	x
sie	x
des	x
Königes	x
Herz	x
und	x
schaffte	x
sich	x
selbst	x
keinen	x
Vorteil	x
,	x
vielmehr	x
ward	x
er	x
mißtrauisch	x
gegen	x
sie	x
.	x
Er	x
ging	x
und	x
sprach	x
bei	x
sich	x
:	x
Sollte	x
es	x
sein	x
,	x
wie	x
dies	x
Weib	x
mir	x
sagt	x
,	x
so	x
will	x
ich	x
doch	x
nimmer	x
das	x
Bildnis	x
vertilgen	x
.	x
Wann	x
jetzt	x
die	x
Zeit	x
der	x
heiligen	x
fünf	x
Nächte	x
kommt	x
,	x
will	x
ich	x
's	x
versenken	x
in	x
das	x
Meer	x
,	x
nicht	x
allzufern	x
der	x
Stadt	x
.	x
Es	x
sollen	x
sich	x
ergötzen	x
an	x
seiner	x
Schönheit	x
holde	x
Geister	x
in	x
der	x
Tiefe	x
,	x
und	x
der	x
Mond	x
mit	x
täuschendem	x
Schein	x
wird	x
es	x
vom	x
Grund	x
herauf	x
heben	x
.	x
Dann	x
werden	x
die	x
Schiffer	x
dies	x
Trugbild	x
sehn	x
und	x
werden	x
sich	x
des	x
Anblicks	x
freuen	x
.	x
Nicht	x
lang	x
hernach	x
,	x
da	x
der	x
König	x
vor	x
solchen	x
Gedanken	x
nicht	x
schlief	x
,	x
erhob	x
er	x
sich	x
von	x
seinem	x
Lager	x
und	x
ging	x
nach	x
dem	x
Grabmal	x
,	x
sah	x
das	x
Bild	x
,	x
daran	x
das	x
abgebrochene	x
Glied	x
vom	x
Künstler	x
mit	x
einer	x
goldenen	x
Spange	x
wieder	x
wohl	x
befestigt	x
war	x
,	x
daß	x
niemand	x
hätte	x
einen	x
Mangel	x
finden	x
können	x
,	x
der	x
es	x
nicht	x
wußte	x
.	x
Er	x
kniete	x
nieder	x
,	x
abgewendet	x
von	x
Jezerte	x
,	x
mit	x
dem	x
Gesicht	x
gegen	x
die	x
Wand	x
und	x
flehte	x
Gott	x
um	x
ein	x
gewisses	x
Zeichen	x
,	x
ob	x
das	x
Kind	x
unschuldig	x
war	x
oder	x
nicht	x
;	x
wo	x
nicht	x
,	x
so	x
wollt	x
'	x
er	x
Jezerte	x
vergessen	x
von	x
Stund	x
'	x
an	x
.	x
Er	x
hatte	x
aber	x
kaum	x
gebetet	x
,	x
so	x
ward	x
der	x
ganze	x
Raum	x
von	x
süßem	x
Duft	x
erfüllt	x
,	x
als	x
von	x
Veilchen	x
;	x
als	x
hätte	x
Jezertes	x
Hand	x
von	x
jenem	x
Gartenbeet	x
allen	x
Wohlgeruch	x
an	x
sich	x
genommen	x
und	x
jetzo	x
von	x
sich	x
gelassen	x
mit	x
eins	x
.	x
Da	x
wußte	x
Athmas	x
gewiß	x
,	x
sie	indirect
sei	indirect
ohne	indirect
Tadel	indirect
,	indirect
wie	indirect
er	indirect
und	indirect
jedermann	indirect
sie	indirect
immerdar	indirect
gehalten	indirect
;	x
sprang	x
auf	x
,	x
benetzte	x
ihre	x
Hand	x
mit	x
Tränen	x
und	x
dankte	x
seinem	x
Gott	x
.	x
Zugleich	x
gelobte	x
er	x
ein	x
großes	x
Opfer	x
und	x
ein	x
zweites	x
mit	x
reichen	x
Gaben	x
an	x
das	x
arme	x
Volk	x
,	x
wenn	x
ihm	x
der	x
Täter	x
geoffenbart	x
würde	x
.	x
Und	x
sieh	x
,	x
den	x
andern	x
Morgen	x
erschien	x
Naïra	x
zur	x
gewohnten	x
Stunde	x
nicht	x
in	x
des	x
Königs	x
Gemächern	x
und	x
ließ	x
ihm	x
sagen	x
,	x
sie	indirect
sei	indirect
krank	indirect
,	indirect
er	indirect
möge	indirect
auch	indirect
nicht	indirect
kommen	indirect
,	indirect
sie	indirect
zu	indirect
besuchen	indirect
.	indirect
Sie	x
lag	x
im	x
Bette	x
,	x
weinte	x
sehr	x
vor	x
ihren	x
Frauen	x
und	x
tobte	x
,	x
stieß	x
Verwünschungen	x
aus	x
und	x
sagte	x
nicht	x
,	x
was	indirect
mit	indirect
ihr	indirect
sei	indirect
;	x
auch	x
schickte	x
sie	x
den	x
Arzt	x
mit	x
Zorn	x
von	x
sich	x
.	x
Da	x
sie	x
nach	x
einer	x
Weile	x
stiller	x
geworden	x
,	x
rief	x
sie	x
herzu	x
ihre	x
Vertrauteste	x
und	x
wies	x
ihr	x
dar	x
ihre	x
rechte	x
Hand	x
,	x
die	x
war	x
ganz	x
schwarz	x
,	x
wie	x
schwarzes	x
Leder	x
,	x
bis	x
an	x
das	x
Gelenk	x
.	x
Und	x
sprach	x
mit	x
Lachen	x
zu	x
der	x
ganz	x
entsetzten	x
Frau	x
:	x
»	x
Diesmal	x
,	x
wenn	x
du	x
nicht	x
weißt	x
zu	x
schmeicheln	x
und	x
ein	x
Bedenken	x
hast	x
zu	x
sagen	x
,	x
sie	indirect
ist	indirect
viel	indirect
weißer	indirect
als	indirect
das	indirect
Elfenbein	indirect
und	indirect
zärter	indirect
als	indirect
ein	indirect
Lotosblatt	indirect
,	x
will	x
ich	x
dir	x
nicht	x
feind	x
sein	x
!	x
«	x
–	x
Dann	x
weinte	x
sie	x
von	x
neuem	x
,	x
besann	x
sich	x
und	x
sagte	x
mit	x
Hast	x
:	x
»	x
Nimm	x
allen	x
meinen	x
Schmuck	x
,	x
Kleider	x
und	x
Gold	x
zusammen	x
und	x
schaffe	x
,	x
daß	x
wir	x
heute	x
in	x
der	x
Nacht	x
entkommen	x
aus	x
dem	x
Schloß	x
!	x
Ich	x
will	x
aus	x
diesem	x
Lande.	x
«	x
Das	x
letzte	x
Wort	x
war	x
ihr	x
noch	x
nicht	x
vom	x
Munde	x
,	x
da	x
tat	x
sich	x
in	x
der	x
Wand	x
dem	x
Bette	x
gegenüber	x
eine	x
Tür	x
auf	x
ohne	x
Geräusch	x
,	x
die	x
war	x
bis	x
diese	x
Stunde	x
für	x
jedermann	x
verborgen	x
,	x
und	x
durch	x
sie	x
trat	x
der	x
König	x
ein	x
in	x
das	x
Gemach	x
.	x
In	x
ihrem	x
Schrecken	x
hielt	x
Naïra	x
beide	x
Hände	x
vors	x
Gesicht	x
,	x
alsdann	x
fuhr	x
sie	x
zurück	x
und	x
barg	x
sich	x
in	x
die	x
Kissen	x
.	x
Er	x
aber	x
rief	x
:	x
»	x
Bei	x
meinem	x
Haupt	x
,	x
ich	x
wollte	x
,	x
daß	x
meine	x
Augen	x
dieses	x
nicht	x
gesehen	x
hätten	x
!	x
«	x
–	x
So	x
zornig	x
er	x
auch	x
schien	x
,	x
man	x
konnte	x
doch	x
wohl	x
merken	x
,	x
daß	indirect
es	indirect
ihm	indirect
leid	indirect
tat	indirect
um	indirect
das	indirect
Weib	indirect
.	indirect
Er	x
ging	x
indes	x
,	x
wie	x
er	x
gekommen	x
war	x
,	x
und	x
sagte	x
es	x
den	x
Fürsten	x
,	x
seinen	x
Räten	x
,	x
an	x
,	x
alles	indirect
,	indirect
wie	indirect
es	indirect
gegangen	indirect
.	indirect
Diese	x
verwunderten	x
sich	x
höchlich	x
,	x
und	x
einer	x
,	x
Eldad	x
,	x
welcher	x
ihm	x
der	x
nächste	x
Vetter	x
war	x
,	x
frug	x
ihn	x
:	x
»	x
Was	x
will	x
mein	x
Herr	x
,	x
daß	x
Naïra	x
geschehe	x
,	x
und	x
was	x
dem	x
Buben	x
,	x
den	x
du	x
losgelassen	x
hattest	x
?	x
«	x
–	x
Der	x
König	x
sagte	x
:	x
»	x
Verbannet	x
sei	x
die	x
Lügnerin	x
an	x
einen	x
wüsten	x
Ort	x
.	x
Ihr	x
Blut	x
begehre	x
ich	x
nicht	x
;	x
sie	x
hat	x
den	x
Tod	x
an	x
der	x
Hand	x
.	x
Jedanja	x
mögt	x
ihr	x
fangen	x
und	x
verwahren.	x
«	x
Es	x
war	x
aber	x
im	x
Meer	x
,	x
zwo	x
Meilen	x
von	x
dem	x
Strand	x
,	x
an	x
dem	x
die	x
Stadt	x
gelegen	x
,	x
eine	x
Insel	x
,	x
von	x
Menschen	x
nicht	x
bewohnt	x
,	x
nur	x
Felsen	x
und	x
Bäume	x
.	x
Dahin	x
beschloß	x
Eldad	x
sie	indirect
bringen	indirect
zu	indirect
lassen	indirect
;	x
denn	x
beide	x
hatten	x
sich	x
immer	x
gehaßt	x
.	x
Als	x
ihr	x
nun	x
das	x
verraten	x
ward	x
,	x
obwohl	x
es	x
annoch	x
geheim	x
bleiben	x
sollte	x
,	x
sprach	x
sie	x
sogleich	x
zu	x
ihren	x
Frauen	x
:	x
»	x
Nicht	x
anderes	x
hat	x
er	x
im	x
Sinn	x
,	x
denn	x
daß	x
ich	x
dort	x
umkomme	x
.	x
Ihr	x
werdet	x
Naïra	x
nicht	x
sehen	x
von	x
dieser	x
Insel	x
wiederkehren.	x
«	x
Fortan	x
hielt	x
sie	x
sich	x
still	x
und	x
trachtete	x
auf	x
keine	x
Weise	x
dem	x
zu	x
entgehn	x
,	x
das	x
ihrer	x
wartete	x
.	x
Sie	x
machte	x
sich	x
vielmehr	x
bereit	x
zur	x
Reise	x
auf	x
den	x
andern	x
Morgen	x
.	x
Denn	x
schon	x
war	x
bestellt	x
,	x
daß	indirect
ein	indirect
Fahrzeug	indirect
drei	indirect
Stunden	indirect
vor	indirect
Tag	indirect
sie	indirect
an	indirect
der	indirect
hintern	indirect
Pforte	indirect
des	indirect
Palasts	indirect
empfange	indirect
.	indirect
Und	x
als	x
sie	x
in	x
der	x
Frühe	x
völlig	x
fertig	x
war	x
und	x
angetan	x
mit	x
einem	x
langen	x
Schleier	x
und	x
schaute	x
durchs	x
Fenster	x
herab	x
in	x
die	x
Gärten	x
,	x
da	x
der	x
Mond	x
hell	x
hinein	x
schien	x
,	x
sprach	x
sie	x
auf	x
einmal	x
zu	x
den	x
Frauen	x
:	x
»	x
Hört	x
,	x
was	x
ich	x
jetzo	x
dachte	x
,	x
indem	x
ich	x
also	x
stand	x
und	x
mir	x
mein	x
ganz	x
Elend	x
vor	x
Augen	x
war	x
.	x
Ich	x
sagte	x
