tok	cat
zu	x
heulen	x
.	x
Dennoch	x
sind	x
wir	x
überzeugt	x
,	x
daß	indirect
die	indirect
klügsten	indirect
,	indirect
patriotischsten	indirect
und	indirect
einflußreichsten	indirect
Männer	indirect
dieser	indirect
Partei	indirect
,	indirect
die	indirect
zu	indirect
ermessen	indirect
verstehen	indirect
,	indirect
welchen	indirect
Gefahren	indirect
ihre	indirect
Dynastie	indirect
und	indirect
sie	indirect
selbst	indirect
durch	indirect
einen	indirect
deutschen	indirect
Krieg	indirect
entgegengehen	indirect
,	indirect
diejenigen	indirect
sein	indirect
werden	indirect
,	indirect
welche	indirect
noch	indirect
in	indirect
dem	indirect
letzten	indirect
Momente	indirect
zu	indirect
einem	indirect
Frieden	indirect
mit	indirect
Ehren	indirect
rathen	indirect
werden	indirect
.	indirect
--	x
Die	x
Gothaer	x
Partei	x
,	x
welche	x
in	x
einer	x
sehr	x
zerflossenen	x
Stellung	x
noch	x
in	x
Preußen	x
vorhanden	x
ist	x
,	x
und	x
gerne	x
ihren	x
stark	x
in	x
Verruf	x
gekommenen	x
Namen	x
mit	x
dem	x
der	x
constitutionellen	x
Partei	x
vertauschen	x
möchte	x
,	x
schreit	x
am	x
allerlustigsten	x
nach	x
einen	x
deutschen	x
Kriege	x
--	x
nach	x
einem	x
Kriege	x
um	x
jeden	x
Preis	x
.	x
Die	x
guten	x
,	x
blödsinnigen	x
und	x
politisch	x
ganz	x
unzurechnungsfähigen	x
Leute	x
,	x
welche	x
diese	x
Partei	x
bilden	x
,	x
sind	x
in	x
der	x
That	x
der	x
Meinung	x
,	x
daß	indirect
der	indirect
Krieg	indirect
sie	indirect
rehabilitiren	indirect
und	indirect
ihre	indirect
Chefs	indirect
Gagern	indirect
,	indirect
Dahlmann	indirect
,	indirect
Bassermann	indirect
u.	indirect
s.	indirect
w.	indirect
wiederum	indirect
zur	indirect
Macht	indirect
emporheben	indirect
könne	indirect
.	indirect
Sie	x
haben	x
keine	x
Ahnung	x
davon	x
,	x
daß	indirect
sie	indirect
höchstens	indirect
zu	indirect
einem	indirect
Tritte	indirect
tauglich	indirect
sind	indirect
,	indirect
auf	indirect
dem	indirect
ihre	indirect
erbittersten	indirect
Feinde	indirect
,	indirect
die	indirect
Demokraten	indirect
,	indirect
zur	indirect
Macht	indirect
emporsteigen	indirect
können	indirect
.	indirect
Es	x
ist	x
charakteristifch	x
von	x
diesen	x
Leuten	x
,	x
welche	x
sich	x
vorzugsweise	x
deutsch	x
nennen	x
,	x
daß	x
sie	x
die	x
Ersten	x
und	x
die	x
Eifrigsten	x
gewesen	x
,	x
einen	x
Krieg	x
zwischen	x
deutschen	x
Stämmen	x
als	x
eine	x
nothwendige	x
deutsche	x
Aufgabe	x
zu	x
predigen	x
.	x
Sie	x
haben	x
jetzt	x
kein	x
sehnlicheren	x
Wunsch	x
,	x
als	x
recht	x
bald	x
von	x
einem	x
Zusammenstoße	x
zwischen	x
Bayern	x
u.	x
Preußen	x
in	x
Kurhessen	x
,	x
zu	x
hören	x
.	x
Wie	x
alle	x
ohnmächtigen	x
und	x
impotenten	x
Parteien	x
sind	x
sie	x
gewaltig	x
kühn	x
mit	x
dem	x
Munde	x
.	x
Wenn	x
der	x
Tag	x
der	x
Gefahr	x
kommt	x
,	x
werden	x
sie	x
sich	x
jedoch	x
unzweifelhaft	x
zeigen	x
--	x
wie	x
sie	x
sich	x
in	x
Frankfurt	x
gezeigt	x
haben	x
-unweise	x
,	x
unmächtig	x
und	x
unzuverlässig	x
.	x
--	x
Ohne	x
Zweifel	x
fühlen	x
die	x
Männer	x
,	x
welche	x
an	x
der	x
Spitze	x
der	x
preuß	x
.	x
Regierung	x
stehen	x
,	x
die	x
ganze	x
Gefahr	x
ihrer	x
Lage	x
,	x
falls	x
sie	x
in	x
einem	x
ausbrechenden	x
Kriege	x
sich	x
auf	x
die	x
Demokraten	x
ihres	x
Landes	x
oder	x
auf	x
die	x
Gothaer	x
,	x
deren	x
unfreiwillige	x
Werkzeuge	x
-das	x
sind	x
sie	x
ja	x
auch	x
im	x
Jahre	x
1848	x
gewesen	x
-stützen	x
müßten	x
.	x
Die	x
Wunden	x
,	x
welche	x
dem	x
Könige	x
die	x
Revolution	x
in	x
den	x
Märztagen	x
schlug	x
,	x
werden	x
nie	x
vernarben	x
.	x
Der	x
Prinz	x
von	x
Preußen	x
,	x
welcher	x
wie	x
ein	x
Mann	x
,	x
der	x
außer	x
dem	x
Gesetze	x
steht	x
,	x
verkleidet	x
,	x
auf	x
Feldwegen	x
,	x
aus	x
seinem	x
Vaterlande	x
fliehen	x
mußte	x
,	x
wird	x
nie	x
einen	x
Vertrag	x
mit	x
den	x
Demokraten	x
freiwillig	x
schließen	x
wollen	x
.	x
Die	x
Mitglieder	x
der	x
Dynastie	x
fühlen	x
überhäupt	x
instinktmäßig	x
die	x
starre	x
Consequenz	x
in	x
dem	x
demokratischen	x
Prinzipe	x
heraus	x
,	x
welches	x
sich	x
den	x
Thronen	x
gegenüber	x
,	x
nie	x
anders	x
als	x
feindlich	x
kundgegeben	x
kann	x
.	x
Man	x
ist	x
in	x
Berlin	x
wohl	x
entschlossen	x
,	x
den	x
Krieg	x
zu	x
beginnen	x
,	x
ohne	x
Concessionen	x
an	x
die	x
Revolution	x
selbst	x
,	x
oder	x
an	x
ihr	x
Mittelglied	x
,	x
die	x
Gothaer	x
,	x
zu	x
machen	x
.	x
Ob	x
er	x
sich	x
enden	x
kann	x
,	x
ohne	x
solche	x
Zugeständnisse	x
,	x
diese	x
Betrachtung	x
erfüllt	x
gewiß	x
die	x
preußischen	x
Staatsmänner	x
,	x
und	x
nicht	x
ohne	x
Grund	x
,	x
mit	x
schweren	x
Sorgen	x
.	x
Die	x
Ereignisse	x
in	x
Kurhessen	x
.	x
Fulda	x
,	x
10	x
.	x
Nov.	x
Gestern	x
zog	x
das	x
Hauptquartier	x
mit	x
der	x
Avantgarde	x
um	x
2	x
Uhr	x
hier	x
ein	x
;	x
General	x
Fürst	x
Taxis	x
wurde	x
,	x
sowie	x
die	x
Truppen	x
sehr	x
gut	x
empfangen	x
.	x
Die	x
einrückenden	x
Truppen	x
stellten	x
sich	x
auf	x
dem	x
Domplatze	x
auf	x
,	x
Fürst	x
Taxis	x
ließ	x
die	x
Offiziere	x
vortreten	x
und	x
dankte	x
denselben	x
für	x
den	x
an	x
den	x
Tag	x
gelegten	x
E	x
mit	x
herzlichen	x
und	x
doch	x
soldatischen	x
Wer	x
.	x
Dann	x
trat	x
er	x
zu	x
dem	x
k.	x
k.	x
Jäger=Bat	x
.	x
und	x
ließ	x
sich	x
einen	x
Mann	x
vorstellen	x
,	x
den	x
auch	x
er	x
über	x
die	x
Verwundung	x
seines	x
Kameraden	x
trösten	x
wollte	x
.	x
Zur	x
Erläuterung	x
des	x
Vorfalles	x
Folgendes	x
:	x
Die	x
bei	x
Bronzell	x
verwundeten	x
Jäger	x
wurden	x
in	x
unser	x
Hauptquartier	x
nach	x
Löschenrod	x
gebracht	x
und	x
dort	x
bestens	x
gepflegt	x
.	x
Es	x
drängte	x
mich	x
,	x
diesen	x
armen	x
braven	x
Leuten	x
auch	x
meinen	x
schwachen	x
Trost	x
zu	x
geben	x
,	x
ich	x
trat	x
vor	x
das	x
Lager	x
und	x
sprach	x
ihnen	x
Muth	x
zu	x
,	x
sie	x
bedurften	x
es	x
vielweniger	x
als	x
ein	x
öster	x
.	x
Jäger	x
,	x
der	x
neben	x
einem	x
der	x
Verwundeten	x
in	x
voller	x
Rüstung	x
stand	x
und	x
bitterlich	x
weinte	x
.	x
Jch	x
schloß	x
aus	x
dieser	x
erschütternden	x
Mitleidsbezeugung	x
,	x
daß	indirect
der	indirect
einem	indirect
„	indirect
Mißverständniß	indirect
“	indirect
Geopferte	indirect
sein	indirect
Bruder	indirect
sein	indirect
müßte	indirect
,	x
und	x
fragte	x
ihn	x
hierüber	x
.	x
„	x
Nein	x
antwortete	x
er	x
mir	x
,	x
unter	x
heftigem	x
Schluchzen	x
,	x
er	x
ist	x
blos	x
ein	x
Kamerad	x
;	x
haben	x
wir	x
gemacht	x
die	x
zwei	x
Feldzüge	x
in	x
Ungarn	x
immer	x
nebeneinander	x
,	x
nix	x
passirt	x
--	x
und	x
jetzt	x
muß	x
ihn	x
schießen	x
ein	x
so	x
Malefiz	x
--	x
Fritz	x
!	x
(	x
Preuße	x
)	x
.	x
“	x
Die	x
Offiziere	x
der	x
Kompagnie	x
,	x
der	x
Arzt	x
,	x
alle	x
versuchten	x
dem	x
trostlosen	x
Kameraden	x
vorzustellen	x
,	x
die	indirect
Wunde	indirect
sei	indirect
nicht	indirect
tödtlich	indirect
--	x
umsonst	x
--	x
er	x
glaubte	x
,	x
der	indirect
Freund	indirect
müsse	indirect
sterben	indirect
,	indirect
und	indirect
er	indirect
würde	indirect
ihm	indirect
dann	indirect
in	indirect
's	indirect
Grab	indirect
folgen	indirect
.	indirect
Dieser	x
war	x
es	x
nun	x
,	x
den	x
der	x
Fürst	x
Taxis	x
selbst	x
beruhigen	x
wollte	x
,	x
indem	x
er	x
ihm	x
versprach	x
,	x
der	indirect
Verwundete	indirect
solle	indirect
im	indirect
Spitale	indirect
zu	indirect
Fulda	indirect
gut	indirect
untergebracht	indirect
werden	indirect
und	indirect
er	indirect
könne	indirect
ihn	indirect
dann	indirect
täglich	indirect
besuchen	indirect
.	indirect
Dieser	x
Zuspruch	x
von	x
seinem	x
eigenen	x
General	x
schien	x
ihn	x
zufrieden	x
zu	x
stellen	x
!	x
Daß	indirect
ein	indirect
solcher	indirect
Zug	indirect
die	indirect
Liebe	indirect
und	indirect
das	indirect
Vertrauen	indirect
einer	indirect
Truppe	indirect
für	indirect
ihren	indirect
neuen	indirect
General	indirect
,	indirect
der	indirect
ihr	indirect
in	indirect
Gesinnungen	indirect
und	indirect
Tüchtigkeit	indirect
nur	indirect
dem	indirect
Rufe	indirect
nach	indirect
bekannt	indirect
ist	indirect
,	indirect
schnell	indirect
gewinnt	indirect
,	x
brauche	x
ich	x
Jhnen	x
nicht	x
zu	x
sagen	x
.	x
Fulda	x
,	x
14	x
.	x
Nov.	x
Es	x
sind	x
Gegenbefehle	x
gekommen	x
,	x
und	x
das	x
Hauptquartier	x
bleibt	x
noch	x
einige	x
Tage	x
hier	x
.	x
Der	x
Grund	x
der	x
Zögerung	x
liegt	x
darin	x
,	x
daß	x
man	x
von	x
Stunde	x
zu	x
Stunde	x
die	x
völlige	x
Räumung	x
Kurhessens	x
von	x
den	x
preuß	x
.	x
Truppen	x
erwatet	x
.	x
Es	x
soll	x
dies	x
in	x
Folge	x
einer	x
in	x
Wien	x
zu	x
Stande	x
gekommenen	x
Uebereinkunft	x
geschehen	x
.	x
Die	x
in	x
Schlüchtern	x
gestandene	x
Nachhut	x
ist	x
seit	x
gestern	x
in	x
der	x
Stadt	x
,	x
nachdem	x
die	x
Avantgarde	x
bis	x
Hünfeld	x
vorgeschoben	x
war	x
.	x
Ein	x
Theil	x
der	x
Reiterei	x
ist	x
links	x
in	x
die	x
Dörfer	x
anf	x
den	x
Straßen	x
nach	x
Lauterbach	x
und	x
Alsfeld	x
gelegt	x
worden	x
.	x
Das	x
Corps	x
des	x
F.=M.=L	x
.	x
Legeditsch	x
kam	x
gestern	x
in	x
Bischoffsheim	x
an	x
der	x
Rhön	x
,	x
6	x
Stunden	x
von	x
hier	x
,	x
an	x
.	x
Der	x
hiesige	x
Bürgerverein	x
ist	x
vom	x
Bezirksdirektor	x
bis	x
auf	x
Weiteres	x
geschlossen	x
und	x
die	x
Ausgabe	x
der	x
Hornisse	x
und	x
Neuen	x
hessischen	x
Zeitung	x
verboten	x
worden	x
.	x
v.	x
Warnsdorf	x
,	x
Obergerichtspräsident	x
,	x
ist	x
,	x
um	x
der	x
starken	x
Einquartierung	x
zu	x
entgehen	x
,	x
um	x
seine	x
Entlassung	x
eingekommen	x
.	x
Ein	x
Gleiches	x
that	x
Obergerichtsrath	x
Pfeifer	x
.	x
--	x
Es	x
verdient	x
bemerkt	x
zu	x
werden	x
,	x
daß	indirect
Graf	indirect
Rechberg	indirect
Bundescivilkommissär	indirect
,	indirect
immer	indirect
zu	indirect
Pferde	indirect
mit	indirect
voran	indirect
ist	indirect
,	indirect
so	indirect
auch	indirect
bei	indirect
dem	indirect
Zusammenstoß	indirect
bei	indirect
Bronnzell	indirect
,	indirect
obgleich	indirect
sein	indirect
Körper	indirect
gerade	indirect
nicht	indirect
für	indirect
Kriegsstrapazen	indirect
geschaffen	indirect
zu	indirect
sein	indirect
scheint	indirect
.	indirect
Er	x
befindet	x
sich	x
stets	x
an	x
der	x
Seite	x
des	x
Fürsten	x
von	x
Thurn	x
und	x
Taris	x
.	x
Deutschland	x
.	x
Vom	x
obern	x
Neckar	x
,	x
10	x
.	x
Nov	x
.	x
Die	x
Auflösung	x
der	x
Revidirenden	x
,	x
in	x
Verbindung	x
mit	x
der	x
Auflösung	x
des	x
Gesetzes	x
vom	x
1	x
.	x
Juli	x
1849	x
,	x
hat	x
allerwärts	x
auch	x
in	x
unserer	x
Gegend	x
unter	x
allen	x
Gutgesinnten	x
den	x
besten	x
Eindruck	x
hervorgerufen	x
,	x
und	x
die	x
Regierung	x
hat	x
sich	x
durch	x
diese	x
Maßregel	x
,	x
zu	x
welcher	x
es	x
doch	x
endlich	x
kommen	x
mußte	x
,	x
den	x
aufrichtigsten	x
Dank	x
aller	x
wahren	x
Vaterlandsfreunde	x
erworben	x
.	x
Man	x
ist	x
nachgerade	x
des	x
Treibens	x
von	x
Versammlungen	x
,	x
die	x
das	x
Revolutionsprinzip	x
im	x
Lande	x
permanent	x
zu	x
machen	x
suchten	x
,	x
und	x
dieses	x
zu	x
keinen	x
geordneten	x
Zuständen	x
kommen	x
ließen	x
,	x
herzlich	x
satt	x
geworden	x
.	x
Die	x
demokratische	x
Partei	x
ist	x
durch	x
das	x
thatkräftige	x
Auftreten	x
der	x
Regierung	x
verblüfft	x
,	x
und	x
setzt	x
jetzt	x
ihre	x
Haupthoffnung	x
auf	x
einen	x
Krieg	x
,	x
welcher	x
,	x
wie	x
sie	x
meint	x
,	x
Deutschland	indirect
in	indirect
neue	indirect
Verwirrung	indirect
stürzen	indirect
und	indirect
aus	indirect
dem	indirect
allgemeinen	indirect
Unglücke	indirect
ihrem	indirect
Revolutionsgelüste	indirect
einen	indirect
neuen	indirect
Glücksstern	indirect
anfgehen	indirect
lassen	indirect
werde	indirect
.	indirect
Wir	x
vertrauen	x
indessen	x
zu	x
Gott	x
,	x
der	x
Deutschlands	x
Geschicke	x
lenkt	x
,	x
daß	indirect
diese	indirect
ihre	indirect
Erwartung	indirect
nicht	indirect
wird	indirect
erfüllt	indirect
werden	indirect
.	indirect
Möge	x
jedenfalls	x
unsere	x
Regierung	x
auf	x
dem	x
von	x
ihr	x
betretenen	x
Wege	x
fest	x
und	x
unbeirrt	x
weiter	x
gehen	x
und	x
mit	x
konsequenter	x
Energie	x
diejenigen	x
Maßnahmen	x
ergreifen	x
,	x
welche	x
uns	x
von	x
der	x
jetzigen	x
Unstätigkeit	x
unserer	x
Verhältnisse	x
erlösen	x
und	x
dem	x
Geist	x
des	x
Ungehorsams	x
und	x
der	x
Entsittlichung	x
in	x
Vereinen	x
und	x
in	x
der	x
Presse	x
steuern	x
!	x
Das	x
Volk	x
hat	x
das	x
Vertrauen	x
zu	x
seinem	x
königlichen	x
Führer	x
,	x
der	x
in	x
langer	x
Regierung	x
die	x
überzeugendsten	x
Proben	x
seiner	x
wahrhaft	x
landesväterlichen	x
Gesinnung	x
gegeben	x
,	x
daß	x
es	x
mit	x
der	x
Hilfe	x
Gottes	x
seiner	x
Weisheit	x
und	x
seinem	x
Heldenarm	x
gelingen	x
werde	x
,	x
das	x
Staatsschiff	x
Württembergs	x
auch	x
jetzt	x
durch	x
die	x
hochgehende	x
Brandung	x
glücklich	x
und	x
unversehrt	x
hindurchzuführen	x
.	x
Stuttgart	x
,	x
14	x
.	x
Nov	x
.	x
Die	x
heutige	x
Württ	x
.	x
Z.	x
bringt	x
das	x
Protokoll	x
der	x
Sitzung	x
,	x
welche	x
der	x
ungesetzliche	x
Ausschuß	x
der	x
aufgelösten	x
Landesversammlung	x
in	x
Gegenwart	x
sämmtlicher	x
Mitglieder	x
(	x
mit	x
Ausnahme	x
von	x
Mack	x
,	x
welcher	x
sich	x
in	x
Urlaub	x
[	x
Wer	x
hat	x
ihn	x
ertheilt	x
?	x
]	x
befinden	x
soll	x
,	x
)	x
am	x
11	x
.	x
Nov.	x
hielt	x
,	x
und	x
deren	x
Beschlüsse	x
dahin	x
lauten	x
:	x
1	x
)	x
der	x
unterm	x
6	x
.	x
Nov.	x
1850	x
von	x
der	x
Landesversammlung	x
„	x
verfassungsmäßig	x
“	x
gewählte	x
Ausschuß	x
erachtet	x
es	x
für	x
seine	x
„	x
heilige	x
“	x
Pflicht	x
,	x
ohne	indirect
Rücksicht	indirect
auf	indirect
die	indirect
an	indirect
der	indirect
Verfassung	indirect
und	indirect
gegen	indirect
den	indirect
Beruf	indirect
des	indirect
Ausschusses	indirect
verübte	indirect
Gewalt	indirect
,	indirect
seinem	indirect
„	indirect
gesetzlichen	indirect
“	indirect
Beruf	indirect
nach	indirect
Kräften	indirect
obzuliegen	indirect
;	indirect
insbesondere	indirect
2	indirect
)	indirect
die	indirect
Rechte	indirect
des	indirect
Landes	indirect
„	indirect
den	indirect
Vorschriften	indirect
der	indirect
Verfassung	indirect
gemäß	indirect
,	indirect
zu	indirect
wahren	indirect
,	indirect
3	indirect
)	indirect
die	indirect
Verwaltung	indirect
der	indirect
Staatsschuldenzahlungskasse	indirect
mit	indirect
allen	indirect
ihm	indirect
zu	indirect
Gebot	indirect
stehenden	indirect
„	indirect
gesetzlichen	indirect
“	indirect
Mitteln	indirect
den	indirect
Bestimmungen	indirect
der	indirect
Verfassung	indirect
und	indirect
vertragsmäßigen	indirect
Rechten	indirect
der	indirect
Staatsgläubiger	indirect
gemäß	indirect
,	indirect
sowie	indirect
im	indirect
Jnteresse	indirect
des	indirect
Staatskredits	indirect
fortzuführen	indirect
!	indirect
4	indirect
)	indirect
gegenwärtiges	indirect
Protokoll	indirect
der	indirect
Oeffentlichkeit	indirect
zu	indirect
übergeben	indirect
.	indirect
Unterzeichnet	x
:	x
Schoder	x
,	x
Rödinger	x
,	x
Stockmayer	x
,	x
Schnitzer	x
,	x
Moriz	x
Mohl	x
,	x
A.	x
Seeger	x
,	x
Reyscher	x
,	x
Tafel	x
,	x
Fetzer	x
,	x
Schweickhardt	x
,	x
Pfähler.	x
“	x
Diese	x
Erklärung	x
einer	x
gegen	x
den	x
Befehl	x
der	x
Regierung	x
und	x
gegen	x
die	x
Bestimmung	x
des	x
§	x
.	x
89	x
unserer	x
Verfassungsurkunde	x
sich	x
als	x
„	x
Ausschuß	x
“	x
gerirenden	x
Versammlung	x
von	x
Privaten	x
ist	x
ein	x
offener	x
Aufruf	x
zum	x
Ungehorsam	x
und	x
zur	x
Unbotmäßigkeit	x
gegen	x
die	x
bestehende	x
rechtliche	x
Regierung	x
.	x
Der	x
Pseudoausschuß	x
hat	x
sich	x
des	x
Hochverraths	x
schuldig	x
gemacht	x
,	x
und	x
diejenigen	x
,	x
welche	x
seine	x
Befehle	x
und	x
Verordnungen	x
annahmen	x
,	x
sind	x
in	x
gleicher	x
Verdammniß	x
.	x
Der	x
§	x
.	x
89	x
der	x
Verfassung	x
hat	x
den	x
Nothstand	x
des	x
Staates	x
vorgesehen	x
;	x
dieser	x
ist	x
wie	x
durch	x
den	x
drohenden	x
äußeren	x
Krieg	x
,	x
so	x
durch	x
inneres	x
Zerwürfniß	x
veranlaßt	x
worden	x
,	x
und	x
über	x
die	x
Zweckmäßigkeit	x
seiner	x
Anwendung	x
kann	x
bei	x
Allen	x
,	x
welche	x
für	x
Ordnung	x
und	x
Recht	x
noch	x
Sinn	x
haben	x
,	x
kein	x
Zweifel	x
sein	x
.	x
Die	x
Maßregel	x
der	x
Regierung	x
war	x
eine	x
verfassungsmäßige	x
,	x
und	x
Privaten	x
(	x
die	x
Mitglieder	x
des	x
Pseudo=Ausschusses	x
sind	x
aber	x
nichts	x
anderts	x
)	x
steht	x
bloß	x
das	x
in	x
dem	x
§	x
.	x
36	x
ff	x
.	x
der	x
Verfassung	x
bestimmte	x
Beschwerderecht	x
der	x
Staatsbürger	x
,	x
aber	x
keineswegs	x
ein	x
Befehl	x
und	x
Aufruf	x
zur	x
Widersetzlichkeit	x
zu	x
.	x
Die	x
auf	x
dem	x
Boden	x
der	x
Verfassung	x
stehende	x
Regierung	x
hat	x
nicht	x
bloß	x
das	x
Recht	x
,	x
den	x
verfassungsmäßigen	x
Gehorsam	x
der	x
Staatsbürger	x
und	x
Staatsdiener	x
zu	x
fordern	x
,	x
sondern	x
auch	x
die	x
heilige	x
Pflicht	x
,	x
mit	x
der	x
ganzen	x
Schärfe	x
des	x
Gesetzes	x
gegen	x
diejenigen	x
einzuschreiten	x
,	x
welche	x
durch	x
Advokatenstreiche	x
Staatsstreiche	x
verursachen	x
wollen	x
,	x
und	x
den	x
verdeckten	x
Hochverrath	x
predigen	x
.	x
Die	x
Regierung	x
wird	x
ihre	x
Pflicht	x
nicht	x
verabsäumen	x
,	x
solche	x
Angriffe	x
gegen	x
ihr	x
gutes	x
Recht	x
in	x
die	x
Schranken	x
zu	x
weisen	x
,	x
und	x
das	x
Vertrauen	x
aller	x
rechtlichen	x
Bürger	x
zu	x
rechtfertigen	x
,	x
welche	x
in	x
dem	x
Regimente	x
des	x
§	x
.	x
89	x
vor	x
der	x
Hand	x
die	x
einzige	x
Wahrung	x
der	x
Verfassung	x
,	x
des	x
Rechtes	x
und	x
der	x
Ordnung	x
im	x
Lande	x
erkennen	x
.	x
Dresden	x
,	x
10	x
.	x
Nov.	x
Ueber	x
die	x
Stellung	x
und	x
Verwendung	x
unserer	x
Truppen	x
kann	x
ich	x
Jhnen	x
folgende	x
Mittheilungen	x
machen	x
,	x
die	x
Jhnen	x
um	x
so	x
erwünschter	x
sein	x
werden	x
,	x
da	x
von	x
dergleichen	x
in	x
einem	x
Theile	x
der	x
sächsischen	x
Blätter	x
aus	x
Vorsicht	x
,	x
in	x
dem	x
andern	x
aus	x
Jgnoranz	x
nicht	x
die	x
Rede	x
ist	x
.	x
Jch	x
selbst	x
würde	x
