tok	cat
Jahren	x
war	x
's	x
,	x
da	x
lebte	x
in	x
Z.	x
eine	x
blutarme	x
Witwe	x
,	x
die	x
sich	x
und	x
ihren	x
Sohn	x
durch	x
ein	x
Gewerbe	x
ernährte	x
,	x
von	x
dem	x
zwei	x
Menschen	x
in	x
einem	x
so	x
kleinen	x
Städtchen	x
schwerlich	x
satt	x
werden	x
;	x
sie	x
war	x
eine	x
Zuckerbäckerin	x
.	x
Die	x
Frau	x
hieß	x
Miriam	x
Runnstein	x
.	x
Der	x
Sohn	x
half	x
der	x
Mutter	x
,	x
kaum	x
daß	x
er	x
gehen	x
und	x
rechnen	x
konnte	x
:	x
er	x
war	x
Verkäufer	x
der	x
Ware	x
.	x
Unermüdlich	x
lief	x
der	x
kleine	x
Schmule	x
durch	x
die	x
Straßen	x
und	x
rief	x
:	x
»	x
Kauft	x
Fladen	x
!	x
Fladen	x
und	x
Zuckermandeln	x
!	x
Kauft	x
!	x
kauft	x
!	x
«	x
Aber	x
es	x
giebt	x
wenige	x
Näscher	x
in	x
der	x
»	x
Gasse	x
«	x
,	x
und	x
Hochzeiten	x
und	x
Beschneidungen	x
,	x
wo	x
man	x
eine	x
Zuckerbäckerin	x
ins	x
Haus	x
nimmt	x
,	x
kommen	x
auch	x
nicht	x
täglich	x
vor	x
.	x
Die	x
Kreuzer	x
flossen	x
nur	x
sehr	x
spärlich	x
in	x
die	x
kleine	x
Wirtschaft	x
,	x
und	x
der	x
Hunger	x
thut	x
weh	x
;	x
der	x
arme	x
Schmule	x
weinte	x
oft	x
bittere	x
Thränen	x
über	x
seinen	x
süßen	x
Kram	x
.	x
Die	x
beste	x
Kundschaft	x
,	x
die	x
er	x
hatte	x
,	x
wohnte	x
eine	x
halbe	x
Meile	x
vom	x
Städtchen	x
,	x
hoch	x
oben	x
auf	x
dem	x
Schlosse	x
.	x
Dieses	x
Schloß	x
gehörte	x
damals	x
dem	x
Baron	x
Wodnicki	x
,	x
Alfred	x
Wodnicki	x
,	x
der	x
überaus	x
reich	x
war	x
und	x
trotz	x
seiner	x
Verschwendung	x
kaum	x
mehr	x
verbrauchen	x
konnte	x
,	x
als	x
das	x
Erträgnis	x
seiner	x
ungeheuren	x
Güter	x
.	x
Er	x
lebte	x
fast	x
nie	x
auf	x
dem	x
Schlosse	x
,	x
weil	x
es	x
ihm	x
dort	x
zu	x
still	x
und	x
zu	x
langweilig	x
war	x
,	x
sondern	x
entweder	x
in	x
Paris	x
oder	x
in	x
Baden-Baden	x
.	x
Und	x
zwar	x
lebte	x
er	x
in	x
Baden-Baden	x
,	x
wenn	x
seine	x
Frau	x
in	x
Paris	x
war	x
,	x
und	x
ging	x
nach	x
Paris	x
,	x
wenn	x
seine	x
Frau	x
nach	x
Baden-Baden	x
kam	x
.	x
Es	x
war	x
das	x
eine	x
friedliche	x
Vereinbarung	x
zwischen	x
den	x
Gatten	x
und	x
sie	x
vertrugen	x
sich	x
im	x
Übrigen	x
ganz	x
gut	x
.	x
Auch	x
der	x
einzige	x
Sprößling	x
aus	x
dieser	x
Ehe	x
,	x
der	x
junge	x
Baron	x
Wladislaus	x
,	x
lebte	x
nicht	x
auf	x
dem	x
Schlosse	x
,	x
sondern	x
wurde	x
in	x
einer	x
Jesuitenschule	x
bei	x
Krakau	x
erzogen	x
.	x
Es	x
hauste	x
also	x
oben	x
nur	x
das	x
Gesinde	x
.	x
Nun	x
kennt	x
man	x
vielleicht	x
das	x
Sprichwort	x
der	x
Polen	x
:	x
»	x
Er	x
ist	x
faul	x
und	x
genäschig	x
wie	x
ein	x
Lakai.	x
«	x
Das	x
traf	x
auch	x
diesmal	x
zu	x
.	x
Der	x
kleine	x
Schmule	x
fand	x
immer	x
seine	x
Rechnung	x
dabei	x
,	x
wenn	x
er	x
mit	x
seinem	x
Korbe	x
hinaufgekeucht	x
kam	x
,	x
und	x
machte	x
daher	x
unverdrossen	x
in	x
Sonnenhitze	x
und	x
Winterkälte	x
den	x
weiten	x
Weg	x
.	x
Freilich	x
bekam	x
er	x
schier	x
zu	x
jedem	x
Kreuzer	x
auch	x
einen	x
Puff	x
,	x
aber	x
daran	x
wird	x
ein	x
jüdisch	x
Kind	x
in	x
Podolien	x
mit	x
der	x
Zeit	x
gewöhnt	x
.	x
So	x
war	x
er	x
allmählich	x
dreizehn	x
Jahre	x
alt	x
geworden	x
und	x
wer	x
weiß	x
,	x
wie	indirect
lange	indirect
er	indirect
noch	indirect
mit	indirect
den	indirect
Fladen	indirect
und	indirect
den	indirect
Zuckermandeln	indirect
seiner	indirect
Mutter	indirect
herumhausiert	indirect
hätte	indirect
,	x
wäre	x
nicht	x
jenes	x
Ereignis	x
eingetreten	x
,	x
welches	x
ihn	x
aus	x
einem	x
Kreisel	x
zu	x
einem	x
Pfeil	x
machte	x
.	x
Das	x
war	x
im	x
August	x
,	x
an	x
einem	x
sehr	x
heißen	x
Tage	x
und	x
gegen	x
die	x
Mittagsstunde	x
.	x
Schmule	x
keuchte	x
wieder	x
einmal	x
den	x
steilen	x
Weg	x
zum	x
Schlosse	x
empor	x
und	x
lief	x
fast	x
trotz	x
der	x
großen	x
Hitze	x
.	x
Denn	x
diesmal	x
hatte	x
er	x
es	x
besonders	x
eilig	x
,	x
es	x
war	x
Freitag	x
und	x
im	x
Hause	x
kein	x
Kreuzer	x
,	x
den	x
Sabbath	x
zu	x
rüsten	x
,	x
und	x
wenn	x
der	x
Hunger	x
an	x
jedem	x
Tage	x
weh	x
thut	x
,	x
am	x
Sabbath	x
thut	x
er	x
doppelt	x
weh	x
.	x
Wie	x
Schmule	x
so	x
hinauflief	x
in	x
seiner	x
Herzensangst	x
und	x
berechnete	x
,	x
was	indirect
noch	indirect
in	indirect
der	indirect
letzten	indirect
Stunde	indirect
Alles	indirect
zu	indirect
kaufen	indirect
sei	indirect
,	x
überhörte	x
er	x
es	x
,	x
daß	x
Hufklang	x
immer	x
näher	x
scholl	x
,	x
bis	x
er	x
sich	x
endlich	x
nur	x
noch	x
knapp	x
durch	x
einen	x
Sprung	x
vor	x
dem	x
Reiter	x
retten	x
konnte	x
,	x
der	x
im	x
Galopp	x
den	x
steilen	x
Weg	x
heruntergesprengt	x
kam	x
.	x
Es	x
war	x
ein	x
blasser	x
Jüngling	x
mit	x
einer	x
Jagdbüchse	x
auf	x
der	x
Schulter	x
,	x
der	x
junge	x
Baron	x
Wladislaus	x
Wodnicki	x
,	x
der	x
eben	x
zu	x
den	x
Ferien	x
nach	x
dem	x
väterlichen	x
Schlosse	x
heimgekehrt	x
war	x
.	x
Er	x
lachte	x
laut	x
auf	x
,	x
als	x
er	x
den	x
häßlichen	x
Judenjungen	x
gewahrte	x
,	x
der	x
vor	x
Schreck	x
zitterte	x
und	x
in	x
seiner	x
Angst	x
vergessen	x
hatte	x
,	x
die	x
Kappe	x
zu	x
ziehen	x
.	x
Dann	x
wandte	x
er	x
sein	x
Roß	x
und	x
ritt	x
langsam	x
auf	x
Schmule	x
zu	x
,	x
bis	x
er	x
dicht	x
vor	x
ihm	x
hielt	x
.	x
Dieser	x
drückte	x
sich	x
zitternd	x
an	x
die	x
Bergwand	x
.	x
»	x
Warum	x
hast	x
Du	x
nicht	x
gegrüßt	x
,	x
Du	x
Judenhund	x
?	x
«	x
fragte	x
der	x
junge	x
Baron	x
und	x
schwang	x
die	x
Reitpeitsche	x
.	x
–	x
»	x
Weil	x
ich	x
so	x
er..	x
schrocken	x
war	x
,	x
«	x
stammelte	x
Schmule	x
.	x
Der	x
junge	x
Mensch	x
ließ	x
die	x
Reitpeitsche	x
sinken	x
und	x
dachte	x
einen	x
Augenblick	x
nach	x
.	x
Dann	x
lachte	x
er	x
hell	x
auf	x
.	x
»	x
Also	x
Du	x
fürchtest	x
Dich	x
sehr	x
vor	x
dem	x
Pferd	x
?	x
«	x
fragte	x
er	x
.	x
»	x
Nun	x
,	x
so	x
höre	x
!	x
Du	x
stellst	x
Dich	x
hierher	x
!	x
«	x
Er	x
wies	x
auf	x
die	x
Mitte	x
des	x
Weges	x
.	x
»	x
Hierher	x
!	x
«	x
wiederholte	x
er	x
zornig	x
und	x
der	x
Junge	x
stellte	x
sich	x
zitternd	x
an	x
den	x
angewiesenen	x
Platz	x
.	x
»	x
Und	x
von	x
dieser	x
Stelle	x
rührst	x
Du	x
Dich	x
nicht	x
,	x
bis	x
ich	x
es	x
Dir	x
erlaube	x
,	x
hörst	x
Du	x
?	x
Weh	x
'	x
Dir	x
,	x
wenn	x
Du	x
einen	x
Schritt	x
thust	x
«	x
–	x
er	x
griff	x
an	x
seine	x
Büchse	x
–	x
»	x
bei	x
allen	x
Heiligen	x
,	x
ich	x
schieße	x
Dich	x
nieder	x
wie	x
einen	x
tollen	x
Hund	x
!	x
«	x
Damit	x
sprengte	x
er	x
den	x
Berg	x
empor	x
,	x
wendete	x
dort	x
sein	x
Pferd	x
und	x
kam	x
blitzschnell	x
wieder	x
den	x
Weg	x
herabgesprengt	x
und	x
gerade	x
auf	x
den	x
Jungen	x
zu	x
.	x
Zitternd	x
,	x
in	x
Todesangst	x
,	x
sah	x
dieser	x
das	x
Pferd	x
herankommen	x
–	x
ein	x
Nebel	x
legte	x
sich	x
vor	x
seine	x
Augen	x
–	x
im	x
nächsten	x
Augenblick	x
sprang	x
er	x
bei	x
Seite	x
und	x
–	x
die	x
Hufe	x
des	x
Pferdes	x
trafen	x
nur	x
den	x
Korb	x
,	x
den	x
er	x
umgehängt	x
trug	x
und	x
zertrümmerten	x
denselben	x
,	x
daß	x
die	x
Süßigkeiten	x
im	x
Staube	x
umherrollten	x
.	x
Auch	x
der	x
Knabe	x
stürzte	x
nieder	x
,	x
aber	x
nur	x
von	x
der	x
Erschütterung	x
.	x
»	x
Hundsblut	x
!	x
Du	x
hast	x
Dich	x
doch	x
gerührt	x
!	x
«	x
rief	x
der	x
Baron	x
und	x
riß	x
die	x
Büchse	x
von	x
der	x
Schulter	x
.	x
Dann	x
besann	x
er	x
sich	x
doch	x
wieder	x
und	x
begnügte	x
sich	x
,	x
mit	x
der	x
Reitpeitsche	x
rasend	x
auf	x
den	x
Jungen	x
einzuhauen	x
,	x
der	x
sich	x
zu	x
seinen	x
Füßen	x
wand	x
.	x
Bald	x
schlug	x
er	x
mit	x
der	x
Gerte	x
drein	x
und	x
bald	x
mit	x
dem	x
Knopf	x
.	x
Da	x
schrie	x
Schmule	x
entsetzlich	x
auf	x
,	x
griff	x
nach	x
seinem	x
rechten	x
Auge	x
und	x
sank	x
bewußtlos	x
zusammen	x
.	x
Der	x
junge	x
Baron	x
sprengte	x
davon	x
.	x
Eine	x
Stunde	x
später	x
brachte	x
ein	x
barmherziger	x
Bauer	x
auf	x
seinem	x
Heuwagen	x
den	x
noch	x
immer	x
bewußtlosen	x
Knaben	x
mit	x
einem	x
furchtbar	x
entstellten	x
Antlitz	x
in	x
die	x
Judenstadt	x
und	x
der	x
Mutter	x
ins	x
Haus	x
.	x
Der	x
Arzt	x
wurde	x
geholt	x
und	x
brachte	x
Schmule	x
wieder	x
zum	x
Bewußtsein	x
und	x
wusch	x
und	x
verband	x
seine	x
Wunden	x
.	x
Auch	x
gab	x
er	x
gute	x
Hoffnung	x
auf	x
seine	x
baldige	x
Genesung	x
.	x
Aber	x
das	x
rechte	x
Auge	x
war	x
verloren	x
;	x
es	x
war	x
ausgeronnen	x
und	x
unheimlich	x
starrte	x
Einem	x
die	x
leere	x
Augenhöhle	x
entgegen	x
.	x
An	x
dem	x
Tage	x
,	x
als	x
Schmule	x
zuerst	x
wieder	x
außer	x
Bette	x
war	x
,	x
kam	x
ein	x
unerwarteter	x
Besuch	x
:	x
der	x
dicke	x
Gregor	x
,	x
der	x
Leiblakei	x
des	x
jungen	x
Barons	x
.	x
Er	x
brachte	x
zwei	x
Dukaten	x
und	x
erklärte	x
,	x
sein	indirect
junger	indirect
Herr	indirect
sei	indirect
bereit	indirect
,	indirect
aus	indirect
Erbarmen	indirect
auch	indirect
den	indirect
Arzt	indirect
und	indirect
Apotheker	indirect
zu	indirect
bezahlen	indirect
,	indirect
wenn	indirect
Schmule	indirect
von	indirect
jeder	indirect
Klage	indirect
abstehen	indirect
wolle	indirect
.	indirect
»	x
Geht	x
!	x
«	x
schrie	x
dieser	x
–	x
das	x
war	x
seine	x
ganze	x
Antwort	x
,	x
und	x
sein	x
einziges	x
Auge	x
funkelte	x
dabei	x
so	x
unheimlich	x
,	x
daß	x
der	x
dicke	x
Mann	x
schnellstens	x
gehorchte	x
und	x
daheim	x
rapportierte	x
:	x
»	x
Halten	x
zu	x
Gnaden	x
,	x
Herr	x
Baron	x
,	x
aber	x
ich	x
glaube	x
,	x
Sie	indirect
haben	indirect
diesem	indirect
Juden	indirect
nicht	indirect
bloß	indirect
das	indirect
Auge	indirect
herausgeprügelt	indirect
,	indirect
sondern	indirect
auch	indirect
den	indirect
Verstand	indirect
;	x
der	x
Kerl	x
war	x
wie	x
ein	x
Tier.	x
«	x
Als	x
Schmule	x
ausgehen	x
durfte	x
,	x
war	x
sein	x
erster	x
Gang	x
zum	x
Gericht	x
.	x
Der	x
Gemeindevorsteher	x
erbot	x
sich	x
,	x
mit	indirect
ihm	indirect
zu	indirect
gehen	indirect
,	x
doch	x
Schmule	x
lehnte	x
es	x
ab	x
.	x
»	x
Ich	x
danke	x
Euch	x
,	x
«	x
sagte	x
er	x
,	x
»	x
aber	x
ich	x
bin	x
kein	x
Kind	x
mehr	x
,	x
der	x
Schlag	x
hat	x
mich	x
plötzlich	x
um	x
zehn	x
Jahr	x
'	x
älter	x
gemacht	x
.	x
Auch	x
will	x
ich	x
ja	x
nur	x
mein	x
Recht	x
suchen.	x
«	x
Er	x
ging	x
zum	x
Richter	x
und	x
brachte	x
seine	x
Klage	x
an	x
.	x
Sie	x
wurde	x
aufgenommen	x
und	x
der	x
Prozeß	x
begann	x
und	x
wurde	x
geführt	x
,	x
wie	x
–	x
nun	x
,	x
wie	x
damals	x
der	x
Prozeß	x
eines	x
armes	x
Judenjungen	x
gegen	x
einen	x
polnischen	x
Baron	x
in	x
Podolien	x
geführt	x
zu	x
werden	x
pflegte	x
.	x
Aber	x
das	x
Urteil	x
kam	x
wenigstens	x
rasch	x
,	x
schon	x
nach	x
einem	x
Monat	x
.	x
Da	x
wurde	x
Schmule	x
vor	x
Gericht	x
gerufen	x
und	x
der	x
Herr	x
Mandatar	x
schrie	x
ihn	x
hart	x
an	x
:	x
»	x
Du	x
hast	x
gelogen	x
,	x
Jud	x
'	x
!	x
Du	x
bist	x
dem	x
gnädigsten	x
Herrn	x
Baron	x
nicht	x
ausgewichen	x
und	x
hast	x
Dich	x
dicht	x
an	x
das	x
Pferd	x
gedrängt	x
,	x
und	x
da	x
hat	x
Dich	x
die	x
Peitsche	x
unversehens	x
getroffen	x
.	x
Sei	x
froh	x
,	x
daß	x
Dich	x
der	x
gnädigste	x
junge	x
Herr	x
nicht	x
wegen	x
Verleumdung	x
anklagt	x
,	x
sei	x
ihm	x
dankbar	x
!	x
Und	x
jetzt	x
–	x
trolle	x
Dich	x
!	x
«	x
Schmule	x
ging	x
heim	x
.	x
Als	x
er	x
zu	x
seiner	x
Mutter	x
in	x
die	x
Stube	x
trat	x
,	x
schrie	x
diese	x
entsetzt	x
auf	x
:	x
»	x
Kind	x
,	x
wie	x
siehst	x
Du	x
aus	x
?	x
Ist	x
Dir	x
wieder	x
ein	x
Unglück	x
geschehen	x
?	x
«	x
–	x
»	x
Ja	x
,	x
«	x
erwiderte	x
er	x
,	x
»	x
ein	x
noch	x
größeres	x
Unglück	x
,	x
ich	x
habe	x
mein	x
Recht	x
nicht	x
finden	x
können.	x
«	x
Dann	x
murmelte	x
er	x
allerlei	x
vor	x
sich	x
hin	x
und	x
sagte	x
dann	x
wieder	x
laut	x
:	x
»	x
Ich	x
will	x
thun	x
,	x
wie	x
der	x
Herr	x
Richter	x
von	x
mir	x
verlangt	x
hat	x
,	x
ich	x
will	x
ihm	x
dankbar	x
sein	x
...	x
«	x
»	x
Sohn	x
,	x
«	x
schrie	x
die	x
alte	x
Frau	x
in	x
Todesangst	x
,	x
»	x
ich	x
sehe	x
es	x
an	x
Deinem	x
Gesicht	x
,	x
Du	x
wirst	x
Dich	x
in	x
das	x
Schloß	x
stehlen	x
und	x
wirst	x
ihn	x
im	x
Schlafe	x
ermorden	x
...	x
«	x
»	x
Nein	x
,	x
«	x
erwiderte	x
Schmule	x
und	x
lächelte	x
.	x
»	x
Das	x
wäre	x
auch	x
ganz	x
gut	x
,	x
aber	x
dann	x
würden	x
sie	x
mich	x
aufhängen	x
,	x
und	x
wer	x
soll	x
dann	x
Dich	x
ernähren	x
?	x
Nein	x
,	x
ich	x
muß	x
es	x
auf	x
andere	x
Art	x
versuchen	x
,	x
ich	x
muß	x
ein	x
reicher	x
Mann	x
werden.	x
«	x
»	x
Gott	x
hat	x
Deinen	x
Verstand	x
verwirrt	x
,	x
«	x
klagte	x
die	x
Mutter	x
und	x
noch	x
heftiger	x
weinte	x
sie	x
,	x
als	x
Schmule	x
ihr	x
seinen	x
Entschluß	x
sagte	x
,	x
nach	indirect
Barnow	indirect
auszuwandern	indirect
.	indirect
Aber	x
er	x
blieb	x
fest	x
dabei	x
.	x
Er	x
verkaufte	x
das	x
Einzige	x
,	x
was	x
sein	x
war	x
und	x
durch	x
seinen	x
Abgang	x
in	x
der	x
Wirtschaft	x
entbehrlich	x
wurde	x
,	x
sein	x
Bett	x
und	x
sein	x
Bettzeug	x
.	x
Dafür	x
bekam	x
er	x
fünf	x
Gulden	x
,	x
weil	x
er	x
noch	x
einige	x
Gebetbücher	x
darauf	x
gab	x
.	x
»	x
Ich	x
werde	x
meinen	x
Verdienst	x
ehrlich	x
mit	x
Dir	x
teilen	x
,	x
«	x
versprach	x
er	x
seiner	x
Mutter	x
beim	x
Abschied	x
.	x
Mit	x
den	x
fünf	x
Gulden	x
ging	x
er	x
nach	x
Barnow	x
und	x
kaufte	x
sich	x
dort	x
einen	x
kleinen	x
Kram	x
von	x
Zündhölzchen	x
,	x
Seifen	x
,	x
Pomaden	x
und	x
Federn	x
und	x
hausierte	x
damit	x
in	x
den	x
Gasthäusern	x
und	x
auf	x
den	x
Gassen	x
herum	x
.	x
Und	x
weil	x
er	x
unermüdlich	x
war	x
und	x
für	x
sich	x
selber	x
fast	x
gar	x
nichts	x
brauchte	x
,	x
so	x
konnte	x
er	x
nicht	x
nur	x
seine	x
Mutter	x
unterstützen	x
,	x
sondern	x
auch	x
etwas	x
zurücklegen	x
.	x
Nach	x
zwei	x
Jahren	x
war	x
er	x
so	x
weit	x
,	x
daß	x
er	x
diesen	x
Handel	x
aufgeben	x
und	x
einen	x
andern	x
,	x
einträglicheren	x
beginnen	x
konnte	x
.	x
Er	x
wurde	x
nämlich	x
ein	x
»	x
Dorfgeher	x
«	x
,	x
was	x
ein	x
furchtbar	x
mühsames	x
Gewerbe	x
ist	x
.	x
Da	x
wanderte	x
er	x
,	x
wie	x
Nathan	x
Bilkes	x
,	x
der	x
Vater	x
der	x
Frau	x
Christine	x
,	x
mit	x
einem	x
großen	x
Pack	x
auf	x
dem	x
Rücken	x
,	x
in	x
dem	x
sich	x
Alles	x
befand	x
,	x
was	x
Bauern	x
gebrauchen	x
können	x
,	x
von	x
Dorf	x
zu	x
Dorf	x
und	x
von	x
Jahrmarkt	x
zu	x
Jahrmarkt	x
.	x
Er	x
wurde	x
meist	x
nicht	x
in	x
Geld	x
gezahlt	x
,	x
sondern	x
in	x
Früchten	x
und	x
Fellen	x
.	x
Aber	x
eben	x
dadurch	x
wurde	x
ihm	x
das	x
Gewerbe	x
einträglich	x
.	x
Nachdem	x
er	x
drei	x
Jahre	x
Dorfgeher	x
gewesen	x
,	x
kehrte	x
er	x
zur	x
Stadt	x
zurück	x
und	x
eröffnete	x
in	x
einer	x
Nische	x
am	x
Marktplatz	x
einen	x
Laden	x
von	x
tausend	x
Kleinigkeiten	x
.	x
Auch	x
dieses	x
Geschäft	x
gedieh	x
und	x
er	x
konnte	x
bald	x
ein	x
ordentliches	x
Gewölbe	x
mieten	x
und	x
seine	x
Mutter	x
reichlicher	x
unterstützen	x
.	x
Aber	x
er	x
selbst	x
lebte	x
nach	x
wie	x
vor	x
fast	x
nur	x
von	x
trockenem	x
Brod	x
und	x
gönnte	x
sich	x
höchstens	x
am	x
Sabbath	x
ein	x
Stücklein	x
Fleisch	x
.	x
Als	x
er	x
dreiundzwanzig	x
Jahre	x
alt	x
war	x
,	x
zehn	x
Jahre	x
,	x
nachdem	x
er	x
von	x
Z.	x
gegangen	x
,	x
starb	x
seine	x
Mutter	x
.	x
Sie	x
starb	x
in	x
seinen	x
Armen	x
.	x
Als	x
er	x
sie	x
begraben	x
hatte	x
und	x
die	x
achttägige	x
Trauerzeit	x
vorüber	x
war	x
,	x
übersiedelte	x
er	x
in	x
eine	x
größere	x
Stadt	x
,	x
nach	x
Czernowitz	x
.	x
Der	x
Zufall	x
fügte	x
es	x
,	x
daß	x
bei	x
der	x
Ausfahrt	x
aus	x
dem	x
Städtchen	x
der	x
Baron	x
Wladislaus	x
Wodnicki	x
in	x
glänzendem	x
Phaëton	x
an	x
ihm	x
vorübersauste	x
.	x
Er	x
hatte	x
damals	x
gerade	x
die	x
Verwaltung	x
seiner	x
Güter	x
übernommen	x
.	x
»	x
Es	x
ist	x
gut	x
,	x
daß	x
er	x
mir	x
gerade	x
jetzt	x
begegnet	x
,	x
«	x
sagte	x
Schmule	x
zu	x
seinem	x
Reisegenossen	x
,	x
»	x
der	x
Schmerz	x
hätte	x
mich	x
sonst	x
eine	x
Zeit	x
lang	x
lässig	x
gemacht.	x
«	x
Nun	x
stand	x
Schmule	x
allein	x
in	x
der	x
Welt	x
,	x
aber	x
er	x
arbeitete	x
fieberhaft	x
fort	x
,	x
als	x
müßte	x
er	x
eine	x
große	x
Familie	x
ernähren	x
,	x
und	x
ward	x
so	x
allmählich	x
ein	x
wohlhabender	x
Mann	x
.	x
Und	x
weil	x
er	x
dabei	x
tüchtig	x
und	x
ordentlich	x
war	x
,	x
so	x
gelang	x
es	x
ihm	x
trotz	x
seiner	x
Einäugigkeit	x
,	x
eine	x
der	x
reichsten	x
Erbinnen	x
von	x
Czernowitz	x
zur	x
Frau	x
zu	x
bekommen	x
.	x
Nun	x
gründete	x
er	x
ein	x
großes	x
Geschäft	x
mit	x
ausgedehnten	x
Niederlagen	x
und	x
mit	x
einer	x
glänzenden	x
Firmentafel	x
:	x
»	x
Gemischte	x
Warenhandlung	x
von	x
Samuel	x
Runnstein	x
«	x
.	x
Und	x
als	x
ob	x
er	x
sich	x
damit	x
noch	x
nicht	x
genug	x
Arbeit	x
geschafft	x
hätte	x
,	x
begann	x
er	x
daneben	x
noch	x
einen	x
großen	x
Weinhandel	x
.	x
Jetzt	x
erst	x
zeigte	x
Schmule	x
so	x
recht	x
,	x
welche	x
ungeheure	x
Arbeitskraft	x
und	x
Entschlossenheit	x
in	x
ihm	x
steckte	x
.	x
Er	x
durchreiste	x
Deutschland	x
und	x
Frankreich	x
,	x
dann	x
Rußland	x
und	x
die	x
Moldau	x
,	x
und	x
schuf	x
sich	x
überall	x
neue	x
Ankaufs-	x
und	x
Absatzquellen	x
.	x
Nach	x
zehn	x
Jahren	x
galt	x
er	x
als	x
einer	x
der	x
reichsten	x
Kaufleute	x
der	x
Gegend	x
.	x
Da	x
starb	x
seine	x
Frau	x
,	x
nachdem	x
sie	x
ihm	x
ein	x
Töchterchen	x
geboren	x
hatte	x
.	x
Nun	x
brachte	x
Schmule	x
einen	x
neuen	x
Plan	x
zur	x
Ausführung	x
;	x
er	x
verkaufte	x
seine	x
beiden	x
Geschäfte	x
mit	x
großem	x
Nutzen	x
und	x
wurde	x
Getreidehändler	x
.	x
In	x
Podolien	x
,	x
Bessarabien	x
und	x
der	x
Moldau	x
kaufte	x
er	x
ein	x
und	x
nach	x
dem	x
Westen	x
verkaufte	x
er	x
.	x
Nur	x
bei	x
einem	x
Grundbesitzer	x
kaufte	x
er	x
nie	x
,	x
bei	x
dem	x
Baron	x
Wladislaus	x
Wodnicki	x
,	x
obwohl	x
ihm	x
der	x
Verwalter	x
desselben	x
häufig	x
ein	x
günstiges	x
Angebot	x
machte	x
.	x
Der	x
arme	x
Mann	x
war	x
nämlich	x
in	x
beständiger	x
Verlegenheit	x
,	x
wie	x
er	x
die	x
gewaltigen	x
Summen	x
,	x
die	x
sein	x
Herr	x
brauchte	x
,	x
zusammenscharren	x
sollte	x
.	x
Denn	x
was	x
dem	x
alten	x
Baron	x
trotz	x
seiner	x
Verschwendung	x
kaum	x
gelungen	x
war	x
,	x
das	x
brachte	x
Wladislaus	x
glänzend	x
zu	x
Stande	x
:	x
er	x
verspielte	x
in	x
jedem	x
Monat	x
so	x
viel	x
,	x
wie	x
er	x
im	x
Jahre	x
einnahm	x
.	x
Seine	x
Gattin	x
,	x
eine	x
Dame	x
aus	x
französischer	x
Familie	x
,	x
that	x
