tok	cat
,	x
Hitze	x
,	x
Nässe	x
und	x
Staub	x
.	x
Die	x
Räder	x
liefen	x
auf	x
zwei	x
eisernen	x
Gleisen	x
;	x
drei	x
prächtige	x
Pferde	x
zogen	x
.	x
Unaufhörlich	x
begegneten	x
uns	x
solche	x
Omnibus	x
;	x
sie	x
fuhren	x
auf	x
den	x
Gleisen	x
der	x
andern	x
Seite	x
der	x
Straße	x
.	x
Jeder	x
hatte	x
in	x
Gestalt	x
,	x
Farben	x
und	x
Zierrathen	x
Unterschiede	x
von	x
den	x
übrigen	x
;	x
jeder	x
war	x
unendlich	x
geschmackvoller	x
als	x
der	x
schönste	x
Omnibus	x
von	x
Paris	x
oder	x
London	x
.	x
Eugen	x
belehrte	x
mich	x
,	x
je	indirect
zwei	indirect
Straßen	indirect
hätten	indirect
einen	indirect
Omnibus	indirect
(	x
Staragomi	x
oder	x
„	x
Wagen	x
für	x
das	x
Publikum	x
“	x
genannt	x
)	x
;	x
fünfzig	x
große	x
Straßen	x
würden	x
durch	x
so	x
viele	x
Omnibus	x
bedient	x
,	x
daß	x
diese	x
alle	x
zwei	x
Minuten	x
passirten	x
.	x
Tausende	x
giebt	x
es	x
im	x
Ganzen	x
,	x
so	x
daß	x
jeder	x
Einwohner	x
,	x
zu	x
jeder	x
Zeit	x
,	x
sich	x
durch	x
sie	x
befördern	x
lassen	x
kann	x
,	x
setzte	x
er	x
hinzu	x
,	x
und	x
zwar	x
eben	x
so	x
bequem	x
und	x
genau	x
als	x
führe	x
man	x
in	x
eigner	x
Equipage	x
,	x
oder	x
vielmehr	x
noch	x
bequemer	x
.	x
Am	x
Ende	x
der	x
ungeheuren	x
Straße	x
nahmen	x
wir	x
einen	x
andern	x
Omnibus	x
und	x
kamen	x
an	x
den	x
Hafen	x
,	x
bestiegen	x
eins	x
der	x
vielen	x
Flußdampfböte	x
und	x
fuhren	x
stromauf	x
,	x
dem	x
Mittelpunkte	x
der	x
Staot	x
zu	x
.	x
Da	x
gedachte	x
ich	x
wieder	x
auf	x
's	x
lebhafteste	x
meines	x
lieben	x
London	x
,	x
nur	x
fiel	x
mir	x
bald	x
auf	x
,	x
daß	indirect
eine	indirect
viel	indirect
größere	indirect
Ordnung	indirect
und	indirect
Reinlichkeit	indirect
als	indirect
im	indirect
Hafen	indirect
der	indirect
englischen	indirect
Hauptstadt	indirect
herrschte	indirect
.	indirect
Ungemein	x
große	x
Wasserbecken	x
,	x
Docks	x
in	x
besier	x
Form	x
,	x
lange	x
Quais	x
,	x
aus	x
Quadern	x
aufgeführt	x
,	x
Kanäle	x
groß	x
und	x
klein	x
,	x
Drehbrücken	x
,	x
eine	x
endlose	x
Menge	x
Maschinen	x
zum	x
Ein=	x
und	x
Ausladen	x
,	x
eine	x
zahllose	x
Schaar	x
kleiner	x
Schiffe	x
zwischen	x
den	x
großen	x
Seeschiffen	x
.	x
Ein	x
eben	x
solcher	x
Hafen	x
befindet	x
sich	x
auf	x
der	x
andern	x
Seite	x
der	x
Stadt	x
Jkara	x
auch	x
;	x
in	x
ihn	x
kommen	x
die	x
Schiffe	x
aus	x
dem	x
Jnnern	x
der	x
ikarischeu	x
Republik	x
.	x
Jch	x
ward	x
bald	x
angenehm	x
überrascht	x
,	x
als	x
ich	x
die	x
Flußufer	x
,	x
je	x
mehr	x
ich	x
mich	x
dem	x
Mittelpunkte	x
der	x
Stadt	x
näherte	x
,	x
höchst	x
zierlich	x
mit	x
Pflanzungen	x
von	x
Gesträuchen	x
und	x
Blumen	x
,	x
von	x
Pappeln	x
und	x
andern	x
Bäumen	x
geschmückt	x
sah	x
.	x
Hohe	x
Bauten	x
mit	x
breiter	x
steinerner	x
oder	x
bronzener	x
Brustwehr	x
faßten	x
den	x
Fluß	x
ein	x
,	x
doch	x
blieb	x
längs	x
aus	x
an	x
beiden	x
Ufern	x
ein	x
hinlänglicher	x
Raum	x
des	x
Bodens	x
bis	x
zum	x
Wasserspiegel	x
frei	x
;	x
dort	x
entfaltet	x
sich	x
,	x
so	x
weit	x
das	x
Auge	x
auf	x
und	x
ab	x
schweifte	x
,	x
dieses	x
hübsche	x
Gartengelände	x
.	x
Der	x
Fluß	x
schlängelt	x
sich	x
;	x
hie	x
und	x
da	x
hat	x
er	x
hohe	x
Ufer	x
.	x
Die	x
Quaimauern	x
waren	x
mit	x
Rankgewächsen	x
überwuchert	x
;	x
unten	x
prangten	x
Rasen	x
.	x
Viele	x
Barken	x
und	x
Gondeln	x
mit	x
bunten	x
Wimpeln	x
tummelten	x
sich	x
nach	x
allen	x
Richtungen	x
.	x
Wir	x
fuhren	x
mit	x
Musik	x
unter	x
nicht	x
weniger	x
als	x
zwanzig	x
Brücken	x
durch	x
,	x
einige	x
kolossal	x
,	x
aus	x
Stein	x
gewölbt	x
,	x
andre	x
aus	x
Holz	x
,	x
noch	x
andre	x
aus	x
Eisen	x
und	x
in	x
Ketten	x
hängend	x
,	x
theils	x
für	x
Fußgänger	x
,	x
theils	x
für	x
Wagen	x
.	x
Einige	x
hatten	x
nur	x
einen	x
oder	x
zwei	x
Bogen	x
,	x
andre	x
hatten	x
bis	x
fünfzehn	x
.	x
Wir	x
passirten	x
auch	x
zwei	x
blühende	x
Eilande	x
.	x
So	x
kamen	x
wir	x
zum	x
Mittelplatz	x
auf	x
der	x
großen	x
Jnsel	x
;	x
dort	x
bewunderte	x
ich	x
das	x
„	x
Große	x
Haus	x
des	x
Volkes	x
“	x
mit	x
der	x
riesenhaften	x
Bildsäule	x
und	x
dem	x
prächtigen	x
Parke	x
,	x
wovon	x
Eugen	x
mir	x
erzählte	x
.	x
Mein	x
Begleiter	x
führte	x
mich	x
zuletzt	x
zu	x
einer	x
sonderbaren	x
Brücke	x
,	x
aus	x
einer	x
Gondel	x
bestehend	x
,	x
welcher	x
an	x
einigen	x
Seilen	x
aufgehängt	x
,	x
durch	x
die	x
Luft	x
führt	x
.	x
Von	x
einem	x
Aufsatze	x
von	x
zwanzig	x
Fuß	x
Höhe	x
über	x
dem	x
Quai	x
,	x
gleitet	x
man	x
in	x
ihr	x
nach	x
dem	x
entgegengesetzten	x
Ufer	x
,	x
wo	x
dicht	x
dabei	x
ein	x
gleicher	x
Thurm	x
einen	x
andern	x
Kahn	x
wieder	x
herüber	x
sendet	x
.	x
Dieses	x
Kommunikationsmittel	x
heißt	x
Sagal	x
,	x
d	x
.	x
h.	x
der	x
Sprung	x
.	x
Wir	x
fuhren	x
auf	x
diese	x
Weise	x
hinüber	x
.	x
Man	x
glaube	x
jedoch	x
nicht	x
,	x
daß	indirect
dies	indirect
zum	indirect
Vergnügen	indirect
dient	indirect
;	indirect
so	x
angenehm	x
sich	x
hiemit	x
der	x
Fluß	x
passiren	x
läßt	x
,	x
wird	x
es	x
doch	x
nur	x
von	x
denjenigen	x
benutzt	x
,	x
die	x
in	x
Geschäften	x
hinüber	x
müssen	x
;	x
in	x
Europa	x
freilich	x
würde	x
man	x
sich	x
bloß	x
dabei	x
amüsiren	x
wollen	x
.	x
Jch	x
gelangte	x
endlich	x
wieder	x
in	x
mein	x
Hotel	x
.	x
Noch	x
schwebte	x
das	x
Bild	x
des	x
mit	x
den	x
herrlichsten	x
Gebäuden	x
und	x
Denkmälern	x
aller	x
Art	x
verbrämten	x
Stromes	x
mir	x
vor	x
Augen	x
,	x
als	x
Walmor	x
zur	x
bestimmten	x
Stunde	x
herein	x
trat	x
,	x
um	x
mich	x
zu	x
den	x
Seinigen	x
abzuholen	x
.	x
Jch	x
bezeigte	x
ihm	x
meine	x
Bewunderung	x
über	x
das	x
Gesehene	x
.	x
Jch	x
erfuhr	x
,	x
daß	indirect
auch	indirect
die	indirect
Staragomi	indirect
oder	indirect
Omnibus	indirect
der	indirect
Republik	indirect
gehören	indirect
.	indirect
Sie	x
ist	x
,	x
sagte	x
er	x
,	x
ein	x
eben	x
so	x
guter	x
Unternehmer	x
von	x
Omnibus	x
,	x
wie	x
Jhre	x
europäischen	x
Regierungen	x
Unternehmer	x
von	x
Tabaksregie	x
,	x
Salzverschleiß	x
,	x
Spielkartenverkauf	x
,	x
Postverbindungen	x
und	x
dergleichen	x
zu	x
sein	x
pflegen	x
;	x
oder	x
meinen	x
Sie	x
nicht	x
?	x
-Auf	x
meine	x
Frage	x
,	x
wo	indirect
denn	indirect
die	indirect
gewiß	indirect
ungeheuren	indirect
Ställe	indirect
wären	indirect
erbot	x
sich	x
der	x
junge	x
Jkarier	x
,	x
mich	indirect
hinzuführen	indirect
.	x
Ein	x
Omnibus	x
brachte	x
uns	x
schnell	x
in	x
das	x
eigens	x
für	x
sie	x
bestimmte	x
Stadtviertel	x
.	x
Dort	x
erhoben	x
sich	x
allerdings	x
sehenswerthe	x
Gebäude	x
,	x
von	x
außerordentlicher	x
Ausdehnung	x
,	x
fünf	x
Stallungen	x
aus	x
Stein	x
,	x
mit	x
weit	x
mehr	x
Bequemlichkeiten	x
für	x
die	x
Aufwärter	x
und	x
die	x
Thiere	x
,	x
und	x
mit	x
weit	x
mehr	x
Zierrathen	x
,	x
als	x
ich	x
je	x
in	x
fürstlichen	x
Ställen	x
gefunden	x
.	x
Sie	x
mochten	x
dreitausend	x
Pferde	x
enthalten	x
.	x
Jch	x
sagte	x
zu	x
Walmor	x
:	x
das	indirect
wären	indirect
ja	indirect
keine	indirect
Ställe	indirect
,	indirect
das	indirect
wären	indirect
Roßpaläste	indirect
;	x
wozu	x
er	x
beifällig	x
lächelte	x
.	x
Zur	x
Seite	x
standen	x
kolossale	x
Magazine	x
für	x
das	x
Futter	x
,	x
und	x
kolossale	x
Schoppen	x
um	x
die	x
Fuhrwerke	x
zu	x
beherbergen	x
,	x
und	x
zwar	x
in	x
mehreren	x
Stockwerken	x
.	x
Dicht	x
dabei	x
unermäßliche	x
Werkstätten	x
für	x
Wagen	x
und	x
Geschirr	x
.	x
Walmor	x
machte	x
mich	x
auf	x
die	x
werthvolle	x
Oekonomie	x
,	x
die	x
Ordnung	x
und	x
alle	x
die	x
Vortheile	x
aufmerksam	x
,	x
welche	x
aus	x
diesem	x
Vereinigungssystem	x
hervorgehen	x
.	x
Jkara	x
,	x
sagte	x
er	x
,	x
hat	x
auf	x
solche	x
Weise	x
keine	x
Stallung	x
in	x
den	x
verschiedenen	x
Stadttheilen	x
,	x
keine	x
Wagenschoppen	x
als	x
eben	x
nur	x
in	x
dem	x
dazu	x
angewiesenen	x
Quartier	x
,	x
und	x
dadurch	x
ersparen	x
wir	x
unberechenbar	x
an	x
Zeit	x
,	x
Mühe	x
,	x
Menschenkräften	x
und	x
Materialien	x
.	x
Mich	x
interessirten	x
diese	x
Stallungen	x
als	x
Pferdekenner	x
dermaßen	x
,	x
daß	x
ich	x
den	x
Besuch	x
bei	x
Walmor	x
's	x
Familie	x
rein	x
vergaß	x
.	x
Er	x
mußte	x
mich	x
erst	x
wieder	x
an	x
mein	x
Versprechen	x
erinnern	x
.	x
Wir	x
fanden	x
die	x
Familie	x
im	x
Gesellschaftssaale	x
ihres	x
Hauses	x
.	x
Vier	x
Generationen	x
waren	x
dort	x
versammelt	x
;	x
der	x
Großvater	x
Walmor	x
's	x
,	x
ein	x
Zweiundsiebenziger	x
,	x
doch	x
noch	x
rüstig	x
und	x
von	x
kräftiger	x
Körperhaltung	x
.	x
Seit	x
einigen	x
Jahren	x
hatte	x
der	x
Tod	x
ihm	x
seine	x
alte	x
Lebensgefährtin	x
geraubt	x
.	x
Walmor	x
's	x
Eltern	x
waren	x
zur	x
Seite	x
des	x
Familienhauptes	x
,	x
nebst	x
ihren	x
Kindern	x
,	x
nämlich	x
einem	x
ältern	x
Sohn	x
,	x
dessen	x
Frau	x
und	x
den	x
drei	x
Kinder	x
,	x
und	x
den	x
beiden	x
Schwestern	x
Walmor	x
's	x
,	x
Korilla	x
und	x
Celine	x
,	x
zwanzig	x
und	x
achtzehn	x
Jahre	x
alt	x
.	x
Auch	x
zwei	x
Oheime	x
,	x
deren	x
einer	x
Wittwer	x
,	x
und	x
zehn	x
bis	x
zwölf	x
Muhmen	x
,	x
Basen	x
und	x
Vettern	x
verschiedenen	x
Alters	x
;	x
im	x
Ganzen	x
gegen	x
fünfundzwanzig	x
Personen	x
.	x
Der	x
Greis	x
trug	x
auf	x
seiner	x
hohen	x
,	x
gefurchten	x
Stirn	x
den	x
unverkennbaren	x
Ausdruck	x
von	x
geistiger	x
Thatkraft	x
und	x
herzlicher	x
Güte	x
.	x
Sein	x
Gestalt	x
war	x
über	x
gewöhnlicher	x
Größe	x
.	x
Walmor	x
's	x
Vater	x
gab	x
ein	x
Bild	x
männlicher	x
Würde	x
und	x
Kraft	x
;	x
Walmor	x
's	x
Mutter	x
war	x
offenbar	x
von	x
der	x
Natur	x
am	x
wenigsten	x
vortheilhaft	x
,	x
unter	x
den	x
Anwesenden	x
,	x
bedacht	x
;	x
aber	x
gleich	x
als	x
wollte	x
man	x
sie	x
dafür	x
entschädigen	x
,	x
glaubte	x
ich	x
zu	x
bemerken	x
,	x
daß	indirect
sie	indirect
der	indirect
besondere	indirect
Gegenstand	indirect
des	indirect
allgemeinen	indirect
Respektes	indirect
und	indirect
der	indirect
Zuneigung	indirect
war	indirect
.	indirect
Die	x
Kinder	x
schienen	x
mir	x
allerliebst	x
;	x
ein	x
kleiner	x
Neffe	x
Walmor	x
's	x
ward	x
bald	x
sehr	x
vertraut	x
und	x
setzte	x
sich	x
mir	x
auf	x
die	x
Kniee	x
.	x
Seine	x
Cousinen	x
,	x
deren	x
eine	x
das	x
Unglück	x
hatte	x
,	x
ein	x
Auge	x
verloren	x
zu	x
haben	x
,	x
waren	x
von	x
seltener	x
Liebenswürdigkeit	x
.	x
Seine	x
jüngere	x
Schwester	x
Celine	x
,	x
mit	x
Goldlocken	x
,	x
die	x
über	x
das	x
zarte	x
Gesicht	x
von	x
Lilien	x
und	x
Rosen	x
auf	x
die	x
feinen	x
Schulter	x
niederringelten	x
,	x
glich	x
einer	x
Engländerin	x
,	x
und	x
die	x
ältere	x
Korilla	x
,	x
mit	x
schwarzend	x
strahlenden	x
Augen	x
,	x
schien	x
mir	x
die	x
Grazie	x
und	x
Lebendigkeit	x
einer	x
schönen	x
Französin	x
zu	x
besitzen	x
.	x
Das	x
Zimmer	x
war	x
auf	x
's	x
Geschmackvollste	x
und	x
auf	x
's	x
Bequemste	x
eingerichtet	x
.	x
Eleganz	x
und	x
Comfort	x
war	x
dort	x
vereinigt	x
.	x
Auch	x
Blumen	x
in	x
Töpfen	x
und	x
Vasen	x
mangelten	x
nicht	x
,	x
die	x
Atmosphäre	x
zu	x
balsamen	x
.	x
Jnmitten	x
dieses	x
herrlichen	x
Salons	x
suchte	x
ich	x
vergeblich	x
den	x
Handwerker	x
und	x
die	x
Handwerkerin	x
;	x
ich	x
traute	x
meinen	x
Augen	x
nicht	x
;	x
das	x
also	x
war	x
ein	x
ikarischer	x
Schlosser	x
?	x
das	x
eine	x
ikarische	x
Putzmacherin	x
?	x
Walmor	x
stellte	x
mich	x
zunächst	x
seinem	x
Vater	x
vor	x
,	x
und	x
dieser	x
dem	x
Großvater	x
,	x
der	x
mich	x
mit	x
allen	x
übrigen	x
Mitgliedern	x
seiner	x
Familie	x
bekannt	x
machte	x
.	x
Die	x
Unterhaltung	x
drehte	x
sich	x
zuerst	x
um	x
Allgemeineres	x
,	x
und	x
ich	x
hatte	x
viele	x
Fragen	x
über	x
England	x
zu	x
beantworten	x
.	x
Jch	x
kenne	x
Jhr	x
Land	x
,	x
sagte	x
der	x
Greis	x
;	x
ich	x
bin	x
im	x
Jahre	x
1784	x
dort	x
gewesen	x
,	x
um	x
einen	x
Auftrag	x
unsres	x
trefflichen	x
Jkar	x
,	x
des	x
Dictators	x
,	x
zu	x
vollziehen	x
,	x
der	x
mich	x
als	x
seinen	x
persönlichen	x
Freund	x
dazu	x
auserwählt	x
hatte	x
.	x
Jch	x
erinnere	x
mich	x
noch	x
heute	x
des	x
anständigen	x
Empfanges	x
,	x
der	x
mir	x
in	x
England	x
zu	x
Theil	x
wurde	x
.	x
Jhre	x
Heimath	x
,	x
mein	x
edler	x
Lord	x
,	x
ist	x
sehr	x
reich	x
und	x
sehr	x
mächtig	x
!	x
Aber	x
erlauben	x
Sie	x
mir	x
,	x
Jhnen	x
zu	x
sagen	x
,	x
sie	x
hat	x
auch	x
viel	x
des	x
Gräßlichen	x
,	x
des	x
Abscheulichen	x
.	x
Es	x
ist	x
schmachvoll	x
für	x
Jhre	x
Regie	x
rung	x
,	x
daß	x
ein	x
namentloses	x
Elend	x
eine	x
große	x
Masse	x
zerfrißt	x
,	x
während	x
eine	x
kleine	x
Anzahl	x
Aristokraten	x
und	x
Bevorrechtigter	x
schwelgen	x
.	x
So	x
z	x
.	x
B.	x
werde	x
ich	x
nimmer	x
vergessen	x
,	x
wie	indirect
ich	indirect
einst	indirect
Nachts	indirect
von	indirect
einem	indirect
prächtigen	indirect
Festgelage	indirect
eines	indirect
Jhrer	indirect
großen	indirect
Herren	indirect
nach	indirect
Hause	indirect
ging	indirect
und	indirect
auf	indirect
der	indirect
Straße	indirect
die	indirect
Leichname	indirect
einer	indirect
Frau	indirect
und	indirect
ihres	indirect
Kindes	indirect
antraf	indirect
,	indirect
die	indirect
eben	indirect
unter	indirect
freiem	indirect
Himmel	indirect
vor	indirect
Kälte	indirect
und	indirect
Hunger	indirect
beide	indirect
gestorben	indirect
waren	indirect
;	x
die	x
dürren	x
Leiber	x
waren	x
kaum	x
mit	x
einigen	x
Lumpen	x
bedeckt	x
.	x
Die	x
Kinder	x
hatten	x
dem	x
Greise	x
zugehört	x
,	x
und	x
schrien	x
vor	x
Entsetzen	x
auf	x
;	x
was	x
mich	x
böchst	x
unangenehm	x
berührte	x
.	x
Jch	x
nahm	x
sogleich	x
das	x
Wort	x
:	x
Sie	x
haben	x
leider	x
Recht	x
in	x
Jhrer	x
Anklage	x
,	x
sagte	x
ich	x
zu	x
dem	x
würdigen	x
Großvater	x
mich	x
wendend	x
;	x
glauben	x
Sie	x
mir	x
,	x
mir	indirect
blutet	indirect
das	indirect
Herz	indirect
.	indirect
Aber	x
was	x
ist	x
dabei	x
zu	x
thun	x
?	x
Glücklicherweise	x
sind	x
in	x
London	x
und	x
den	x
übrigen	x
Theilen	x
der	x
Jnsel	x
,	x
viele	x
großmüthige	x
Männer	x
,	x
viele	x
mildthätige	x
Frauen	x
,	x
welche	x
für	x
die	x
Armen	x
ungeheure	x
Summen	x
hergeben	x
,	x
und	x
...	x
.	x
--	x
Ja	x
wohl	x
,	x
Mylo	x
rd	x
,	x
unterbrach	x
der	x
Greis	x
,	x
ich	x
weiß	x
das	x
.	x
Und	x
ich	x
kenne	x
einen	x
jungen	x
Lord	x
,	x
edlen	x
Sinnes	x
und	x
von	x
hoher	x
Bescheidenheit	x
,	x
der	x
kürzlich	x
auf	x
einem	x
seiner	x
Landsitze	x
ein	x
Hospital	x
einrichten	x
ließ	x
,	x
wo	x
seine	x
wohlthuende	x
Menschenfreundlichkeit	x
fünfundfünfzig	x
Unglückliche	x
versorgt	x
.	x
(	x
Bei	x
diesen	x
Worten	x
mußte	x
ich	x
unwillkührlich	x
erröthen	x
,	x
doch	x
faßte	x
ich	x
mich	x
schnell	x
,	x
aber	x
ohne	x
zu	x
begreifen	x
,	x
wie	indirect
der	indirect
Jkarier	indirect
so	indirect
genau	indirect
über	indirect
mich	indirect
unterrichtet	indirect
sein	indirect
konnte	indirect
.	indirect
)	x
Personen	x
solchen	x
Schlages	x
,	x
fuhr	x
er	x
fort	x
,	x
machen	x
ihrem	x
Lande	x
und	x
ihrem	x
Stande	x
Ehre	x
;	x
seien	x
selbige	x
gesegnet	x
!	x
Solche	x
Mildthätigkeit	x
ist	x
in	x
unsern	x
Augen	x
mehr	x
werth	x
als	x
sämmtliche	x
Titel	x
und	x
Reichthümer	x
,	x
deren	x
sie	x
sich	x
sonst	x
noch	x
erfreuen	x
.	x
Wir	x
wollen	x
gerecht	x
sein	x
,	x
und	x
gern	x
eingestehen	x
,	x
daß	indirect
dieses	indirect
Wirken	indirect
verdienstlicher	indirect
ist	indirect
als	indirect
das	indirect
unsrige	indirect
,	indirect
denn	indirect
es	indirect
hat	indirect
einen	indirect
schweren	indirect
Kampf	indirect
gegen	indirect
die	indirect
verkehrte	indirect
Gesellschaftsorganisation	indirect
Englands	indirect
auszuhalten	indirect
,	indirect
während	indirect
wir	indirect
in	indirect
einem	indirect
Staate	indirect
zu	indirect
leben	indirect
das	indirect
Glück	indirect
haben	indirect
,	indirect
wo	indirect
kraft	indirect
der	indirect
ikarischen	indirect
Einrichtungen	indirect
,	indirect
keine	indirect
Armuth	indirect
sich	indirect
befindet	indirect
...	indirect
--	x
Wie	x
?	x
was	x
sagen	x
Sie	x
?	x
rief	x
