tok	cat
,	x
schaute	x
zurück	x
und	x
sagte	x
fast	x
wehmütig	x
:	x
»	x
Nachbar	x
Krippelmacher	x
,	x
wissen	x
Sie	x
,	x
ich	indirect
hab	indirect
nur	indirect
den	indirect
einzigen	indirect
Wunsch	indirect
,	indirect
einmal	indirect
ein	indirect
paar	indirect
Stunden	indirect
da	indirect
in	indirect
der	indirect
Luft	indirect
zu	indirect
liegen	indirect
,	indirect
im	indirect
Schatten	indirect
von	indirect
dem	indirect
großen	indirect
Pappelbaum	indirect
dort	indirect
schlafen	indirect
,	x
das	x
müßt	x
wohltun	x
,	x
Nachbar	x
Krippelmacher	x
!	x
«	x
Er	x
hat	x
sich	x
aber	x
diesen	x
Lieblingswunsch	x
nie	x
erfüllen	x
können	x
,	x
der	x
Webstuhl	x
hielt	x
ihn	x
ja	x
fest	x
.	x
Das	x
ging	x
so	x
fort	x
,	x
jahraus	x
,	x
jahrein	x
,	x
und	x
während	x
seine	x
Kinder	x
heranwuchsen	x
,	x
verwebte	x
er	x
sein	x
Leben	x
Stück	x
um	x
Stück	x
für	x
sie	x
.	x
Endlich	x
aber	x
kam	x
der	x
Tag	x
,	x
an	x
welchem	x
es	x
ihm	x
schwer	x
wurde	x
,	x
das	x
Webschifflein	x
hin	x
und	x
her	x
zu	x
jagen	x
,	x
und	x
er	x
ging	x
also	x
schon	x
am	x
Mittag	x
mit	x
seinen	x
schweren	x
geschwollenen	x
Füßen	x
hinüber	x
zu	x
dem	x
Nachbar	x
Krippelmacher	x
.	x
»	x
Das	x
ist	x
gescheit	x
,	x
Nachbar	x
!	x
«	x
lachte	x
der	x
Alte	x
und	x
schob	x
die	x
Mütze	x
auf	x
seinem	x
kahlen	x
Kopf	x
schief	x
.	x
»	x
Bleiben	x
Sie	x
heut	x
bei	x
uns	x
,	x
helfen	x
Sie	x
mit	x
,	x
unsere	x
Arbeit	x
ist	x
leichter	x
als	x
das	x
Abzappeln	x
am	x
Webstuhl	x
.	x
Sie	x
schauen	x
heut	x
übel	x
aus	x
,	x
Nachbar	x
,	x
wie	x
geht	x
's	x
denn	x
,	x
he	x
?	x
«	x
Der	x
Weber	x
nickte	x
nur	x
dankend	x
und	x
saß	x
mitten	x
in	x
dem	x
Kindertrubel	x
schier	x
gedankenlos	x
,	x
er	x
rief	x
manchmal	x
mit	x
gedämpfter	x
Stimme	x
eins	x
seiner	x
kleinen	x
Mädchen	x
heran	x
,	x
streichelte	x
ihnen	x
die	x
glatten	x
blonden	x
Köpfe	x
,	x
strich	x
ihnen	x
die	x
Schürzen	x
zurecht	x
und	x
schüttelte	x
verstohlen	x
ihre	x
roten	x
Hände	x
,	x
es	x
regte	x
sich	x
sogar	x
etwas	x
wie	x
ein	x
Lächeln	x
in	x
seinen	x
Mundwinkeln	x
,	x
als	x
die	x
Kinder	x
vergnügt	x
sangen	x
und	x
sprangen	x
.	x
Am	x
Abend	x
in	x
der	x
Dämmerung	x
rückte	x
er	x
näher	x
an	x
seinen	x
Nachbar	x
hin	x
,	x
fuhr	x
verschüchtert	x
und	x
schweigend	x
eine	x
Weile	x
mit	x
den	x
flachen	x
Händen	x
auf	x
seinen	x
Schenkeln	x
hinauf	x
und	x
hinunter	x
,	x
und	x
dann	x
sagte	x
er	x
halblaut	x
:	x
»	x
Nachbar	x
,	x
ich	x
hätt	x
eine	x
Bitt	x
!	x
«	x
»	x
Heraus	x
damit	x
!	x
«	x
murmelte	x
der	x
andere	x
gutmütig	x
.	x
»	x
Krippelmacher	x
,	x
da	x
ist	x
mein	x
letzter	x
Wochenlohn	x
,	x
unten	x
beim	x
Krämer	x
bin	x
ich	x
mit	x
sechs	x
Groschen	x
im	x
Rückstand	x
,	x
noch	x
vom	x
Vorletzten	x
...	x
nachher	x
beim	x
Bäcker	x
von	x
dieser	x
Woche	x
,	x
wenn	x
Sie	x
morgen	x
hinschicken	x
,	x
möchten	x
Sie	x
das	x
bezahlen	x
für	x
mich	x
?	x
...	x
Ich	x
werd	x
morgen	x
nicht	x
ausgehen	x
können.	x
«	x
»	x
Gern	x
will	x
ich	x
das	x
.	x
Aber	x
Weber	x
,	x
ist	x
das	x
gar	x
so	x
wichtig	x
?	x
«	x
lachte	x
der	x
dicke	x
Mann	x
.	x
»	x
Freilich	x
,	x
Nachbar	x
Krippelmacher	x
,	x
denn	x
wissen	x
Sie	x
...	x
«	x
,	x
er	x
unterbrach	x
sich	x
und	x
fingerte	x
beteuernd	x
in	x
der	x
Luft	x
herum	x
,	x
»	x
ich	x
hab	x
mein	x
Lebtag	x
keine	x
Schulden	x
gehabt	x
,	x
lieber	x
habe	x
ich	x
und	x
mein	x
seliges	x
Weib	x
in	x
unsere	x
eigenen	x
Finger	x
gebissen	x
als	x
in	x
ein	x
Stück	x
Fleisch	x
,	x
das	x
nicht	x
bezahlt	x
war	x
,	x
und	x
so	x
sollen	x
's	x
auch	x
einmal	x
meine	x
Kinder	x
machen	x
,	x
nicht	x
wahr	x
,	x
Krippelmacher	x
?	x
«	x
»	x
Freilich	x
,	x
freilich	x
,	x
Weber	x
«	x
,	x
erwiderte	x
dieser	x
und	x
sah	x
von	x
der	x
Seite	x
mitleidsvoll	x
in	x
das	x
graublasse	x
Gesicht	x
,	x
das	x
im	x
flackernden	x
Lampenscheine	x
dem	x
Manne	x
arg	x
verändert	x
erschien	x
.	x
»	x
Und	x
dann	x
,	x
wenn	x
ich	x
einmal	x
nicht	x
...	x
aufstehen	x
könnt	x
...	x
liegen	x
müßt	x
,	x
Nachbar	x
!	x
Sie	x
würden	x
schon	x
für	x
meine	x
Kinder	x
den	x
Frühstückskaffee	x
machen	x
lassen	x
,	x
gelt	x
?	x
...	x
Es	x
tät	x
auch	x
dazu	x
ausreichen	x
...	x
das	x
Geld	x
...	x
und	x
nachher	x
...	x
freilich	x
halt	x
...	x
nachher	x
...	x
«	x
»	x
Was	x
?	x
«	x
»	x
Meine	x
Kinder	x
haben	x
sonst	x
niemand	x
auf	x
der	x
ganzen	x
Welt	x
als	x
mich	x
,	x
Krippelmacher	x
...	x
Sie	x
...	x
sind	x
der	x
einzige	x
gute	x
Mensch	x
...	x
«	x
Das	x
war	x
alles	x
stockend	x
,	x
zagend	x
und	x
doch	x
so	x
feierlich	x
hervorgebracht	x
,	x
daß	x
der	x
alte	x
Mann	x
die	x
Pfeife	x
aus	x
dem	x
Munde	x
nahm	x
,	x
mit	x
der	x
Spitze	x
rund	x
auf	x
die	x
glitzernden	x
Kripplein	x
wies	x
,	x
die	x
Augenbrauen	x
ernsthaft	x
in	x
die	x
Höhe	x
zog	x
,	x
seinen	x
Arm	x
in	x
den	x
des	x
Webers	x
schob	x
und	x
so	x
Schulter	x
an	x
Schulter	x
ihm	x
fast	x
ins	x
Ohr	x
schrie	x
:	x
»	x
Nachbar	x
,	x
die	x
Welt	x
stirbt	x
noch	x
lang	x
nicht	x
aus	x
,	x
und	x
solang	x
es	x
kleine	x
Kinder	x
gibt	x
,	x
wird	x
es	x
Weihnachten	x
geben	x
,	x
und	x
solang	x
es	x
Weihnachten	x
gibt	x
,	x
wird	x
es	x
Kripperln	x
geben	x
,	x
und	x
so	x
lang	x
werd	x
alleweil	x
ich	x
die	x
schönsten	x
Kripperln	x
machen	x
,	x
die	x
am	x
Markt	x
sind	x
,	x
und	x
damit	x
noch	x
zwei	x
Kindermagen	x
vollstopfen	x
können	x
und	x
vier	x
Kinderhänden	x
was	x
Rechtes	x
lernen	x
in	x
der	x
Krippelmacherei	x
.	x
Da	x
,	x
meine	x
Hand	x
drauf	x
,	x
Nachbar	x
Weber	x
,	x
und	x
jetzt	x
legen	x
Sie	x
sich	x
ruhig	x
schlafen.	x
«	x
»	x
Jetzt	x
geh	x
ich	x
ruhig	x
schlafen	x
...	x
Nachbar	x
!	x
...	x
Vergelt	x
's	x
Gott	x
!	x
...	x
Ich	x
hab	x
nicht	x
viel	x
vorwärts	x
können	x
mit	x
der	x
Red	x
mein	x
Lebtag	x
,	x
g'redt	x
hat	x
mein	x
seliges	x
Weib	x
über	x
alles	x
,	x
ich	x
hab	x
halt	x
nur	x
gearbeitet	x
«	x
Er	x
trocknete	x
sich	x
die	x
Stirne	x
mit	x
der	x
Rückseite	x
der	x
Hand	x
,	x
nahm	x
seine	x
Kinder	x
rechts	x
und	x
links	x
,	x
nickte	x
allen	x
zu	x
und	x
ging	x
schwerfällig	x
wieder	x
zurück	x
in	x
seine	x
einsame	x
Stube	x
.	x
Zuerst	x
brachte	x
er	x
die	x
Mädchen	x
zu	x
Bette	x
,	x
legte	x
ihnen	x
alles	x
zurecht	x
für	x
den	x
morgenden	x
Tag	x
,	x
streichelte	x
ihnen	x
immer	x
wieder	x
die	x
Haare	x
aus	x
der	x
Stirn	x
und	x
schaute	x
in	x
die	x
hellen	x
Kinderaugen	x
,	x
bis	x
sie	x
sich	x
schlossen	x
im	x
Schlafe	x
...	x
Dann	x
ging	x
er	x
langsam	x
auf	x
und	x
nieder	x
in	x
den	x
Strümpfen	x
,	x
damit	x
er	x
seine	x
Mädchen	x
nicht	x
weckte	x
,	x
und	x
endlich	x
setzte	x
er	x
sich	x
matt	x
auf	x
das	x
Brett	x
vor	x
seinem	x
Webstuhl	x
und	x
ließ	x
das	x
Schifflein	x
versuchend	x
einigemal	x
hin	x
und	x
her	x
fliegen	x
,	x
das	x
Geräusch	x
störte	x
ja	x
die	x
Seinen	x
nicht	x
;	x
als	x
sie	x
noch	x
ganz	x
klein	x
gewesen	x
,	x
war	x
das	x
Klappern	x
und	x
Sausen	x
der	x
Arbeit	x
ihr	x
Wiegenlied	x
,	x
und	x
als	x
sie	x
schwere	x
Kinderkrankheiten	x
durchmachten	x
,	x
sang	x
der	x
Webstuhl	x
sie	x
gar	x
oft	x
in	x
den	x
Schlaf	x
.	x
Der	x
Mann	x
begann	x
rascher	x
zu	x
arbeiten	x
,	x
die	x
roten	x
Flecke	x
auf	x
seinen	x
Wangen	x
traten	x
schärfer	x
hervor	x
,	x
und	x
sein	x
Blick	x
folgte	x
unablässig	x
dem	x
Schifflein	x
...	x
Mit	x
einmal	x
ließ	x
er	x
die	x
Arme	x
sinken	x
,	x
fuhr	x
nachdenklich	x
prüfend	x
mit	x
den	x
Händen	x
über	x
das	x
Gewebe	x
,	x
dann	x
hängte	x
er	x
das	x
Schifflein	x
aus	x
,	x
nahm	x
die	x
Schere	x
und	x
schnitt	x
vorsichtig	x
die	x
letzten	x
Fäden	x
des	x
gewebten	x
Stoffes	x
durch	x
,	x
seine	x
Arbeit	x
war	x
fertig	x
...	x
Aber	x
als	x
er	x
die	x
Schere	x
fortlegte	x
und	x
sich	x
erhob	x
,	x
da	x
hielt	x
er	x
sich	x
fast	x
erschreckt	x
an	x
den	x
braunen	x
Pfosten	x
des	x
Stuhlgerüstes	x
fest	x
,	x
er	x
drückte	x
seine	x
Wange	x
an	x
das	x
alte	x
Holz	x
und	x
streichelte	x
es	x
so	x
zärtlich	x
,	x
wie	x
er	x
die	x
geliebten	x
Häupter	x
seiner	x
Kinder	x
gestreichelt	x
hatte	x
,	x
mit	x
dem	x
Werkzeug	x
hat	x
er	x
sie	x
ja	x
ernährt	x
...	x
Und	x
nun	x
schritt	x
er	x
zu	x
dem	x
einzigen	x
Schrank	x
,	x
der	x
in	x
der	x
Stube	x
stand	x
,	x
dort	x
nahm	x
er	x
ein	x
reines	x
Leinenzeug	x
und	x
seine	x
besten	x
Kleider	x
heraus	x
,	x
zog	x
alles	x
fürsorglich	x
an	x
,	x
brachte	x
seine	x
Haare	x
in	x
Ordnung	x
und	x
blies	x
die	x
Lampe	x
aus	x
...	x
Dann	x
schüttelte	x
er	x
das	x
Kopfkissen	x
eines	x
Bettes	x
zurecht	x
,	x
glättete	x
die	x
Decke	x
und	x
streckte	x
sich	x
auf	x
das	x
Lager	x
hin	x
,	x
ein	x
leichter	x
Seufzer	x
,	x
schwankend	x
zwischen	x
Aufatmen	x
und	x
Schmerzgefühl	x
,	x
löste	x
sich	x
aus	x
seiner	x
Brust	x
,	x
und	x
dann	x
begann	x
er	x
zu	x
flüstern	x
und	x
zu	x
murmeln	x
,	x
immer	x
ein	x
und	x
dasselbe	x
,	x
immer	x
die	x
demütige	x
und	x
inbrünstige	x
Bitte	x
für	x
seine	x
Kinder	x
.	x
Als	x
der	x
Mond	x
durch	x
das	x
Gebälke	x
des	x
Webstuhles	x
schaute	x
,	x
da	x
wendete	x
ihm	x
der	x
Mann	x
sein	x
geduldiges	x
Gesicht	x
zu	x
und	x
atmete	x
leiser	x
,	x
als	x
ob	x
ein	x
tröstender	x
alter	x
Freund	x
zu	x
ihm	x
gekommen	x
wäre	x
.	x
Drüben	x
bei	x
dem	x
Nachbar	x
Krippelmacher	x
ging	x
es	x
noch	x
lustig	x
zu	x
,	x
da	x
hielten	x
die	x
kleinen	x
Tonfiguren	x
noch	x
große	x
Reden	x
,	x
und	x
die	x
gebratenen	x
Kartoffeln	x
sprangen	x
im	x
Backofen	x
herum	x
vor	x
Hitze	x
.	x
»	x
Ich	x
weiß	x
nicht	x
,	x
mir	indirect
ist	indirect
der	indirect
Weber	indirect
heut	indirect
recht	indirect
übel	indirect
vorgekommen	indirect
,	x
Weib	x
,	x
meinst	x
nicht	x
?	x
«	x
