tok	cat
Bibibi	x
war	x
eben	x
ein	x
grosser	x
Schlaukopf	x
und	x
wusste	x
genau	x
,	x
wie	indirect
man	indirect
das	indirect
Zeug	indirect
anfasste	indirect
.	indirect
Frau	x
Selma	x
schwamm	x
in	x
Wonne	x
.	x
Sie	x
erkannte	x
jetzt	x
,	x
dass	indirect
ihres	indirect
Mannes	indirect
anscheinende	indirect
Verrücktheit	indirect
nur	indirect
Schlauheit	indirect
war	indirect
.	indirect
Sowie	x
er	x
sich	x
auf	x
den	x
richtigen	x
Platz	x
gestellt	x
sah	x
,	x
waren	x
alle	x
in	x
ihm	x
schlummernden	x
Fähigkeiten	x
erwacht	x
.	x
Er	x
schmeichelte	x
der	x
verkappten	x
Lüsternheit	x
des	x
Publikums	x
und	x
gab	x
ihr	x
fette	x
Bissen	x
,	x
aber	x
nur	x
von	x
der	x
langen	x
Sauce	x
scheinheiliger	x
Frömmelei	x
begossen	x
.	x
Ohne	x
diese	x
nie	x
,	x
denn	x
er	x
war	x
sehr	x
für	x
die	x
Moral	x
seiner	x
Leser	x
besorgt	x
.	x
Man	x
sündigte	x
hier	x
nur	x
in	x
verdunkelten	x
Ecken	x
.	x
Die	x
Sonne	x
durfte	x
es	x
nicht	x
sehen	x
.	x
Nackt	x
zu	x
gehen	x
war	x
verboten	x
,	x
die	x
Röckchen	x
zu	x
lüpfen	x
erlaubt	x
.	x
Wo	x
sich	x
in	x
einem	x
Roman	x
eine	x
Gestalt	x
fand	x
,	x
die	x
gegen	x
Anfechtungen	x
kämpfte	x
,	x
wurde	x
der	x
Roman	x
zurückgewiesen	x
.	x
Anständige	x
,	x
d.h.	x
kluge	x
Leute	x
haben	x
keine	x
Anfechtungen	x
,	x
entschied	x
der	x
Chefredakteur	x
;	x
denn	x
wenn	x
sie	x
solche	x
haben	x
,	x
kommt	x
es	x
nicht	x
an	x
den	x
Tag	x
.	x
Wird	x
aber	x
ein	x
Mensch	x
mit	x
Anfechtungen	x
geschildert	x
,	x
so	x
muss	x
er	x
gleich	x
als	x
niederträchtiger	x
Kerl	x
hingestellt	x
werden	x
.	x
Frau	x
Selma	x
und	x
das	x
Publikum	x
glaubten	x
an	x
die	x
strenge	x
Moral	x
des	x
grossen	x
Bibibi	x
.	x
Nur	x
eins	x
konnte	x
Selma	x
nicht	x
recht	x
verstehen	x
:	x
diese	x
Kontraktabschlüsse	x
im	x
Hotel	x
.	x
Einmal	x
brachte	x
sie	x
es	x
durch	x
Schlauheit	x
und	x
Thürenhorcherei	x
dahin	x
,	x
in	x
Erfahrung	x
zu	x
bringen	x
,	x
wann	x
er	x
seine	x
nächsten	x
Abmachungen	x
mit	x
einem	x
neuen	x
litterarischen	x
Stern	x
im	x
Hotel	x
haben	x
würde	x
.	x
Eine	x
Stunde	x
vorher	x
fuhr	x
sie	x
dicht	x
verschleiert	x
,	x
eine	x
Handtasche	x
tragend	x
,	x
dahin	x
und	x
liess	x
sich	x
die	x
Stube	x
neben	x
dem	x
vereinbarten	x
Zimmer	x
geben	x
.	x
Nach	x
einer	x
geraumen	x
Zeit	x
hörte	x
sie	x
endlich	x
die	x
beiden	x
eintreten	x
.	x
Sie	x
vernahm	x
Bibibis	x
Stimme	x
und	x
eine	x
schüchterne	x
zweite	x
,	x
die	x
der	x
Frau	x
A.B.	x
,	x
einer	x
jung	x
verheirateten	x
Dame	x
,	x
angehörte	x
.	x
Selma	x
legte	x
hochaufhorchend	x
das	x
Ohr	x
an	x
die	x
Thür	x
.	x
Zuerst	x
hörte	x
sie	x
nur	x
ein	x
vergnügliches	x
Grunzen	x
,	x
wie	x
Bibibi	x
von	x
sich	x
gab	x
,	x
wenn	x
er	x
glücklich	x
küsste	x
.	x
Dann	x
kamen	x
wohlbekannte	x
Laute	x
,	x
so	x
wie	x
sie	x
zu	x
Anfang	x
ihrer	x
Ehe	x
ihr	x
selbst	x
entflohen	x
waren	x
,	x
wenn	x
Bibibi	x
gar	x
zu	x
stürmisch	x
zu	x
seinem	x
Recht	x
gelangen	x
wollte	x
.	x
Dann	x
verriet	x
das	x
Knarren	x
einer	x
indiskreten	x
Bettstatt	x
allerlei	x
,	x
was	x
Selma	x
besser	x
verborgen	x
geblieben	x
wäre	x
.	x
Dann	x
folgte	x
die	x
feierliche	x
Stille	x
nach	x
dem	x
Sturm	x
.	x
Selma	x
hatte	x
sich	x
behutsam	x
auf	x
den	x
Boden	x
niedergelassen	x
,	x
denn	x
das	x
Stehen	x
wurde	x
ihr	x
unbequem	x
.	x
Später	x
hörte	x
sie	x
eine	x
pipsende	x
Stimme	x
jammern	x
:	x
»	x
O	x
Gott	x
,	x
mein	x
armer	x
Mann	x
,	x
mein	x
armer	x
Mann	x
!	x
Was	x
wird	x
er	x
bloss	x
sagen	x
,	x
wenn	x
das	x
Essen	x
um	x
Eins	x
nicht	x
fertig	x
ist	x
;	x
o	x
ich	x
muss	x
nach	x
Hause	x
!	x
«	x
...	x
Man	x
hörte	x
allerlei	x
rauschen	x
,	x
dann	x
Wassergeriesel	x
,	x
dann	x
flüsterte	x
Bibibi	x
:	x
»	x
Lass	x
mich	x
zuerst	x
hinab	x
,	x
Kindchen	x
,	x
ich	x
mache	x
alles	x
beim	x
Portier	x
ab	x
,	x
ich	x
habe	x
fürchterliche	x
Eile	x
.	x
Die	x
Fahnen	x
müssen	x
um	x
12	x
Uhr	x
nach	x
der	x
Druckerei	x
und	x
jetzt	x
ist	x
's	x
dreiviertel	x
auf	x
Zwölf	x
.	x
Den	x
Kontrakt	x
erhältst	x
du	x
morgen	x
.	x
Der	x
Roman	x
erscheint	x
in	x
sechs	x
Wochen	x
,	x
wir	x
bringen	x
dein	x
Vollbild	x
und	x
du	x
bekommst	x
dreitausend	x
Mark	x
Honorar	x
für	x
den	x
Erstabdruck	x
.	x
Hab	x
vielen	x
Dank	x
,	x
mein	x
Herz	x
.	x
Das	x
nächste	x
Mal	x
machen	x
wir	x
's	x
mit	x
mehr	x
Musse	x
.	x
Adieu	x
!	x
«	x
Frau	x
Selma	x
erhob	x
sich	x
von	x
ihrem	x
Lauscherposten	x
.	x
War	x
das	x
ein	x
Rückfall	x
in	x
seine	x
Verrücktheit	x
gewesen	x
?	x
Gewiss	x
,	x
nur	x
das	x
konnte	x
es	x
sein	x
!	x
Sie	x
sah	x
ihn	x
grübelnd	x
,	x
forschend	x
beim	x
Mittagessen	x
an	x
und	x
gab	x
ihm	x
drei	x
Abende	x
hindurch	x
keinen	x
Gutenachtkuss	x
.	x
Aber	x
sie	x
horchte	x
von	x
nun	x
an	x
viel	x
an	x
der	x
Thür	x
,	x
die	x
in	x
das	x
Redaktionszimmer	x
führte	x
,	x
in	x
dem	x
er	x
allein	x
arbeitete	x
.	x
Sie	x
brachte	x
allerlei	x
in	x
Erfahrung	x
.	x
Wie	x
Schriftstellerinnen	x
oft	x
zu	x
ihrem	x
Ruhm	x
kamen	x
.	x
Wie	x
andere	x
abgewiesen	x
wurden	x
,	x
weil	x
sie	x
bei	x
gewissen	x
Zumutungen	x
hochmütig	x
aufgefahren	x
waren	x
.	x
Weshalb	x
die	x
Belletristik	x
das	x
fast	x
ausschliesslich	x
vom	x
Weibe	x
beherrschte	x
Gebiet	x
geworden	x
war	x
.	x
Wie	x
dem	x
Publikum	x
eine	x
Geschmacksrichtung	x
aufgedrängt	x
wurde	x
,	x
die	x
nur	x
von	x
der	x
jeweiligen	x
Appetitsverschiedenheit	x
des	x
Chefredakteurs	x
abhing	x
.	x
Wie	x
die	x
Guillotine	x
der	x
Kritik	x
ohne	x
Hirn	x
und	x
Vernunft	x
arbeitete	x
.	x
Wie	x
immer	x
weniger	x
ernsthafte	x
Männer	x
auf	x
dem	x
schöngeistigen	x
Arbeitsfeld	x
mitkämpfen	x
wollten	x
...	x
Sie	x
verwunderte	x
sich	x
über	x
manches	x
,	x
aber	x
sie	x
war	x
zu	x
sehr	x
Weib	x
,	x
um	x
ihre	x
persönliche	x
Sache	x
nicht	x
als	x
Hauptsache	x
zu	x
empfinden	x
.	x
Sie	x
horchte	x
weiter	x
und	x
sie	x
vernahm	x
noch	x
verschiedene	x
»	x
Vereinbarungen	x
«	x
.	x
Nur	x
um	x
ihr	x
schlecht	x
wiedergegebenes	x
Bild	x
in	x
eine	x
Tageszeitung	x
zu	x
lancieren	x
,	x
ergaben	x
sich	x
manche	x
dieser	x
jungen	x
Frauen	x
den	x
Launen	x
Bibibis	x
.	x
Nein	x
,	x
Bibibi	x
,	x
kein	x
Verrückter	x
bist	x
du	x
,	x
eine	x
menschliche	x
Bestie	x
bist	x
du	x
,	x
schluchzte	x
die	x
arme	x
Frau	x
Selma	x
im	x
Nebenzimmer	x
.	x
Aber	x
warte	x
,	x
ich	x
will	x
mich	x
an	x
dir	x
rächen	x
,	x
dass	x
du	x
wirklich	x
verrückt	x
werden	x
sollst	x
.	x
Vor	x
allem	x
dafür	x
,	x
dass	x
du	x
mich	x
in	x
Bezug	x
auf	x
deine	x
eheliche	x
Treue	x
irre	x
geführt	x
hast	x
.	x
Oder	x
hast	x
du	x
mich	x
überhaupt	x
nie	x
an	x
sie	x
glauben	x
machen	x
wollen	x
und	x
–	x
ich	x
selbst	x
habe	x
mich	x
im	x
Glauben	x
an	x
sie	x
bestärkt	x
?	x
Dann	x
sollst	x
du	x
es	x
doppelt	x
büssen	x
,	x
denn	x
was	x
man	x
selbst	x
Dummes	x
begeht	x
,	x
daran	x
ist	x
immer	x
der	x
andere	x
schuld	x
...	x
Und	x
Selma	x
,	x
bis	x
zum	x
Rand	x
mit	x
Wut	x
und	x
Erbitterung	x
gefüllt	x
,	x
vergass	x
ihren	x
Stolz	x
,	x
stellte	x
sich	x
mit	x
anderm	x
weiblichen	x
Federvieh	x
auf	x
eine	x
Stufe	x
und	x
schrieb	x
ein	x
Buch	x
.	x
Sie	x
nannte	x
es	x
:	x
»	x
Das	x
seid	x
Ihr	x
!	x
«	x
Schon	x
das	x
erste	x
Wort	x
,	x
mit	x
dem	x
wir	x
empfangen	x
werden	x
,	x
begann	x
sie	x
,	x
ist	x
ein	x
geringschätziges	x
.	x
Nur	x
ein	x
Mädchen	x
!	x
Oder	x
heisst	x
es	x
in	x
den	x
meisten	x
Fällen	x
nicht	x
so	x
,	x
wenn	x
die	x
sage	x
femme	x
uns	x
in	x
die	x
Arme	x
des	x
Vaters	x
legt	x
?	x
Dann	x
später	x
werden	x
wir	x
von	x
unsern	x
uns	x
an	x
Kraft	x
überlegenen	x
Brüdern	x
gefoppt	x
,	x
übervorteilt	x
,	x
misshandelt	x
.	x
Die	x
öden	x
Jahre	x
der	x
Bleichsucht	x
beginnen	x
.	x
Unlustig	x
,	x
von	x
einem	x
Gefühl	x
der	x
Dumpfheit	x
und	x
Schwere	x
gequält	x
,	x
schleppen	x
wir	x
uns	x
dahin	x
,	x
bis	x
ein	x
Tag	x
uns	x
das	x
mit	x
mancherlei	x
körperlichen	x
Leiden	x
erkaufte	x
Siegel	x
aufdrückt	x
,	x
dass	x
wir	x
nun	x
zum	x
Gebären	x
reif	x
sind	x
.	x
Haben	x
wir	x
Geld	x
und	x
ein	x
hübsches	x
Gesicht	x
,	x
so	x
ist	x
bald	x
der	x
Freier	x
da	x
,	x
der	x
um	x
uns	x
wirbt	x
.	x
Nach	x
einer	x
unnatürlich	x
verlebten	x
Verlobungszeit	x
,	x
in	x
der	x
wir	x
unser	x
erwachendes	x
Temperament	x
verleugnen	x
und	x
Komödie	x
spielen	x
müssen	x
,	x
werden	x
wir	x
endlich	x
zum	x
Traualtar	x
geführt	x
.	x
Die	x
heimlich	x
tausendmal	x
ersehnte	x
Hochzeitsnacht	x
ist	x
da	x
.	x
Anstatt	x
der	x
werbenden	x
Zärtlichkeit	x
des	x
Geliebten	x
zu	x
begegnen	x
,	x
werden	x
wir	x
von	x
einem	x
keuchenden	x
,	x
brünstigen	x
Gewalthaber	x
genotzüchtigt	x
,	x
der	x
vom	x
Priester	x
und	x
unsern	x
Eltern	x
das	x
Recht	x
dazu	x
empfangen	x
hat	x
.	x
Nach	x
Schmerzen	x
und	x
Demütigungen	x
mancherlei	x
Art	x
werden	x
wir	x
endlich	x
schwanger	x
.	x
Fast	x
ein	x
Jahr	x
widriger	x
Verunstaltung	x
,	x
widriger	x
Krankheitszustände	x
,	x
dann	x
kommt	x
die	x
Stunde	x
,	x
wo	x
unserer	x
Schamhaftigkeit	x
der	x
letzte	x
Schleier	x
entrissen	x
wird	x
.	x
Nackt	x
wie	x
ein	x
Tier	x
,	x
in	x
Bewusstlosigkeit	x
versetzt	x
,	x
oder	x
im	x
Krampf	x
verzerrt	x
,	x
ruhen	x
wir	x
hilflos	x
vor	x
den	x
Augen	x
eines	x
fremden	x
Mannes	x
,	x
des	x
Arztes	x
,	x
der	x
oft	x
noch	x
Kollegen	x
an	x
der	x
Seite	x
hat	x
.	x
Man	x
wühlt	x
in	x
unserm	x
Körper	x
,	x
verspritzt	x
unser	x
Blut	x
und	x
legt	x
sorgsam	x
Verbände	x
und	x
Salben	x
zurück	x
fürs	x
»	x
nächste	x
«	x
Mal	x
.	x
Noch	x
kaum	x
von	x
unsern	x
Wunden	x
geheilt	x
,	x
findet	x
uns	x
die	x
neu	x
aufflammende	x
Gier	x
des	x
Mannes	x
,	x
zu	x
der	x
sich	x
vielleicht	x
noch	x
der	x
Kitzel	x
der	x
Grausamkeit	x
gesellt	x
.	x
Nach	x
elf	x
Monaten	x
machen	x
wir	x
die	x
Schlachtscene	x
aufs	x
neue	x
durch	x
.	x
Und	x
so	x
weiter	x
.	x
Eines	x
Tages	x
aber	x
harren	x
wir	x
vergebens	x
der	x
Liebkosungen	x
unseres	x
Gatten	x
.	x
Er	x
ist	x
unserer	x
satt	x
geworden	x
.	x
Die	x
Liebeskunststücke	x
,	x
die	x
er	x
uns	x
gelehrt	x
hat	x
,	x
besitzen	x
keinen	x
Reiz	x
mehr	x
für	x
ihn	x
.	x
Nun	x
geht	x
er	x
zu	x
andern	x
Frauen	x
,	x
um	x
neue	x
einzuüben	x
.	x
Aber	x
die	x
können	x
wir	x
nicht	x
mehr	x
erlernen	x
,	x
denn	x
unser	x
Körper	x
,	x
von	x
ihm	x
gebrochen	x
und	x
zerstört	x
,	x
hat	x
keine	x
Kraft	x
mehr	x
in	x
seinen	x
Muskeln	x
.	x
Wir	x
sind	x
schlaff	x
geworden	x
.	x
Wenn	x
er	x
ehrlich	x
ist	x
,	x
sagt	x
er	x
uns	x
die	x
Wahrheit	x
mit	x
offenem	x
Visier	x
;	x
wenn	x
er	x
feig	x
ist	x
,	x
betrügt	x
er	x
uns	x
hinter	x
unserm	x
Rücken	x
...	x
Und	x
nun	x
begann	x
die	x
feurige	x
Anklage	x
gegen	x
den	x
einen	x
.	x
Das	x
ganze	x
Buch	x
war	x
so	x
persönlich	x
gehalten	x
,	x
dass	x
jeder	x
sofort	x
wusste	x
,	x
Bibibi	indirect
sei	indirect
hier	indirect
in	indirect
die	indirect
Hände	indirect
einer	indirect
Überlegnen	indirect
geraten	indirect
,	indirect
die	indirect
ihn	indirect
durchschaute	indirect
.	indirect
Die	x
Frauen	x
alle	x
,	x
die	x
geknechteten	x
,	x
geopferten	x
,	x
misshandelten	x
,	x
umringten	x
ihre	x
mutige	x
Schwester	x
,	x
das	x
neue	x
Weib	x
,	x
die	x
erste	x
,	x
die	x
es	x
gewagt	x
hatte	x
,	x
ihren	x
Tyrannen	x
offen	x
an	x
den	x
Pranger	x
zu	x
stellen	x
.	x
Sie	x
drückten	x
ihr	x
die	x
Hände	x
,	x
wenn	x
sie	x
sie	x
auf	x
der	x
Strasse	x
trafen	x
,	x
sie	x
schrieben	x
ihr	x
danküberströmende	x
Briefe	x
.	x
Sie	x
war	x
mit	x
einem	x
Male	x
die	x
Heldin	x
der	x
unterdrückteren	x
Hälfte	x
der	x
Menschheit	x
geworden	x
.	x
Man	x
war	x
aufs	x
höchste	x
darauf	x
gespannt	x
,	x
wie	x
sie	x
nun	x
ihre	x
edlen	x
revolutionären	x
Ideen	x
in	x
Thaten	x
umsetzen	x
würde	x
;	x
denn	x
nach	x
diesem	x
unerhörten	x
Buch	x
musste	x
sie	x
mit	x
einem	x
verächtlichen	x
Fahrwohl	x
von	x
ihm	x
,	x
dem	x
Knechter	x
ihrer	x
Individualität	x
und	x
Frauenwürde	x
,	x
scheiden	x
.	x
Einsame	x
Arbeit	x
in	x
stolzer	x
Unabhängigkeit	x
würde	x
ihr	x
Märtyrerlos	x
worden	x
.	x
Man	x
bereitete	x
sich	x
vor	x
,	x
ihre	x
Apotheose	x
zu	x
erleben	x
.	x
Bibibi	x
machte	x
ein	x
langes	x
und	x
immer	x
längeres	x
Gesicht	x
.	x
Alle	x
Wetter	x
!	x
War	x
er	x
trotz	x
aller	x
Vorsichtsmassregeln	x
doch	x
noch	x
zu	x
unvorsichtig	x
gewesen	x
?	x
Hatte	x
sie	x
Verdacht	x
geschöpft	x
?	x
Hatte	x
ihn	x
eine	x
seiner	x
Freundinnen	x
verraten	x
?	x
Ihm	x
,	x
dem	x
Verfechter	x
der	x
öffentlichen	x
Moral	x
,	x
war	x
die	x
Sache	x
höchst	x
unangenehm	x
.	x
Hauptsächlich	x
jedoch	x
deshalb	x
,	x
weil	x
er	x
sich	x
als	x
–	x
unschlau	x
erwiesen	x
hatte	x
.	x
Wer	x
wollte	x
nicht	x
lieber	x
für	x
einen	x
Schurken	x
als	x
für	x
einen	x
dummen	x
Kerl	x
gelten	x
?	x
Nun	x
,	x
er	x
hatte	x
jetzt	x
festen	x
Boden	x
unter	x
seinen	x
Füssen	x
,	x
mochte	x
sie	x
ihn	x
schliesslich	x
verlassen	x
.	x
Er	x
liess	x
doppelt	x
empörte	x
Tiraden	x
gegen	x
alle	x
los	x
,	x
die	x
einen	x
Schritt	x
vom	x
Wege	x
der	x
breiten	x
,	x
fetten	x
Moral	x
thaten	x
.	x
Ja	x
,	x
er	x
begann	x
sich	x
gegen	x
das	x
Weib	x
zu	x
wenden	x
,	x
dem	x
die	x
heiligsten	x
Bande	x
nicht	x
zu	x
ehrwürdig	x
wären	x
,	x
um	x
mit	x
ihnen	x
sein	x
Spiel	x
zu	x
treiben	x
.	x
Er	x
hing	x
nicht	x
so	x
sehr	x
an	x
Selma	x
,	x
um	x
eine	x
Trennung	x
von	x
ihr	x
als	x
zu	x
schweren	x
Schicksalsschlag	x
zu	x
empfinden	x
,	x
aber	x
den	x
Skandal	x
hasste	x
er	x
.	x
Seit	x
sie	x
wusste	x
,	x
dass	indirect
er	indirect
ihr	indirect
Buch	indirect
gelesen	indirect
hatte	indirect
,	x
und	x
das	x
ungeheure	x
Aufsehen	x
ermass	x
,	x
das	x
es	x
erregte	x
,	x
ging	x
sie	x
ihm	x
scheu	x
aus	x
dem	x
Wege	x
.	x
Sie	x
kannte	x
seine	x
herkulischen	x
Kräfte	x
,	x
dazu	x
seine	x
Gereiztheit	x
;	x
wer	x
weiss	x
,	x
was	indirect
geschah	indirect
.	indirect
Auch	x
ihre	x
