tok	cat
weit	x
gekommen	x
ist	x
...	x
«	x
Und	x
nun	x
erzählte	x
sie	x
mir	x
die	x
ganze	x
Geschichte	x
:	x
»	x
Er	x
kam	x
heute	x
erst	x
früh	x
am	x
Morgen	x
heim	x
;	x
ich	x
hörte	x
ihn	x
hier	x
vor	x
unserer	x
Wohnung	x
über	x
die	x
Stufen	x
stolpern	x
.	x
Dabei	x
sang	x
er	x
etwas	x
mit	x
seiner	x
heiseren	x
Stimme	x
.	x
Nun	x
,	x
und	x
oben	x
wird	x
er	x
wieder	x
Geld	x
verlangt	x
haben	x
.	x
Die	x
Türe	x
hat	x
er	x
offen	x
gelassen	x
–	x
bis	x
zu	x
uns	x
herab	x
...	x
denken	x
Sie	x
,	x
vom	x
vierten	x
bis	x
in	x
den	x
zweiten	x
Stock	x
–	x
hörte	x
man	x
sein	x
Toben	x
.	x
Und	x
dann	x
plötzlich	x
ein	x
Schrei	x
.	x
Noch	x
ein	x
Schrei	x
.	x
Da	x
stürzten	x
die	x
Leute	x
hinauf	x
,	x
und	x
da	x
sah	x
man	x
's	x
.	x
Er	x
aber	x
soll	x
ganz	x
verstockt	x
dagestanden	x
sein	x
und	x
die	x
Achseln	x
gezuckt	x
haben	x
...	x
!	x
«	x
–	x
Ich	x
ging	x
.	x
Hinter	x
mir	x
hörte	x
ich	x
schwere	x
Schritte	x
.	x
Man	x
führte	x
den	x
Muttermörder	x
davon	x
.	x
In	x
den	x
Gängen	x
standen	x
Männer	x
,	x
Weiber	x
und	x
Kinder	x
,	x
sie	x
starrten	x
nach	x
;	x
keiner	x
sprach	x
ein	x
Wort	x
.	x
Ich	x
hatte	x
mich	x
im	x
Flur	x
umgewandt	x
,	x
stieg	x
die	x
Treppe	x
hinab	x
,	x
schritt	x
aus	x
dem	x
Hause	x
und	x
ging	x
in	x
einer	x
sehr	x
trüben	x
Stimmung	x
daran	x
,	x
mein	x
übriges	x
Tagewerk	x
zu	x
vollbringen	x
.	x
Kurz	x
nach	x
Mittag	x
kehrte	x
ich	x
in	x
das	x
Unglückshaus	x
zurück	x
;	x
ich	x
fand	x
die	x
Verletzte	x
,	x
wie	x
ich	x
sie	x
verlassen	x
,	x
bewußtlos	x
,	x
ziemlich	x
schwer	x
atmend	x
.	x
Die	x
Wartefrau	x
erzählte	x
mir	x
,	x
daß	indirect
unterdessen	indirect
die	indirect
Gerichtskommission	indirect
dagewesen	indirect
und	indirect
den	indirect
Tatbestand	indirect
aufgenommen	indirect
habe	indirect
.	indirect
Es	x
war	x
so	x
dunkel	x
in	x
dem	x
Zimmer	x
,	x
daß	x
ich	x
eine	x
Kerze	x
anzünden	x
und	x
auf	x
das	x
Nachttischchen	x
am	x
Kopfende	x
des	x
Bettes	x
stellen	x
ließ	x
...	x
Welch	x
ein	x
unendliches	x
Leiden	x
lag	x
auf	x
diesem	x
sterbenden	x
Antlitz	x
.	x
Ich	x
richtete	x
eine	x
Frage	x
an	x
die	x
Kranke	x
.	x
Sie	x
wurde	x
unruhig	x
,	x
stöhnte	x
und	x
öffnete	x
die	x
Augen	x
ein	x
wenig	x
.	x
Zu	x
sprechen	x
vermochte	x
sie	x
nicht	x
.	x
Nachdem	x
ich	x
das	x
Nötige	x
verordnet	x
,	x
entfernte	x
ich	x
mich	x
...	x
Abends	x
,	x
als	x
ich	x
hinaufkam	x
,	x
schien	x
sich	x
die	x
arme	x
Frau	x
etwas	x
wohler	x
zu	x
befinden	x
.	x
Sie	x
antwortete	x
auf	x
meine	x
Frage	x
,	x
wie	indirect
es	indirect
ihr	indirect
gehe	indirect
:	indirect
»	x
Besser	x
...	x
«	x
und	x
versuchte	x
zu	x
lächeln	x
.	x
Gleich	x
aber	x
versank	x
sie	x
wieder	x
in	x
die	x
frühere	x
Bewußtlosigkeit	x
...	x
Sechs	x
Uhr	x
morgens	x
!	x
–	x
Nach	x
Mitternacht	x
–	x
eben	x
als	x
ich	x
die	x
letzte	x
Zeile	x
in	x
mein	x
Tagebuch	x
eingetragen	x
–	x
wurde	x
heftig	x
geklingelt	x
...	x
Frau	x
Martha	x
Eberlein	x
–	x
dies	x
war	x
der	x
Name	x
der	x
Schwerverletzten	x
–	x
verlangte	x
nach	x
mir	x
.	x
Irgendein	x
Junge	x
aus	x
dem	x
Hause	x
war	x
hergeschickt	x
worden	x
;	x
ich	x
sollte	x
gleich	x
zu	x
ihr	x
,	x
gleich	x
,	x
gleich	x
...	x
Ob	x
sie	x
im	x
Fieber	x
liege	x
,	x
ob	x
es	x
zu	x
Ende	x
gehe	x
...	x
?	x
Er	x
wußte	x
nichts	x
;	x
jedenfalls	x
sei	x
es	x
höchst	x
dringend	x
.	x
Ich	x
folgte	x
dem	x
Jungen	x
auf	x
dem	x
Fuße	x
,	x
und	x
mit	x
meiner	x
chirurgischen	x
Handtasche	x
versehen	x
,	x
eilte	x
ich	x
die	x
Treppe	x
des	x
Hauses	x
hinauf	x
,	x
während	x
der	x
Junge	x
unten	x
stehenblieb	x
,	x
ein	x
Wachsstöckchen	x
in	x
der	x
Hand	x
haltend	x
,	x
um	x
mir	x
zu	x
leuchten	x
.	x
Die	x
letzt	x
Stufen	x
lagen	x
schon	x
tief	x
im	x
Dunkel	x
,	x
nur	x
am	x
Anfang	x
des	x
Weges	x
geleitete	x
mich	x
ein	x
matter	x
,	x
flackernder	x
Schein	x
.	x
Doch	x
aus	x
der	x
halboffenen	x
Wohnungstür	x
der	x
Kranken	x
fiel	x
mir	x
ein	x
Lichtstreif	x
entgegen	x
.	x
Ich	x
trat	x
ein	x
und	x
durch	x
den	x
Vorraum	x
,	x
der	x
auch	x
die	x
Küche	x
vorstellte	x
,	x
in	x
das	x
Hofzimmer	x
.	x
Die	x
Wartefrau	x
war	x
aufgestanden	x
,	x
als	x
sie	x
meine	x
Schritte	x
hörte	x
,	x
und	x
kam	x
mir	x
entgegen	x
.	x
»	x
Was	x
gibt	x
's	x
?	x
«	x
flüsterte	x
ich	x
...	x
»	x
Sie	x
will	x
Sie	x
durchaus	x
sprechen	x
,	x
Herr	x
Doktor	x
!	x
«	x
sagte	x
das	x
Weib	x
.	x
Ich	x
stand	x
schon	x
beim	x
Bette	x
;	x
die	x
Kranke	x
lag	x
regungslos	x
da	x
;	x
ihre	x
Augen	x
waren	x
weit	x
geöffnet	x
;	x
sie	x
sah	x
mich	x
an	x
.	x
Leise	x
sagte	x
sie	x
:	x
»	x
Danke	x
,	x
Herr	x
Doktor	x
–	x
danke	x
!	x
«	x
–	x
Ich	x
ergriff	x
ihre	x
Hand	x
;	x
der	x
Puls	x
war	x
nicht	x
gerade	x
schlecht	x
.	x
Ich	x
schlug	x
den	x
fröhlichen	x
Ton	x
an	x
,	x
den	x
wir	x
ja	x
immer	x
in	x
der	x
Kehle	x
haben	x
müssen	x
,	x
auch	x
wenn	x
es	x
uns	x
nicht	x
danach	x
zumute	x
ist	x
.	x
»	x
Also	x
,	x
besser	x
geht	x
es	x
,	x
wie	x
ich	x
sehe	x
,	x
Frau	x
Eberlein	x
,	x
das	x
ist	x
sehr	x
erfreulich	x
!	x
«	x
Sie	x
lächelte	x
.	x
»	x
Ja	x
,	x
besser	x
–	x
und	x
ich	x
habe	x
mit	x
Ihnen	x
zu	x
sprechen	x
...	x
«	x
»	x
So	x
?	x
«	x
fragte	x
ich	x
–	x
»	x
lassen	x
Sie	x
hören	x
!	x
«	x
»	x
Mit	x
Ihnen	x
allein	x
!	x
«	x
–	x
»	x
Ruhen	x
Sie	x
eine	x
Weile	x
aus	x
!	x
«	x
wandte	x
ich	x
mich	x
an	x
die	x
Wartefrau	x
.	x
»	x
Draußen	x
!	x
«	x
sagte	x
die	x
Kranke	x
.	x
Die	x
Wartefrau	x
sah	x
mich	x
noch	x
einmal	x
fragend	x
an	x
,	x
worauf	x
sie	x
ging	x
,	x
die	x
Türe	x
leise	x
hinter	x
sich	x
schließend	x
.	x
Ich	x
war	x
allein	x
mit	x
der	x
Kranken	x
.	x
»	x
Bitte	x
!	x
«	x
sagte	x
diese	x
,	x
mit	x
den	x
Augen	x
auf	x
einen	x
Stuhl	x
weisend	x
,	x
der	x
am	x
Fußende	x
des	x
Bettes	x
stand	x
.	x
Ich	x
ließ	x
mich	x
nieder	x
,	x
ihre	x
Hand	x
in	x
der	x
meinen	x
behaltend	x
,	x
und	x
rückte	x
näher	x
,	x
um	x
sie	x
besser	x
verstehen	x
zu	x
können	x
.	x
Sie	x
sprach	x
ziemlich	x
leise	x
.	x
»	x
Ich	x
war	x
so	x
frei	x
,	x
Herr	x
Doktor	x
«	x
,	x
begann	x
sie	x
–	x
»	x
denn	x
es	x
ist	x
sehr	x
notwendig	x
,	x
daß	x
ich	x
Sie	x
spreche	x
!	x
«	x
»	x
Was	x
wünschen	x
Sie	x
,	x
meine	x
Liebe	x
?	x
«	x
frug	x
ich	x
...	x
»	x
Strengen	x
Sie	x
sich	x
nur	x
nicht	x
allzusehr	x
an	x
!	x
«	x
»	x
O	x
nein	x
...	x
es	x
sind	x
nur	x
ein	x
paar	x
Worte	x
...	x
Sie	x
müssen	x
ihn	x
befreien	x
,	x
Herr	x
Doktor	x
!	x
«	x
»	x
Wen	x
?	x
«	x
»	x
Meinen	x
Sohn	x
–	x
ihn	x
!	x
«	x
»	x
Meine	x
liebe	x
Frau	x
Eberlein	x
«	x
,	x
erwiderte	x
ich	x
bewegt	x
...	x
»	x
Sie	x
wissen	x
wohl	x
,	x
das	indirect
steht	indirect
nicht	indirect
in	indirect
meiner	indirect
Macht	indirect
!	indirect
«	x
»	x
Oh	x
,	x
es	x
steht	x
in	x
Ihrer	x
Macht	x
,	x
wenn	x
es	x
eine	x
Gerechtigkeit	x
gibt	x
...	x
«	x
»	x
Ich	x
bitte	x
Sie	x
recht	x
sehr	x
...	x
versuchen	x
Sie	x
sich	x
nicht	x
aufzuregen	x
...	x
Ich	x
fühle	x
wohl	x
,	x
daß	x
Sie	x
mich	x
für	x
Ihren	x
Freund	x
halten	x
,	x
und	x
ich	x
danke	x
Ihnen	x
dafür	x
;	x
ich	x
bin	x
aber	x
auch	x
Ihr	x
Arzt	x
und	x
darf	x
Ihnen	x
ein	x
bißchen	x
befehlen	x
.	x
Nicht	x
?	x
–	x
Also	x
Ruhe	x
!	x
Vor	x
allem	x
Ruhe	x
!	x
«	x
»	x
Ruhe	x
...	x
«	x
wiederholte	x
sie	x
,	x
und	x
schmerzlich	x
zuckte	x
es	x
ihr	x
um	x
Augen	x
und	x
Mund	x
...	x
»	x
Herr	x
Doktor	x
–	x
Sie	x
müssen	x
mich	x
anhören	x
...	x
es	x
lastet	x
so	x
schwer	x
auf	x
mir	x
!	x
«	x
Auf	x
meinem	x
schweigenden	x
Antlitz	x
glaubte	x
sie	x
eine	x
Aufforderung	x
zum	x
Sprechen	x
zu	x
lesen	x
,	x
und	x
meine	x
Hand	x
fest	x
drückend	x
,	x
begann	x
sie	x
:	x
»	x
Er	x
ist	x
unschuldig	x
–	x
oder	x
doch	x
weniger	x
schuldig	x
,	x
als	x
es	x
die	x
Leute	x
ahnen	x
können	x
.	x
Ich	x
bin	x
eine	x
schlechte	x
,	x
eine	x
elende	x
Mutter	x
gewesen	x
...	x
«	x
»	x
Sie	x
?	x
«	x
»	x
Ja	x
,	x
ich	x
...	x
eine	x
Verbrecherin	x
war	x
ich	x
!	x
«	x
»	x
Frau	x
Eberlein	x
!	x
«	x
»	x
Gleich	x
werden	x
Sie	x
mich	x
verstehen	x
...	x
Ich	x
bin	x
nicht	x
Frau	x
Eberlein	x
...	x
ich	x
bin	x
Fräulein	x
Martha	x
Eberlein	x
...	x
Man	x
hält	x
mich	x
nur	x
für	x
eine	x
Witwe	x
...	x
Ich	x
habe	x
nichts	x
dazu	x
getan	x
,	x
um	x
die	x
Leute	x
zu	x
täuschen	x
,	x
aber	x
ich	x
konnte	x
diese	x
alten	x
Geschichten	x
doch	x
nicht	x
jedermann	x
erzählen	x
...	x
«	x
»	x
Nun	x
ja	x
,	x
das	x
darf	x
Sie	x
doch	x
heute	x
nicht	x
mehr	x
so	x
entsetzlich	x
quälen	x
!	x
«	x
»	x
Oh	x
,	x
nicht	x
das	x
!	x
Es	x
sind	x
zwanzig	x
Jahre	x
,	x
daß	x
ich	x
verlassen	x
wurde	x
...	x
verlassen	x
,	x
noch	x
bevor	x
er	x
zur	x
Welt	x
kam	x
,	x
er	x
,	x
mein	x
und	x
sein	x
Sohn	x
.	x
Und	x
da	x
...	x
es	x
ist	x
nur	x
der	x
reine	x
Zufall	x
,	x
daß	x
er	x
lebt	x
,	x
denn	x
,	x
Herr	x
Doktor	x
...	x
ich	x
hab	x
'	x
ihn	x
umbringen	x
wollen	x
in	x
der	x
ersten	x
Nacht	x
!	x
...	x
Ja	x
,	x
schaun	x
Sie	x
mich	x
nur	x
so	x
an	x
!	x
...	x
Allein	x
und	x
verzweifelt	x
stand	x
ich	x
da	x
...	x
Aber	x
ich	x
will	x
mich	x
nicht	x
reinwaschen	x
...	x
Ich	x
nahm	x
Decken	x
und	x
Linnenzeug	x
und	x
legte	x
es	x
über	x
ihn	x
und	x
dachte	x
,	x
er	indirect
werde	indirect
ersticken	indirect
...	indirect
Dann	x
in	x
der	x
Früh	x
'	x
nahm	x
ich	x
furchtsam	x
die	x
Decken	x
wieder	x
weg	x
...	x
und	x
er	x
wimmerte	x
!	x
Ja	x
,	x
er	x
wimmerte	x
–	x
und	x
atmete	x
–	x
und	x
lebte	x
!	x
«	x
Sie	x
weinte	x
,	x
die	x
arme	x
Frau	x
.	x
Mir	x
selber	x
versagten	x
die	x
Worte	x
.	x
Sie	x
aber	x
fuhr	x
nach	x
einem	x
kurzen	x
Schweigen	x
fort	x
:	x
»	x
...	x
Und	x
er	x
sah	x
mich	x
an	x
mit	x
großen	x
Augen	x
und	x
wimmerte	x
in	x
einem	x
fort	x
!	x
Und	x
ich	x
,	x
vor	x
diesem	x
kleinen	x
Ding	x
,	x
das	x
noch	x
keinen	x
Tag	x
alt	x
war	x
,	x
mußte	x
ich	x
erbeben	x
...	x
Ich	x
weiß	x
noch	x
genau	x
,	x
daß	indirect
ich	indirect
es	indirect
vielleicht	indirect
eine	indirect
Stunde	indirect
lang	indirect
anstarrte	indirect
und	indirect
dachte	indirect
:	indirect
Welch	indirect
ein	indirect
Vorwurf	indirect
liegt	indirect
in	indirect
diesen	indirect
Augen	indirect
!	indirect
Und	x
vielleicht	x
hat	x
es	x
dich	x
verstanden	x
und	x
klagt	x
dich	x
an	x
!	x
Und	x
vielleicht	x
hat	x
es	x
ein	x
Gedächtnis	x
und	x
wird	x
dich	x
immer	x
,	x
immer	x
anklagen	x
...	x
Und	x
es	x
wurde	x
größer	x
,	x
das	x
kleine	x
Ding	x
–	x
und	x
in	x
den	x
großen	x
Kinderaugen	x
immer	x
derselbe	x
Vorwurf	x
.	x
Wenn	x
es	x
mir	x
mit	x
den	x
Händchen	x
ins	x
Gesicht	x
fuhr	x
,	x
dachte	x
ich	x
:	x
ja	x
,	x
...	x
es	x
wird	x
dich	x
kratzen	x
,	x
es	x
will	x
sich	x
rächen	x
,	x
denn	x
es	x
erinnert	x
sich	x
an	x
jene	x
erste	x
Nacht	x
seines	x
Lebens	x
,	x
wo	x
du	x
es	x
unter	x
Decken	x
vergrubst	x
...	x
!	x
–	x
Und	x
er	x
begann	x
zu	x
lallen	x
,	x
zu	x
sprechen	x
.	x
Ich	x
hatte	x
Angst	x
vor	x
dem	x
Tage	x
,	x
wo	x
er	x
wirklich	x
würde	x
sprechen	x
können	x
.	x
Aber	x
das	x
kam	x
so	x
allmählich	x
–	x
so	x
allmählich	x
.	x
–	x
Und	x
immer	x
wartete	x
ich	x
–	x
immer	x
,	x
wenn	x
er	x
den	x
Mund	x
aufmachte	x
,	x
wartete	x
ich	x
:	x
jetzt	x
wird	x
er	x
es	x
dir	x
sagen	x
.	x
Ja	x
,	x
ja	x
,	x
er	x
wird	x
es	x
dir	x
sagen	x
,	x
daß	indirect
er	indirect
sich	indirect
nicht	indirect
täuschen	indirect
läßt	indirect
,	indirect
daß	indirect
all	indirect
die	indirect
Küsse	indirect
,	indirect
all	indirect
die	indirect
Liebkosungen	indirect
,	indirect
all	indirect
die	indirect
Liebe	indirect
dich	indirect
nicht	indirect
zur	indirect
wahren	indirect
Mutter	indirect
machen	indirect
können	indirect
.	indirect
Er	x
wehrte	x
sich	x
,	x
er	x
ließ	x
sich	x
nicht	x
küssen	x
,	x
er	x
war	x
ungebärdig	x
,	x
er	x
liebte	x
mich	x
nicht	x
...	x
Ich	x
ließ	x
mich	x
schlagen	x
von	x
dem	x
fünfjährigen	x
Buben	x
,	x
und	x
auch	x
später	x
noch	x
ließ	x
ich	x
mich	x
schlagen	x
und	x
lächelte	x
...	x
Ich	x
hatte	x
eine	x
wahnsinnige	x
Sehnsucht	x
,	x
meine	x
Schuld	x
loszuwerden	x
,	x
und	x
wußte	x
doch	x
,	x
daß	indirect
es	indirect
nimmer	indirect
ginge	indirect
!	indirect
Konnt	x
'	x
ich	x
's	x
denn	x
jemals	x
sühnen	x
?	x
...	x
Und	x
,	x
wenn	x
er	x
mich	x
ansah	x
,	x
immer	x
mit	x
den	x
selben	x
fürchterlichen	x
Augen	x
...	x
!	x
Als	x
er	x
älter	x
wurde	x
,	x
in	x
die	x
Schule	x
ging	x
,	x
da	x
wurde	x
es	x
mir	x
vollends	x
klar	x
,	x
daß	indirect
er	indirect
mich	indirect
durchschaute	indirect
...	indirect
Und	x
alles	x
nahm	x
ich	x
reuig	x
hin	x
...	x
Ach	x
,	x
er	x
war	x
kein	x
gutes	x
Kind	x
...	x
aber	x
...	x
ich	x
konnte	x
ihm	x
nicht	x
böse	x
sein	x
!	x
Böse	x
!	x
oh	x
,	x
ich	x
liebte	x
ihn	x
,	x
liebte	x
ihn	x
bis	x
zum	x
Wahnsinn	x
...	x
Und	x
mehr	x
als	x
einmal	x
sank	x
ich	x
hin	x
vor	x
ihn	x
,	x
küßte	x
seine	x
Hände	x
–	x
seine	x
Knie	x
–	x
seine	x
Füße	x
!	x
–	x
Oh	x
,	x
er	x
verzieh	x
mir	x
nicht	x
.	x
–	x
Kein	x
Blick	x
der	x
Liebe	x
,	x
kein	x
freundliches	x
Lächeln	x
...	x
!	x
Er	x
wurde	x
zehn	x
,	x
zwölf	x
Jahre	x
alt	x
;	x
er	x
haßte	x
mich	x
!	x
–	x
In	x
der	x
Schule	x
tat	x
er	x
kein	x
gut	x
...	x
Eines	x
Tages	x
kam	x
er	x
nach	x
Hause	x
mit	x
trotzigen	x
Worten	x
:	x
›Es	x
ist	x
aus	x
mit	x
der	x
Schule	x
,	x
sie	x
wollen	x
mich	x
dort	x
nicht	x
mehr	x
haben	x
...	x
‹	x
Oh	x
,	x
wie	x
ich	x
damals	x
erbebte	x
.	x
Ich	x
wollte	x
ihn	x
ein	x
Handwerk	x
lernen	x
lassen	x
–	x
ich	x
bat	x
,	x
ich	x
flehte	x
–	x
er	x
blieb	x
starr	x
–	x
er	x
wollte	x
nichts	x
