tok	cat
45	x
Minuten	x
nach	x
vollzogener	x
Rangirung	x
hat	x
die	x
Abrückung	x
compagnieweise	x
unter	x
Anführung	x
eines	x
Herrn	x
Oberofficiers	x
,	x
ohne	x
Gewehre	x
in	x
die	x
St.	x
Mauritzkirche	x
zu	x
erfolgen	x
,	x
woselbst	x
im	x
Mittelschiffe	x
der	x
Kirche	x
Aufstellung	x
zu	x
nehmen	x
ist	x
.	x
Vor	x
Beginn	x
„	x
des	x
Gottesdienstes	x
werde	x
ich	x
die	x
Uebergabe	x
des	x
vom	x
k.	x
k.	x
priv	x
.	x
bewaffn	x
.	x
Bürgerund	x
Schützencorps	x
gestifteten	x
Votivfensters	x
an	x
den	x
hochwürdigsten	x
Herrn	x
Probst	x
von	x
Sanct	x
Mauritz	x
vornehmen	x
.	x
2	x
.	x
Nach	x
vorgenommener	x
Enthüllung	x
des	x
Votivfensters	x
und	x
nach	x
beendetem	x
Gottesdienste	x
haben	x
beide	x
Corps-Abtheilungen	x
unter	x
derselben	x
Führung	x
wieder	x
auf	x
ihre	x
Sammelplätze	x
zurückzukehren	x
,	x
dortselbst	x
mit	x
den	x
Gewehren	x
anzutreten	x
und	x
präcise	x
10	x
Uhr	x
30	x
Min	x
.	x
an	x
der	x
Nordseite	x
des	x
Rathhauses	x
Aufstellung	x
zu	x
nehmen	x
.	x
Das	x
Commando	x
über	x
beide	x
Corpsabtheilungen	x
wird	x
Herr	x
Hauptmann	x
Josef	x
Konečny	x
übernehmen	x
und	x
haben	x
sämmtliche	x
Herren	x
OberOfficiere	x
in	x
ihre	x
Abtheilungen	x
einzutreten	x
.	x
—	x
Als	x
Abtheilungs-Commandanten	x
werden	x
die	x
Herren	x
Hauptmann	x
Carl	x
Wlaka	x
und	x
Hauptmann	x
Mathäus	x
Mazal	x
bestimmt	x
.	x
4	x
.	x
Nach	x
Einholung	x
der	x
Corpsfahnen	x
und	x
zwar	x
um	x
10	x
Uhr	x
35	x
Minuten	x
haben	x
beide	x
Abtheilungen	x
vor	x
dem	x
zu	x
enthüllenden	x
Kaiser-Denkmale	x
einzutreffen	x
,	x
und	x
in	x
entwickelter	x
Linie	x
mit	x
der	x
Front	x
gegen	x
das	x
Rathhaus	x
Aufstellung	x
zu	x
nehmen	x
.	x
Während	x
der	x
Enthüllungsfeier	x
hat	x
das	x
Bürger-Corps	x
mit	x
dem	x
rechten	x
und	x
linken	x
Flügel	x
und	x
zwar	x
mit	x
Halbcompagnieen	x
einzuschwenken	x
,	x
und	x
im	x
Momente	x
der	x
Enthüllung	x
die	x
Ehrenbezeigung	x
zu	x
leisten	x
,	x
die	x
Fahnen	x
zu	x
senken	x
und	x
die	x
Corps-Capelle	x
die	x
Volkshymne	x
zu	x
intoniren	x
.	x
Nach	x
der	x
feierlichen	x
Enthüllung	x
des	x
Monumentes	x
findet	x
die	x
Defilirung	x
vor	x
demselben	x
statt	x
,	x
wo	x
ich	x
das	x
Commando	x
übernehme	x
.	x
5	x
.	x
Alle	x
nicht	x
eingetheilten	x
Herren	x
Oberofficiere	x
,	x
sowie	x
die	x
Herren	x
Corps-Auditor	x
Hauptmann	x
Adolf	x
Heeg	x
und	x
Corps-Obercaplan	x
Hochwürden	x
Johann	x
Herbrich	x
haben	x
sich	x
mir	x
anzuschließen	x
.	x
6	x
.	x
Adjustirung	x
am	x
2	x
.	x
December	x
l.	x
J.	x
in	x
Parade	x
mit	x
Mänteln	x
—	x
Feldzeichen	x
aus	x
Tannenreisig	x
.	x
7	x
.	x
Die	x
weiteren	x
Weisungen	x
bezüglich	x
der	x
Einrückung	x
werden	x
den	x
Herren	x
AbtheilungsCommandanten	x
nach	x
erfolgter	x
Defilirung	x
zukommen	x
.	x
Olmütz	x
,	x
am	x
25	x
.	x
November	x
1898	x
.	x
Der	x
Major	x
und	x
Commandant	x
:	x
Raimund	x
Nietsche	x
.	x
(	x
Theater-Festvorstellung	x
am	x
2	x
.	x
December	x
.	x
)	x
Zur	x
Feier	x
des	x
fünfzigjährigen	x
Regierungs-Jubiläums	x
unseres	x
Kaisers	x
bringt	x
unsere	x
Bühne	x
am	x
kommenden	x
Freitag	x
Humperdinck	x
’	x
s	x
„	x
Hänsel	x
und	x
Gretel	x
“	x
zur	x
Aufführung	x
.	x
Der	x
Oper	x
geht	x
ein	x
Huldigungsact	x
vorher	x
,	x
bei	x
welchem	x
die	x
Volkshymne	x
vom	x
ganzen	x
Bühnenpersonale	x
gesungen	x
wird	x
,	x
worauf	x
ein	x
kleines	x
Festspiel	x
folgt	x
,	x
welches	x
die	x
Bedeutung	x
des	x
Tages	x
in	x
einem	x
auf	x
Olmützer	x
Boden	x
spielenden	x
Act	x
beleuchtet	x
.	x
Dieses	x
Festspiel	x
ist	x
das	x
Werk	x
eines	x
verehrten	x
heimischen	x
Autors	x
,	x
den	x
wir	x
wohl	x
nicht	x
zu	x
nennen	x
brauchen	x
.	x
Unsere	x
Bühne	x
wird	x
auf	x
diese	x
Art	x
den	x
Tag	x
der	x
Jubelfeier	x
in	x
würdigster	x
Weise	x
begehen	x
.	x
(	x
Vorbereitungen	x
zur	x
Illumination	x
.	x
)	x
Wie	x
bereits	x
gemeldet	x
,	x
findet	indirect
am	indirect
Vorabende	indirect
des	indirect
fünfzigsten	indirect
Gedenktages	indirect
der	indirect
in	indirect
Olmütz	indirect
erfolgten	indirect
Thronbesteigung	indirect
Sr.	indirect
Majestät	indirect
des	indirect
Kaisers	indirect
eine	indirect
allgemeine	indirect
Illumination	indirect
statt	indirect
.	indirect
Schon	x
heute	x
werden	x
die	x
Vorbereitungen	x
für	x
diese	x
Illumination	x
getroffen	x
,	x
die	x
sich	x
voraussichtlich	x
großartig	x
gestalten	x
wird	x
.	x
Die	x
Stadtgemeinde	x
wird	x
ihre	x
öffentlichen	x
und	x
privaten	x
Gebäude	x
beleuchten	x
lassen	x
.	x
Einen	x
hübschen	x
Anblick	x
wird	x
der	x
Rathhausthurm	x
bilden	x
,	x
dessen	x
Galerie	x
im	x
electrischen	x
Lichte	x
erstrahlen	x
wird	x
.	x
Auch	x
für	x
die	x
Beflaggung	x
der	x
Stadt	x
am	x
Festtage	x
selbst	x
werden	x
umfassende	x
Vorkehrungen	x
getroffen	x
.	x
Bezüglich	x
der	x
am	x
1	x
.	x
December	x
stattfindenden	x
Illumination	x
erlauben	x
wir	x
uns	x
auf	x
die	x
an	x
anderer	x
Stelle	x
unserer	x
heutigen	x
Nummer	x
enthaltene	x
Kundmachung	x
des	x
Olmützer	x
Gemeinderathes	x
hinzuweisen	x
.	x
(	x
Personales	x
.	x
)	x
Herr	x
Med	x
.	x
Dr.	x
Hans	x
Mauer	x
wurde	x
von	x
der	x
Stadtgemeinde	x
provisorisch	x
mit	x
der	x
Führung	x
der	x
Amtsgeschäfte	x
des	x
Stadtarztes	x
betraut	x
.	x
(	x
Aus	x
dem	x
Stadtverordneten-Collegium	x
.	x
)	x
Die	x
Tagesordnung	x
der	x
heutigen	x
Sitzung	x
des	x
Stadtverordneten-Collegiums	x
ist	x
folgende	x
:	x
Ansuchen	x
eines	x
städt	x
.	x
Bediensteten	x
um	x
Erhöhung	x
des	x
Gehaltsbezuges	x
.	x
—	x
Antrag	x
wegen	x
Anschaffung	x
einer	x
Rechenmaschine	x
für	x
das	x
st.	x
Bauamt	x
.	x
—	x
Miethanbote	x
auf	x
das	x
Rathhausgewölbe	x
nächst	x
dem	x
Kaiserdenkmale	x
.	x
—	x
Miethanbot	x
auf	x
die	x
Localitäten	x
der	x
Postfiliale	x
im	x
Hause	x
Nr	x
.	x
371	x
.	x
—	x
Kaufanbot	x
bezüglich	x
eines	x
Hauses	x
.	x
—	x
Bericht	x
des	x
städt	x
.	x
Cassaamtes	x
bezüglich	x
des	x
Pachtschillings	x
für	x
die	x
Eisgewinnung	x
.	x
—	x
Bericht	x
über	x
die	x
Feriencolonie	x
pro	x
1898	x
.	x
—	x
Note	x
des	x
k.	x
k.	x
Bezirksschulrathes	x
betreffend	x
die	x
Besetzung	x
der	x
Lehrerstelle	x
an	x
der	x
Knaben-Volksschule	x
.	x
—	x
Antrag	x
des	x
Gemeinderathes	x
betreffend	x
Widmungen	x
für	x
arme	x
Schulkinder	x
anläßlich	x
des	x
RegierungsJubiläums	x
Sr.	x
Majestät	x
des	x
Kaisers	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
über	x
die	x
Rechnungsabschlüsse	x
der	x
Industriewerke	x
in	x
Grügau	x
und	x
Gießhübl	x
pro	x
1897	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
über	x
die	x
pro	x
1897	x
abgeschlossene	x
Rechnung	x
des	x
städt	x
.	x
Gaswerkes	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
über	x
ein	x
Gesuch	x
um	x
Wasseranschluß	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
über	x
Kaufanbote	x
auf	x
Wiesenparcellen	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
über	x
ein	x
Gesuch	x
um	x
Wasserzinsermäßigung	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
betreffend	x
die	x
stellenweise	x
Ausholzung	x
der	x
JohannAllee	x
.	x
—	x
Bericht	x
der	x
1	x
.	x
Section	x
betreffend	x
die	x
nachträgliche	x
Genehmigung	x
der	x
Ausgaben	x
für	x
Instandhaltung	x
des	x
Wasserwerkes	x
.	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
über	x
das	x
Einschreiten	x
der	x
städt	x
.	x
Choralisten	x
um	x
Gehaltserhöhung	x
.	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
über	x
ein	x
Gesuch	x
um	x
Gehaltserhöhung	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
betreffend	x
die	x
Eintreibung	x
der	x
Zinskreuzer	x
von	x
dem	x
für	x
das	x
Staatseisenbahn-Directionsgebäude	x
in	x
Olmütz	x
entfallenden	x
Miethzinse	x
.	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
über	x
eine	x
Eingabe	x
eines	x
städt	x
.	x
Beamten	x
in	x
Personalangelegenheiten	x
.	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
über	x
die	x
Communcassarechnung	x
und	x
Vermögensbilanz	x
pro	x
1897	x
.	x
—	x
Bericht	x
der	x
3	x
.	x
Section	x
über	x
den	x
Gemeindevorschlag	x
pro	x
1899	x
.	x
—	x
Kaufanbot	x
auf	x
eine	x
Bauparcelle	x
.	x
(	x
2	x
.	x
Lesung	x
.	x
(	x
Jubiläums-Fest-Concert	x
des	x
MusikVereins	x
.	x
)	x
Das	x
gestern	x
vor	x
einem	x
sehr	x
zahlreichen	x
Besucherkreise	x
—	x
unter	x
dem	x
sehr	x
viele	x
Fremde	x
zu	x
bemerken	x
waren	x
—	x
stattgefundene	x
Festconcert	x
des	x
Musikvereins	x
kann	x
mit	x
Fug	x
und	x
Recht	x
als	x
eine	x
Meisterleistung	x
unserer	x
einheimischen	x
Musikkräfte	x
bezeichnet	x
werden	x
.	x
Insbesondere	x
die	x
III	x
.	x
Symphonie	x
Beethovens	x
wurde	x
in	x
unvergleichlicher	x
Weise	x
zur	x
Aufführung	x
gebracht	x
.	x
Wir	x
haben	x
die	x
musikalischen	x
Schönheiten	x
der	x
beiden	x
hervorragenden	x
Tonwerke	x
—	x
Beethovens	x
„	x
Eroica	x
“	x
und	x
Händels	x
„	x
Dettinger	x
Te	x
Deum	x
“	x
—	x
gebührend	x
gewürdigt	x
,	x
und	x
es	x
erübrigt	x
uns	x
nur	x
,	x
einerseits	x
unserer	x
Verehrung	x
für	x
die	x
beiden	x
deutschen	x
Großmeister	x
der	x
Musik	x
,	x
die	x
der	x
Nachwelt	x
so	x
erhabene	x
,	x
zum	x
Gemeingut	x
der	x
gesammten	x
musikalischen	x
Welt	x
gewordene	x
Schöpfungen	x
als	x
Erbe	x
überließen	x
,	x
Ausdruck	x
zu	x
geben	x
;	x
andererseits	x
aber	x
die	x
aufrichtige	x
Freude	x
darüber	x
auszusprechen	x
,	x
daß	indirect
es	indirect
den	indirect
vereinten	indirect
Kräften	indirect
unserer	indirect
musikalischen	indirect
Körperschaften	indirect
unter	indirect
der	indirect
zielbewußten	indirect
Führung	indirect
des	indirect
ausgezeichneten	indirect
musikalischen	indirect
Leiters	indirect
,	indirect
Herrn	indirect
Musikdirectors	indirect
Wladimir	indirect
Labler	indirect
,	indirect
gelungen	indirect
ist	indirect
,	indirect
diese	indirect
herrlichen	indirect
Tongebilde	indirect
in	indirect
würdiger	indirect
,	indirect
den	indirect
künstleri	indirect
schen	indirect
Absichten	indirect
der	indirect
Schöpfer	indirect
genau	indirect
entsprechender	indirect
Weise	indirect
zur	indirect
Verkörperung	indirect
zu	indirect
bringen	indirect
.	indirect
Im	x
„	x
Te	x
Deum	x
“	x
sang	x
Herr	x
Max	x
Birkholz	x
vom	x
Olmützer	x
Stadttheater	x
das	x
Baßsolo	x
sehr	x
wirkungsvoll	x
;	x
neben	x
ihm	x
verdienen	x
Fräulein	x
Rosa	x
Hoschek	x
,	x
welche	x
das	x
Altsolo	x
übernommen	x
hatte	x
und	x
trefflich	x
durchführte	x
,	x
ferner	x
für	x
kleinere	x
Solis	x
Frau	x
Helene	x
von	x
Innerhofer	x
und	x
Herr	x
Victor	x
Schwach	x
volle	x
Anerkennung	x
.	x
Nach	x
dem	x
prächtigen	x
Terzett	x
für	x
Alt	x
,	x
Baß	x
und	x
Tenor	x
erscholl	x
lebhafter	x
Beifall	x
.	x
Die	x
einzelnen	x
Sätze	x
der	x
Symphonie	x
—	x
in	x
der	x
sich	x
das	x
Orchester	x
auszeichnete	x
—	x
wurden	x
mit	x
stürmischer	x
Anerkennung	x
begrüßt	x
;	x
wiederholt	x
mußte	x
der	x
Dirigent	x
,	x
Herr	x
Labler	x
,	x
für	x
dieselbe	x
danken	x
.	x
—	x
Zur	x
Mitwirkung	x
im	x
Orchester	x
waren	x
außer	x
den	x
ausübenden	x
Mitgliedern	x
des	x
Musikvereins	x
und	x
anderen	x
Kunstfreunden	x
mit	x
Bewilligung	x
des	x
Herrn	x
Directors	x
und	x
Bezirksschulinspectors	x
Friedrich	x
Holzinger	x
Zöglinge	x
der	x
Lehrerbildungsanstalt	x
berufen	x
worden	x
;	x
auch	x
im	x
Chore	x
waren	x
Zöglinge	x
der	x
städtischen	x
Lehrerinnenbildungsanstalt	x
und	x
der	x
k.	x
k.	x
Lehrerbildungsanstalt	x
thätig	x
.	x
Für	x
dieses	x
Entgegenkommen	x
und	x
diese	x
wohlwollende	x
Förderung	x
der	x
musikalischen	x
Bestrebungen	x
gebührt	x
Herrn	x
Director	x
Holzinger	x
der	x
wärmste	x
Dank	x
.	x
—	x
Der	x
Musikverein	x
hat	x
alle	x
Ursache	x
,	x
auf	x
sein	x
gestriges	x
Concert	x
mit	x
Freude	x
und	x
Stolz	x
zurückzublicken	x
;	x
aber	x
auch	x
alle	x
Mitwirkenden	x
,	x
ob	x
im	x
Solo	x
,	x
im	x
Chor	x
oder	x
im	x
Orchester	x
,	x
haben	x
redlich	x
Antheil	x
an	x
dem	x
schönen	x
Erfolge	x
,	x
der	x
allerdings	x
hauptsächlich	x
der	x
sorgsamen	x
Vorbereitung	x
und	x
glanzvollen	x
Leitung	x
durch	x
Herrn	x
Musikdirector	x
Labler	x
zu	x
danken	x
ist	x
.	x
Es	x
war	x
in	x
der	x
That	x
nicht	x
nur	x
dem	x
Worte	x
nach	x
,	x
sondern	x
in	x
Wirklichkeit	x
ein	x
außerordentliches	x
,	x
ein	x
echtes	x
Festconcert	x
.	x
(	x
Vom	x
Männergesangverein	x
.	x
)	x
Morgen	x
Abends	x
um	x
8	x
Uhr	x
findet	x
eine	x
Probe	x
für	x
den	x
bei	x
der	x
Enthüllungsfeier	x
des	x
Kaiserdenkmals	x
aufzuführenden	x
Festchor	x
statt	x
.	x
Die	x
ausübenden	x
Herren	x
Mitglieder	x
werden	x
um	x
vollzähliges	x
Erscheinen	x
ersucht	x
.	x
(	x
Turnhallen-Bau	x
.	x
)	x
Der	x
Neubau	x
des	x
deutschen	x
Turn-	x
und	x
Eislauf-Vereins-Gebäudes	x
nächst	x
der	x
Alleestraße	x
wächst	x
unter	x
der	x
energischen	x
Leitung	x
des	x
Herrn	x
Baumeisters	x
Victor	x
Mader	x
rasch	x
in	x
die	x
Höhe	x
und	x
wird	x
nunmehr	x
bereits	x
das	x
Hauptdach	x
aufgestellt	x
.	x
Das	x
Gebäude	x
steht	x
mit	x
der	x
Längsfront	x
gegen	x
einen	x
geplanten	x
freien	x
Marktplatz	x
und	x
wird	x
im	x
Tiefparterre	x
die	x
Räume	x
für	x
den	x
Eislaufverein	x
,	x
in	x
den	x
oberen	x
Etagen	x
dagegen	x
eine	x
geräumige	x
Turnhalle	x
und	x
sonstige	x
,	x
turnerischen	x
Zwecken	x
dienende	x
Localitäten	x
enthalten	x
.	x
Wie	x
wir	x
erfahren	x
,	x
erhält	indirect
das	indirect
Gebäude	indirect
eine	indirect
ziemlich	indirect
bedeutende	indirect
Ausdehnung	indirect
und	indirect
soll	indirect
die	indirect
Turnhalle	indirect
selbst	indirect
unseren	indirect
Redoutensaal	indirect
an	indirect
Größe	indirect
übertreffen	indirect
.	indirect
Das	x
Bauproject	x
rührt	x
von	x
dem	x
Architekten	x
Max	x
Löwe	x
in	x
Hannover	x
her	x
,	x
dem	x
auch	x
die	x
Bauleitung	x
übertragen	x
ist	x
.	x
Im	x
heurigen	x
Jahre	x
soll	x
noch	x
die	x
Bedachung	x
vollendet	x
und	x
im	x
nächsten	x
Frühjahre	x
dann	x
der	x
ganze	x
Bau	x
fertiggestellt	x
werden	x
.	x
(	x
Eine	x
Spende	x
.	x
)	x
Der	x
Ausschuß	x
der	x
Genossenschaft	x
der	x
minderbesteuerten	x
Handeltreibenden	x
hat	x
in	x
der	x
am	x
22	x
.	x
November	x
l.	x
J.	x
unter	x
dem	x
Vorsitze	x
des	x
Vorstandes	x
Herrn	x
Hubert	x
Heyek	x
stattgefundenen	x
Sitzung	x
einstimmig	x
beschlossen	x
,	x
am	x
2	x
.	x
December	x
l.	x
J.	x
,	x
dem	x
Tage	x
des	x
50jährigen	x
Regierungs-Jubiläums	x
Sr.	x
Majestät	x
des	x
Kaisers	x
,	x
fünf	indirect
arme	indirect
bedürftige	indirect
Genossenschaftsmitglieder	indirect
mit	indirect
dem	indirect
Betrage	indirect
von	indirect
je	indirect
20	indirect
Kronen	indirect
in	indirect
Gold	indirect
zu	indirect
betheilen	indirect
.	indirect
(	x
Gastspiel	x
.	x
)	x
Morgen	x
und	x
übermorgen	x
gastirt	x
Frl	x
.	x
Julie	x
Kronthal	x
auf	x
unserer	x
Bühne	x
.	x
So	x
oft	x
diese	x
Künstlerin	x
bei	x
uns	x
erscheint	x
,	x
heißt	x
sie	x
das	x
Publicum	x
herzlich	x
willkommen	x
.	x
Dieß	x
wird	x
voraussichtlich	x
au	x
ch	x
diesmal	x
der	x
Fall	x
sein	x
u.	x
zw	x
.	x
umsomehr	x
als	x
Frl	x
.	x
Kronthal	x
in	x
zwei	x
ihren	x
hervorragendsten	x
Rollen	x
auftritt	x
.	x
Am	x
ersten	x
Abend	x
wird	x
sie	x
die	x
„	x
schöne	x
Heleua	x
“	x
in	x
Offenbachs	x
gleichnamiger	x
Operette	x
singen	x
und	x
am	x
zweiten	x
Abend	x
die	x
Titelrolle	x
in	x
der	x
Zell	x
’	x
schen	x
Posse	x
„	x
Die	x
Kindsfrau	x
“	x
spielen	x
,	x
welches	x
Werk	x
für	x
unsere	x
Bühne	x
Novität	x
ist	x
und	x
im	x
Theater	x
a.	x
d.	x
Wien	x
mit	x
Frau	x
Geistinger	x
eine	x
stattliche	x
Reihe	x
von	x
Aufführungen	x
erlebte	x
.	x
(	x
Vom	x
ersten	x
Olmützer	x
Fischerei-Verein	x
.	x
)	x
Vor	x
einer	x
sehr	x
zahlreichen	x
Zuhörerschaft	x
hielt	x
am	x
letzten	x
Samstag	x
Abends	x
Herr	x
HandelsschulProfessor	x
Frank	x
im	x
Gartensalon	x
der	x
Grundschen	x
Bierhalle	x
seinen	x
bereits	x
angekündigten	x
Vortrag	x
über	x
die	x
Hebung	x
der	x
Fischzucht	x
in	x
unseren	x
Gewässern	x
.	x
Der	x
Herr	x
Vortragende	x
wurde	x
für	x
seine	x
interessanten	x
Ausführungen	x
,	x
auf	x
welche	x
wir	x
morgen	x
noch	x
zurückkommen	x
werden	x
,	x
durch	x
rauschenden	x
Beifall	x
ausgezeichnet	x
.	x
(	x
Fabriksverkauf	x
.	x
)	x
Die	x
Hanna-Malzfabrik	x
der	x
Firma	x
„	x
Gebrüder	x
Hamburger	x
&	x
Singer	x
“	x
in	x
Proßnitz	x
ist	x
mittelst	x
Kauf	x
in	x
den	x
Besitz	x
der	x
Firma	x
„	x
A	x
.	x
Haas	x
Söhne	x
“	x
in	x
Olmütz	x
übergegangen	x
.	x
Der	x
Kaufpreis	x
beträgt	x
205.000	x
fl	x
(	x
Weihnachtsbescheerung	x
an	x
der	x
Paulowitzer	x
Volksschule	x
.	x
)	x
Am	x
2	x
.	x
December	x
l	x
.	x
J.	x
findet	x
die	x
Weihnachtsbescheerung	x
an	x
der	x
Paulowitzer	x
deutschen	x
Volksschule	x
statt	x
u.	x
zw	x
.	x
wurde	x
dieser	x
Tag	x
im	x
Hinblicke	x
auf	x
das	x
an	x
demselben	x
stattfindende	x
50jährige	x
Regierungs-Jubiläum	x
Sr.	x
Majestät	x
des	x
Kaisers	x
gewählt	x
.	x
Wir	x
haben	x
den	x
Aufruf	x
wegen	x
Widmung	x
von	x
Weihnachtsspenden	x
für	x
die	x
genannte	x
Schule	x
bereits	x
veröffentlicht	x
,	x
können	x
aber	x
nicht	x
umhin	x
heute	x
neuerdings	x
an	x
die	x
deutschen	x
Bewohner	x
von	x
Olmütz	x
die	x
Bitte	x
zu	x
richten	x
,	x
auch	indirect
diesmal	indirect
nicht	indirect
der	indirect
armen	indirect
Schüler	indirect
der	indirect
Paulowitzer	indirect
Volksschule	indirect
zu	indirect
vergessen	indirect
.	indirect
Spenden	x
werden	x
aus	x
Gefälligkeit	x
von	x
Herrn	x
Leopold	x
Lachnik	x
,	x
Papierhändler	x
,	x
Elisabethstraße	x
Olmütz	x
und	x
von	x
der	x
Leitung	x
der	x
deutschen	x
Volksschule	x
in	x
Paulowitz	x
entgegengenommen	x
.	x
Mögen	x
dieselben	x
reichlich	x
ausfallen	x
,	x
um	x
recht	x
zahlreiche	x
Schüler	x
betheilen	x
zu	x
können	x
.	x
(	x
Silberne	x
Hochzeit	x
.	x
)	x
Herr	x
Samuel	x
Jellinek	x
,	x
Vertreter	x
der	x
Pilsener	x
Genossenschaftsbrauerei	x
beging	x
gestern	x
mit	x
seiner	x
Gattin	x
im	x
engsten	x
Familienkreise	x
das	x
Fest	x
der	x
silbernen	x
Hochzeit	x
.	x
(	x
Vom	x
Sonntage	x
.	x
)	x
Der	x
gestrige	x
Sonntag	x
brachte	x
uns	x
Vormittags	x
einen	x
orkanähn	x
l	x
ichen	x
Sturm	x
,	x
der	x
bis	x
zur	x
Mittagsstunde	x
währte	x
.	x
Gegen	x
½2	x
Uhr	x
Nachmittags	x
umdüsterte	x
sich	x
das	x
Firmament	x
,	x
worauf	x
sich	x
ein	x
Gewitter	x
entlud	x
,	x
das	x
ungefähr	x
eine	x
halbe	x
Stunde	x
währte	x
.	x
Im	x
weiteren	x
Laufe	x
des	x
Nachmittags	x
war	x
die	x
Witterung	x
warm	x
und	x
heller	x
Sonnenschein	x
strahlte	x
vom	x
Firmamente	x
hernieder	x
.	x
Während	x
der	x
Nacht	x
trat	x
wieder	x
starker	x
Regen	x
ein	x
.	x
(	x
Vierhalle-Uebernahme	x
.	x
)	x
Wie	x
wir	x
erfahren	x
hat	indirect
Herr	indirect
Victor	indirect
Schwach	indirect
die	indirect
in	indirect
der	indirect
Littauergasse	indirect
neu	indirect
errichtete	indirect
Pilsner	indirect
Bierhalle	indirect
in	indirect
Pacht	indirect
genommen	indirect
und	indirect
wird	indirect
dieselbe	indirect
am	indirect
nächsten	indirect
Donnerstag	indirect
eröffnen	indirect
.	indirect
In	x
dieser	x
Bierhalle	x
,	x
welche	x
mit	x
allem	x
Comfort	x
ausgestattet	x
wurde	x
,	x
wird	x
Bier	x
aus	x
der	x
Pilsener	x
Genossenschafts-Brauerei	x
zum	x
Ausschanke	x
gelangen	x
.	x
(	x
Von	x
der	x
freiw	x
.	x
Feuerwehr	x
in	x
Neustift	x
.	x
)	x
Donnerstag	x
,	x
den	x
1	x
.	x
December	x
l	x
.	x
J.	x
als	x
am	x
Vorabende	x
des	x
Gedenktages	x
der	x
