file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	periodical	narrative	cabtokens	dialect	perspective	quotes
rwz_sample_digbib_1220-3.xmi	uranus	Hofmannsthal,_Hugo_von_Die_Frau_ohne_Schatten.tg364_1.xml	1919	1910	digbib	Die Frau ohne Schatten	Hofmannsthal, Hugo von	yes	Erzähltext		yes	588	NA	NA	NA
rwz_sample_digbib_1221-4.xmi	uranus	Hofmannsthal,_Hugo_von_Erlebnis_des_Marschalls_von_Bassompierre.tg362_1.xml	1900	1900	digbib	Erlebnis des Marschalls von Bassompierre	Hofmannsthal, Hugo von	yes	Erzähltext		yes	601	NA	NA	NA
rwz_sample_digbib_1222-1.xmi	earth	Hofmannsthal,_Hugo_von_Lucidor.tg363_1.xml	1910	1910	digbib	Lucidor	Hofmannsthal, Hugo von	yes	Erzähltext		yes	596	NA	NA	NA
rwz_sample_digbib_1223-2.xmi	earth	Hofmannsthal,_Hugo_von_Reitergeschichte.tg361_1.xml	1899	1890	digbib	Reitergeschichte	Hofmannsthal, Hugo von	yes	Erzähltext		yes	575	NA	NA	NA
rwz_sample_digbib_1280-1.xmi	uranus	Jahn,_Ulrich_59__Der_Zauberring_und_das_Zauberschloss.tg85_1.xml	1891	1890	digbib	Der Zauberring und das Zauberschloss	Jahn, Ulrich	yes	Erzähltext		yes	598	NA	NA	NA
rwz_sample_digbib_1308-1.xmi	uranus	Janitschek,_Maria_Darueber_kommt_kein_Weib_hinweg____.tg107_1.xml	1902	1900	digbib	Darüber kommt kein Weib hinweg...	Janitschek, Maria	yes	Erzähltext		yes	616	NA	NA	NA
rwz_sample_digbib_1325-2.xmi	uranus	Janitschek,_Maria_Poverino.tg56_1.xml	1897	1890	digbib	Poverino	Janitschek, Maria	yes	Erzähltext		yes	601	NA	NA	NA
rwz_sample_digbib_1329-4.xmi	neptune	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext		yes	607	NA	NA	NA
rwz_sample_digbib_1332-1.xmi	earth	Keller,_Gottfried_Der_Landvogt_von_Greifensee.tg821_1.xml	1877	1870	digbib	Der Landvogt von Greifensee	Keller, Gottfried	yes	Erzähltext		yes	643	NA	NA	NA
rwz_sample_digbib_1343-2.xmi	uranus	Keller,_Gottfried_Spiegel__das_Kaetzchen__Ein_Maerchen.tg806_1.xml	1856	1850	digbib	Spiegel, das Kätzchen. Ein Märchen	Keller, Gottfried	yes	Erzähltext		yes	618	NA	NA	NA
rwz_sample_digbib_1366-1.xmi	uranus	Klabund_Im_Russenlager.tg450_1.xml	1918	1910	digbib	Im Russenlager	Klabund	yes	Erzähltext		yes	595	NA	NA	NA
rwz_sample_digbib_149-1.xmi	neptune	Altenberg,_Peter_Man_braucht_Mehrere.tg171_1.xml	1901	1900	digbib	Man braucht Mehrere	Altenberg, Peter	yes	Erzähltext		yes	721	NA	NA	NA
rwz_sample_digbib_164-1.xmi	earth	Altenberg,_Peter_Newsky_Roussotine_Truppe.tg191_1.xml	1901	1900	digbib	Newsky Roussotine-Truppe	Altenberg, Peter	yes	Erzähltext		yes	648	NA	NA	NA
rwz_sample_digbib_172-1.xmi	earth	Altenberg,_Peter_P_A__und_T_K_.tg12_1.xml	1896	1890	digbib	P. A. und T. K.	Altenberg, Peter	yes	Erzähltext		yes	689	NA	NA	NA
rwz_sample_digbib_1724-1.xmi	earth	Kuhn,_Adalbert_40___Colon_Beckhake_hat_einmal_abends_seine_Angeln_am_Darmssen_aufgestellt_.tg1543_1.xml	1859	1850	digbib	40. [Colon Beckhake hat einmal abends seine Angeln am Darmssen aufgestellt]	Kuhn, Adalbert	yes	Erzähltext		yes	700	NA	NA	NA
rwz_sample_digbib_1869-4.xmi	uranus	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext		yes	694	NA	NA	NA
rwz_sample_digbib_1875-1.xmi	uranus	Lichtenstein,_Alfred_Die_Jungfrau.tg127_1.xml	1919	1910	digbib	Die Jungfrau	Lichtenstein, Alfred	yes	Erzähltext		yes	615	NA	NA	NA
rwz_sample_digbib_1888-2.xmi	uranus	Ludwig,_Otto_Zwischen_Himmel_und_Erde.tg63_1.xml	1856	1850	digbib	Zwischen Himmel und Erde	Ludwig, Otto	yes	Erzähltext		yes	596	NA	NA	NA
rwz_sample_digbib_1890-2.xmi	uranus	Marlitt,_Eugenie_Amtmanns_Magd.tg123_1.xml	1881	1880	digbib	Amtmanns Magd	Marlitt, Eugenie	yes	Erzähltext		yes	630	NA	NA	NA
rwz_sample_digbib_1892-3.xmi	uranus	Marlitt,_Eugenie_Die_zwoelf_Apostel.tg121_1.xml	1865	1860	digbib	Die zwölf Apostel	Marlitt, Eugenie	yes	Erzähltext		yes	625	NA	NA	NA
rwz_sample_digbib_1893-1.xmi	earth	Marlitt,_Eugenie_Schulmeisters_Marie.tg120_1.xml	1888	1880	digbib	Schulmeisters Marie	Marlitt, Eugenie	yes	Erzähltext		yes	633	NA	NA	NA
rwz_sample_digbib_1905-1.xmi	uranus	Meier,_Ernst_23__Der_arme_Fischer.tg30_1.xml	1852	1850	digbib	23. Der arme Fischer	Meier, Ernst	yes	Erzähltext		yes	625	NA	NA	NA
rwz_sample_digbib_1917-1.xmi	earth	Meier,_Ernst_37__Das_tapfere_Schneiderlein.tg44_1.xml	1852	1850	digbib	37. Das tapfere Schneiderlein	Meier, Ernst	yes	Erzähltext		yes	597	NA	NA	NA
rwz_sample_digbib_1966-2.xmi	earth	Meyer,_Conrad_Ferdinand_Angela_Borgia.tg421_1.xml	1891	1890	digbib	Angela Borgia	Meyer, Conrad Ferdinand	yes	Erzähltext		yes	600	NA	NA	NA
rwz_sample_digbib_1969-1.xmi	earth	Meyer,_Conrad_Ferdinand_Der_Heilige.tg386_1.xml	1879	1870	digbib	Der Heilige	Meyer, Conrad Ferdinand	yes	Erzähltext		yes	589	NA	NA	NA
rwz_sample_digbib_1971-1.xmi	earth	Meyer,_Conrad_Ferdinand_Die_Hochzeit_des_Moenchs.tg407_1.xml	1883	1880	digbib	Die Hochzeit des Mönchs	Meyer, Conrad Ferdinand	yes	Erzähltext		yes	661	NA	NA	NA
rwz_sample_digbib_2028-1.xmi	earth	Moellhausen,_Balduin_Die_Mandanenwaise.tg4_1.xml	1865	1860	digbib	Die Mandanenwaise	Möllhausen, Balduin	yes	Erzähltext		yes	656	NA	NA	NA
rwz_sample_digbib_2028-2.xmi	earth	Moellhausen,_Balduin_Die_Mandanenwaise.tg4_1.xml	1865	1860	digbib	Die Mandanenwaise	Möllhausen, Balduin	yes	Erzähltext		yes	587	NA	NA	NA
rwz_sample_digbib_2029-1.xmi	earth	Moerike,_Eduard_Das_Stuttgarter_Hutzelmaennlein.tg268_1.xml	1853	1850	digbib	Das Stuttgarter Hutzelmännlein	Mörike, Eduard	yes	Erzähltext		yes	615	NA	NA	NA
rwz_sample_digbib_223-1.xmi	earth	Anzengruber,_Ludwig_1__Vom_Hanns_und_der_Gretl.tg225_1.xml	1880	1880	digbib	1. Vom Hanns und der Gretl	Anzengruber, Ludwig	yes	Erzähltext		yes	604	NA	NA	NA
rwz_sample_digbib_225-1.xmi	earth	Anzengruber,_Ludwig_3__Die_Gschicht_von_der_Maschin.tg228_1.xml	1880	1880	digbib	3. Die Gschicht von der Maschin	Anzengruber, Ludwig	yes	Erzähltext		yes	591	NA	NA	NA
rwz_sample_digbib_228-1.xmi	earth	Anzengruber,_Ludwig_6__Eins_vom_Teufel.tg233_1.xml	1880	1880	digbib	6. Eins vom Teufel	Anzengruber, Ludwig	yes	Erzähltext		yes	621	NA	NA	NA
rwz_sample_digbib_229-1.xmi	earth	Anzengruber,_Ludwig_Der_Einsam.tg234_1.xml	1881	1880	digbib	Der Einsam	Anzengruber, Ludwig	yes	Erzähltext		yes	717	NA	NA	NA
rwz_sample_digbib_229-2.xmi	uranus	Anzengruber,_Ludwig_Der_Einsam.tg234_1.xml	1881	1880	digbib	Der Einsam	Anzengruber, Ludwig	yes	Erzähltext		yes	625	NA	NA	NA
rwz_sample_digbib_2340-1.xmi	earth	Muellenhoff,_Karl_529__Die_schwarze_Dorte.tg660_1.xml	1845	1840	digbib	529. Die schwarze Dorte	Müllenhoff, Karl	yes	Erzähltext		yes	569	NA	NA	NA
rwz_sample_digbib_2621-2.xmi	earth	Raabe,_Wilhelm_Das_Odfeld.tg256_1.xml	1889	1880	digbib	Das Odfeld	Raabe, Wilhelm	yes	Erzähltext		yes	594	NA	NA	NA
rwz_sample_digbib_2628-1.xmi	neptune	Reventlow,_Franziska_Graefin_zu_Das_allerjuengste_Gericht.tg86_1.xml	1897	1890	digbib	Das allerjüngste Gericht	Reventlow, Franziska Gräfin zu	yes	Erzähltext		yes	710	NA	NA	NA
rwz_sample_digbib_2644-1.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Tot.tg88_1.xml	1911	1910	digbib	Tot	Reventlow, Franziska Gräfin zu	yes	Erzähltext		yes	688	NA	NA	NA
rwz_sample_digbib_2797-1.xmi	earth	Saar,_Ferdinand_von_Die_Geigerin.tg202_1.xml	1877	1870	digbib	Die Geigerin	Saar, Ferdinand von	yes	Erzähltext		yes	626	NA	NA	NA
rwz_sample_digbib_2801-1.xmi	earth	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext		yes	675	NA	NA	NA
rwz_sample_digbib_2998-1.xmi	neptune	Schnitzler,_Arthur_Das_Schicksal_des_Freiherrn_von_Leisenbohg.tg289_1.xml	1904	1900	digbib	Das Schicksal des Freiherrn von Leisenbohg	Schnitzler, Arthur	yes	Erzähltext		yes	648	NA	NA	NA
rwz_sample_digbib_301-1.xmi	earth	Bartsch,_Karl_1631___Haus__und_Schutzbrief__Im_Namen_Gottes_.tg2958_1.xml	1879	1870	digbib	1631. [Haus- und Schutzbrief. Im Namen Gottes]	Bartsch, Karl	yes	Erzähltext		yes	580	NA	NA	NA
rwz_sample_digbib_3020-2.xmi	neptune	Schnitzler,_Arthur_Er_wartet_auf_den_vazierenden_Gott.tg231_1.xml	1886	1880	digbib	Erwartet auf den vazierenden Gott	Schnitzler, Arthur	yes	Erzähltext		yes	637	NA	NA	NA
rwz_sample_digbib_3049-1.xmi	earth	Sommer,_Emil_1__Der_Berggeister_Geschenke.tg78_1.xml	1846	1840	digbib	1. Der Berggeister Geschenke	Sommer, Emil	yes	Erzähltext		yes	622	NA	NA	NA
rwz_sample_digbib_3143-1.xmi	earth	Storm,_Theodor_Das_Maerchen_von_den_drei_Spinnfrauen.tg261_1.xml	1919	1910	digbib	Das Märchen von den drei Spinnfrauen	Storm, Theodor	yes	Erzähltext		yes	631	NA	NA	NA
rwz_sample_digbib_3149-1.xmi	neptune	Storm,_Theodor_Die_Soehne_des_Senators.tg248_1.xml	1880	1880	digbib	Die Söhne des Senators	Storm, Theodor	yes	Erzähltext		yes	632	NA	NA	NA
rwz_sample_digbib_3157-1.xmi	neptune	Storm,_Theodor_Ein_stiller_Musikant.tg239_1.xml	1875	1870	digbib	Ein stiller Musikant	Storm, Theodor	yes	Erzähltext		yes	583	NA	NA	NA
rwz_sample_digbib_3165-1.xmi	uranus	Storm,_Theodor_Im_Schloss.tg216_1.xml	1862	1860	digbib	Im Schloß	Storm, Theodor	yes	Erzähltext		yes	606	NA	NA	NA
rwz_sample_digbib_3168-1.xmi	neptune	Storm,_Theodor_Marthe_und_ihre_Uhr.tg198_1.xml	1848	1840	digbib	Marthe und ihre Uhr	Storm, Theodor	yes	Erzähltext		yes	601	NA	NA	NA
rwz_sample_digbib_3174-1.xmi	earth	Storm,_Theodor_Veronika.tg212_1.xml	1861	1860	digbib	Veronika	Storm, Theodor	yes	Erzähltext		yes	575	NA	NA	NA
rwz_sample_digbib_3183-1.xmi	earth	Sudermann,_Hermann_Miks_Bumbullis.tg210_1.xml	1917	1910	digbib	Miks Bumbullis	Sudermann, Hermann	yes	Erzähltext		yes	666	NA	NA	NA
rwz_sample_digbib_3188-1.xmi	earth	Turgenev,_Ivan_Sergeeviç_Faust__Erzaehlung_in_neun_Briefen.tg4_1.xml	1856	1850	digbib	Faust. Erzählung in neun Briefen	Turgenev, Ivan Sergeeviç	yes	Erzähltext		yes	640	NA	NA	NA
rwz_sample_digbib_51-1.xmi	neptune	Altenberg,_Peter_Diese_ist_sein.tg156_1.xml	1901	1900	digbib	Diese ist sein	Altenberg, Peter	yes	Erzähltext		yes	719	NA	NA	NA
rwz_sample_digbib_593-1.xmi	neptune	Bechstein,_Ludwig_Das_Unentbehrlichste.tg163_1.xml	1856	1850	digbib	Das Unentbehrlichste	Bechstein, Ludwig	yes	Erzähltext		yes	696	NA	NA	NA
rwz_sample_digbib_612-1.xmi	earth	Bechstein,_Ludwig_Der_Mueller_und_die_Nixe.tg97_1.xml	1845	1840	digbib	Der Müller und die Nixe	Bechstein, Ludwig	yes	Erzähltext		yes	559	NA	NA	NA
rwz_sample_digbib_618-1.xmi	uranus	Bechstein,_Ludwig_Der_starke_Gottlieb.tg145_1.xml	1856	1850	digbib	Der starke Gottlieb	Bechstein, Ludwig	yes	Erzähltext		yes	646	NA	NA	NA
rwz_sample_digbib_634-1.xmi	earth	Bechstein,_Ludwig_Die_drei_dummen_Teufel.tg127_1.xml	1845	1840	digbib	Die drei dummen Teufel	Bechstein, Ludwig	yes	Erzähltext		yes	620	NA	NA	NA
rwz_sample_digbib_651-1.xmi	earth	Bechstein,_Ludwig_Die_Schlangenamme.tg186_1.xml	1856	1850	digbib	Die Schlangenamme	Bechstein, Ludwig	yes	Erzähltext		yes	612	NA	NA	NA
rwz_sample_digbib_654-1.xmi	uranus	Bechstein,_Ludwig_Die_schoene_junge_Braut.tg79_1.xml	1845	1840	digbib	Die schöne junge Braut	Bechstein, Ludwig	yes	Erzähltext		yes	617	NA	NA	NA
rwz_sample_digbib_753-1.xmi	earth	Birlinger,_Anton_20__Weihnachtsfest_in_Konstanz.tg1302_1.xml	1862	1860	digbib	20. Weihnachtsfest in Konstanz	Birlinger, Anton	yes	Erzähltext		yes	589	NA	NA	NA
rwz_sample_digbib_77-1.xmi	neptune	Altenberg,_Peter_Drei_junge_Damen_vom_Hof_Opern_Balett.tg251_1.xml	1901	1900	digbib	Drei junge Damen vom Hof-Opern-Balett	Altenberg, Peter	yes	Erzähltext		yes	688	NA	NA	NA
rwz_sample_digbib_786-1.xmi	earth	Birlinger,_Anton_2___In_der_Kirche_zu_Ennentach__Enned___ist_.tg893_1.xml	1861	1860	digbib	2. [In der Kirche zu Ennentach (Ennedâ )ist]	Birlinger, Anton	yes	Erzähltext		yes	636	NA	NA	NA
rwz_sample_digbib_84-1.xmi	neptune	Altenberg,_Peter_Ein_Brief_aus_Accra.tg113_1.xml	1896	1890	digbib	Ein Brief aus Accra	Altenberg, Peter	yes	Erzähltext		yes	647	NA	NA	NA
rwz_sample_digbib_9-1.xmi	earth	Altenberg,_Peter_At_Home.tg28_1.xml	1896	1890	digbib	At Home	Altenberg, Peter	yes	Erzähltext		yes	630	NA	NA	NA
rwz_sample_digbib_934-1.xmi	earth	Bjørnson,_Bjørnstjerne_Synnoeve_Solbakken.tg4_1.xml	1857	1850	digbib	Synnöve Solbakken	Bjørnson, Bjørnstjerne	yes	Erzähltext		yes	620	NA	NA	NA
rwz_sample_digbib_936-2.xmi	earth	Buechner,_Luise_2__Erzaehlung__Die_Geschichte_vom_Knecht_Nikolaus.tg109_1.xml	1868	1860	digbib	2. Erzählung. Die Geschichte vom Knecht Nikolaus	Büchner, Luise	yes	Erzähltext		yes	602	NA	NA	NA
